OG1	OG2	direction	pvalue	qvalue	signif
OG0000549	OG0000690	49	3.8964468371485586e-59	7.218957681858328e-54	TRUE
OG0001025	OG0001034	58	3.953580691695511e-59	7.230901912945821e-54	TRUE
OG0000570	OG0000683	48	5.125056126223424e-59	9.254820514062721e-54	TRUE
OG0001299	OG0001290	49	6.6287457303723705e-59	1.182055421956865e-53	TRUE
OG0001146	OG0001178	60	7.715332514401786e-59	1.3588330302791438e-53	TRUE
OG0000857	OG0000847	65	1.056537514837905e-58	1.8380932318399082e-53	TRUE
OG0000586	OG0000495	43	1.8529865756467246e-58	3.184862201652214e-53	TRUE
OG0000713	OG0000671	51	2.7418094206349382e-58	4.656444641999706e-53	TRUE
OG0001063	OG0001062	46	3.3462781066075675e-58	5.550857095616443e-53	TRUE
OG0000560	OG0000589	46	3.3462781066075675e-58	5.550857095616443e-53	TRUE
OG0001327	OG0001326	37	3.875171477281202e-58	6.354306193963726e-53	TRUE
OG0001002	OG0001010	91	5.565882374649949e-58	9.022934773294019e-53	TRUE
OG0000938	OG0000939	68	1.0154936133200836e-57	1.627734826891168e-52	TRUE
OG0000409	OG0000390	39	1.8650104892759796e-57	2.95620968366985e-52	TRUE
OG0001524	OG0001655	44	1.899079721951432e-57	2.9771332293727113e-52	TRUE
OG0000781	OG0000801	58	1.9273219761224485e-57	2.9885664182075395e-52	TRUE
OG0001004	OG0001005	90	1.9725807020591122e-57	3.0258562879379147e-52	TRUE
OG0000570	OG0000550	45	3.1101763665060144e-57	4.7201264065150564e-52	TRUE
OG0001304	OG0001290	48	4.9854103057346715e-57	7.486412755690847e-52	TRUE
OG0000732	OG0000706	52	7.887761701472444e-57	1.1366193701640836e-51	TRUE
OG0000717	OG0000345	52	7.887761701472444e-57	1.1366193701640836e-51	TRUE
OG0000747	OG0000711	52	7.887761701472444e-57	1.1366193701640836e-51	TRUE
OG0000709	OG0000682	52	7.887761701472444e-57	1.1366193701640836e-51	TRUE
OG0000550	OG0000392	43	8.072981553818625e-57	1.1516762905326284e-51	TRUE
OG0000493	OG0000492	41	1.2046769685775422e-56	1.668513975706811e-51	TRUE
OG0000463	OG0000444	41	1.2046769685775422e-56	1.668513975706811e-51	TRUE
OG0000496	OG0000495	41	1.2046769685775422e-56	1.668513975706811e-51	TRUE
OG0000815	OG0000844	50	1.261262121762743e-56	1.7300891394736804e-51	TRUE
OG0001548	OG0001540	44	2.9516716320007796e-56	4.010284727255683e-51	TRUE
OG0000586	OG0000612	45	3.091589809791504e-56	4.160758105284108e-51	TRUE
OG0001004	OG0001010	90	3.43304821592618e-56	4.5771230843261754e-51	TRUE
OG0000807	OG0000766	54	3.957919097797952e-56	5.228048685414453e-51	TRUE
OG0000997	OG0001010	88	4.412530808959282e-56	5.775076197457819e-51	TRUE
OG0000570	OG0000392	43	6.579842237044133e-56	8.456467185899891e-51	TRUE
OG0000768	OG0000744	52	6.5400229297238425e-56	8.456467185899891e-51	TRUE
OG0000728	OG0000584	55	6.729801685884801e-56	8.571971331992315e-51	TRUE
OG0001734	OG0001735	35	7.4047195525346205e-56	9.348170764996768e-51	TRUE
OG0000496	OG0000528	42	8.185568197919407e-56	1.0243313056063936e-50	TRUE
OG0001161	OG0001146	64	1.060548285880613e-55	1.304274258857482e-50	TRUE
OG0001161	OG0001164	64	1.060548285880613e-55	1.304274258857482e-50	TRUE
OG0001002	OG0001005	89	1.198266154291776e-55	1.4610460243438734e-50	TRUE
OG0000772	OG0000694	51	1.2519206397590069e-55	1.5135307825255154e-50	TRUE
OG0001156	OG0001157	44	1.5386007995554143e-55	1.844486404277851e-50	TRUE
OG0000423	OG0000422	41	1.7599194249607687e-55	2.0922231576432505e-50	TRUE
OG0001257	OG0001251	36	1.9530864245497245e-55	2.302674528867118e-50	TRUE
OG0000700	OG0000568	49	3.591896502469961e-55	4.186646460901044e-50	TRUE
OG0000628	OG0000512	46	3.609731789456824e-55	4.186646460901044e-50	TRUE
OG0001062	OG0001064	45	3.749551888295257e-55	4.313741820412359e-50	TRUE
OG0000899	OG0000966	48	4.0608045003882036e-55	4.634453560839004e-50	TRUE
OG0000850	OG0000819	62	4.1584103469693294e-55	4.708182227802293e-50	TRUE
