OG1	OG2	direction	pvalue	qvalue	signif
OG0000716	OG0000345	41	4.973941173799493e-46	1.9363564083894004e-41	TRUE
OG0000793	OG0000767	49	5.001037040972896e-46	1.9396940768736064e-41	TRUE
OG0000739	OG0000820	48	5.693228652705523e-46	2.20001817193266e-41	TRUE
OG0000384	OG0000314	33	5.800607485480508e-46	2.2332714152525479e-41	TRUE
OG0000628	OG0000605	40	6.0386873398806446e-46	2.316417459055015e-41	TRUE
OG0000968	OG0000736	47	6.2342924836409025e-46	2.382722924239585e-41	TRUE
OG0000978	OG0000101	37	7.33672910917199e-46	2.7938733998389925e-41	TRUE
OG0000593	OG0000530	38	7.466922456441782e-46	2.833149497906184e-41	TRUE
OG0000878	OG0001084	39	8.4718310050341e-46	3.20283412732758e-41	TRUE
OG0001320	OG0001336	29	9.311942953869592e-46	3.48272519696008e-41	TRUE
OG0000251	OG0000247	29	9.311942953869592e-46	3.48272519696008e-41	TRUE
OG0001686	OG0001674	30	9.303901830524623e-46	3.48272519696008e-41	TRUE
OG0000839	OG0000826	53	9.685735692732133e-46	3.609634479137822e-41	TRUE
OG0000434	OG0000632	40	9.96760752183211e-46	3.701508520125876e-41	TRUE
OG0001201	OG0001200	59	1.0053853038139128e-45	3.70724360892703e-41	TRUE
OG0001208	OG0001182	59	1.0053853038139128e-45	3.70724360892703e-41	TRUE
OG0000822	OG0000826	51	1.445178384409769e-45	5.310232418573598e-41	TRUE
OG0000673	OG0000154	40	1.6166140290193165e-45	5.915961874308628e-41	TRUE
OG0000673	OG0000862	49	1.6213259383021984e-45	5.915961874308628e-41	TRUE
OG0001059	OG0001070	42	1.6362683236522742e-45	5.949753426566519e-41	TRUE
OG0000558	OG0000632	41	1.6765023449531027e-45	6.07495765424277e-41	TRUE
OG0000607	OG0000511	41	2.2407625015682162e-45	8.091606651938837e-41	TRUE
OG0000504	OG0000372	35	2.53703077107349e-45	9.129976890755084e-41	TRUE
OG0000246	OG0000936	40	2.9088338678453395e-45	1.0396525671958066e-40	TRUE
OG0000608	OG0000670	40	2.9088338678453395e-45	1.0396525671958066e-40	TRUE
OG0000680	OG0000633	42	4.216119041015224e-45	1.501766688247029e-40	TRUE
OG0000302	OG0000389	34	4.3600942565944397e-45	1.5477855739541064e-40	TRUE
OG0000480	OG0000405	33	4.391486403938929e-45	1.5536627879613363e-40	TRUE
OG0000802	OG0000750	46	6.318564208642793e-45	2.227916379131584e-40	TRUE
OG0000414	OG0000413	33	6.907328634967696e-45	2.427340978363136e-40	TRUE
OG0000762	OG0000674	49	7.566804592165062e-45	2.6501976403598915e-40	TRUE
OG0000356	OG0000499	36	7.616908117530075e-45	2.6588534127534543e-40	TRUE
OG0000913	OG0000961	44	8.490039699104042e-45	2.953793686910451e-40	TRUE
OG0000667	OG0000248	39	8.921376590054394e-45	3.0935836362029627e-40	TRUE
OG0000381	OG0000340	32	9.734814880085245e-45	3.364511377942956e-40	TRUE
OG0000648	OG0000571	41	1.126892500741004e-44	3.881913355539449e-40	TRUE
OG0001254	OG0001248	31	1.1509794261701417e-44	3.9518882371254855e-40	TRUE
OG0000385	OG0000492	34	1.3830449567750185e-44	4.7331667330916285e-40	TRUE
OG0001118	OG0001119	28	1.5392733014169318e-44	5.233617183291934e-40	TRUE
OG0001654	OG0001645	28	1.5392733014169318e-44	5.233617183291934e-40	TRUE
OG0000643	OG0000523	38	1.8423347623427204e-44	6.243771482903282e-40	TRUE
OG0001201	OG0001293	54	1.8780343367518897e-44	6.344227776938405e-40	TRUE
OG0001023	OG0001034	83	2.2625282753691255e-44	7.618519069016704e-40	TRUE
OG0000883	OG0001020	62	2.822123640419741e-44	9.472363928280846e-40	TRUE
OG0000314	OG0000425	33	2.843453531955575e-44	9.50870657800394e-40	TRUE
OG0000460	OG0000435	35	2.856807768978034e-44	9.50870657800394e-40	TRUE
OG0000817	OG0000615	44	2.8601912077024306e-44	9.50870657800394e-40	TRUE
OG0001161	OG0001173	41	3.4171155746661105e-44	1.1324251807039446e-39	TRUE
OG0001059	OG0001055	42	3.969824139487976e-44	1.3114415481945307e-39	TRUE
OG0001450	OG0001445	32	5.546459018617672e-44	1.8265250006211175e-39	TRUE
OG0000749	OG0000904	51	5.688277829030721e-44	1.8673556916146588e-39	TRUE
OG0000763	OG0000422	36	7.498826715293358e-44	2.4463873257337672e-39	TRUE
OG0000512	OG0000354	36	7.498826715293358e-44	2.4463873257337672e-39	TRUE
OG0000560	OG0000742	48	8.072105222730808e-44	2.6252331236942927e-39	TRUE
OG0000644	OG0000533	38	8.14192148089048e-44	2.6315936643847452e-39	TRUE
OG0000577	OG0000155	38	8.14192148089048e-44	2.6315936643847452e-39	TRUE
OG0000661	OG0000340	31	1.0032590740725828e-43	3.2327094145492684e-39	TRUE
OG0000631	OG0000696	43	1.2608518062865515e-43	4.0502644249541954e-39	TRUE
OG0001255	OG0001254	31	1.2969816529791495e-43	4.153584140296202e-39	TRUE
OG0000713	OG0000858	49	1.318403010636272e-43	4.1965192602774816e-39	TRUE
OG0001077	OG0001109	51	1.3147520359392055e-43	4.1965192602774816e-39	TRUE
OG0000395	OG0000257	29	1.533750073887056e-43	4.8671820344721984e-39	TRUE
