OG1	OG2	direction	pvalue	qvalue	signif
OG0000480	OG0000574	40	9.260995188918321e-47	3.501183088574221e-42	true
OG0000928	OG0001073	50	1.0055851902741924e-46	3.7880090271743996e-42	true
OG0000479	OG0000626	39	1.8770185921000856e-46	7.04532940922735e-42	true
OG0000627	OG0000694	35	2.0263694159283063e-46	7.578748987363724e-42	true
OG0000443	OG0000429	36	2.2811014408041196e-46	8.501101694645666e-42	true
OG0001201	OG0001208	59	2.6405298764991696e-46	9.805706950339564e-42	true
OG0000913	OG0000961	45	2.801885488882911e-46	1.0368140625946251e-41	true
OG0000918	OG0000622	45	2.9150779117660475e-46	1.0749017234410746e-41	true
OG0000980	OG0000967	41	3.3269268822096558e-46	1.2224618894607292e-41	true
OG0000731	OG0000820	46	3.3880117922033693e-46	1.2405543978331857e-41	true
OG0001108	OG0001200	57	4.6922921565302066e-46	1.712143181414769e-41	true
OG0001232	OG0001238	29	4.820271298800412e-46	1.7527336600273093e-41	true
OG0000664	OG0000501	41	4.973941173799493e-46	1.7961374960577544e-41	true
OG0000434	OG0000632	41	4.973941173799493e-46	1.7961374960577544e-41	true
OG0000825	OG0000768	49	5.001037040972896e-46	1.7997161538002536e-41	true
OG0000414	OG0000413	34	5.6224318821468436e-46	2.0164074047209931e-41	true
OG0000321	OG0000549	34	5.65745118459824e-46	2.022041792372739e-41	true
OG0000417	OG0000347	33	5.800607485480507e-46	2.0661558671724256e-41	true
OG0001255	OG0001254	33	7.510679887215547e-46	2.666208869782419e-41	true
OG0000931	OG0000652	44	7.794342086301318e-46	2.757558180133601e-41	true
OG0001320	OG0001336	30	9.303901830524622e-46	3.2723592454658474e-41	true
OG0000251	OG0000247	29	9.311942953869592e-46	3.2723592454658474e-41	true
OG0001277	OG0001260	97	1.030951650436199e-45	3.610805060487743e-41	true
OG0000846	OG0000634	43	1.0543323212216467e-45	3.68038454344054e-41	true
OG0000385	OG0000492	35	1.211095075928475e-45	4.2135550790220443e-41	true
OG0000860	OG0000881	56	1.3878590781556871e-45	4.796668161598717e-41	true
OG0000844	OG0000881	56	1.3878590781556871e-45	4.796668161598717e-41	true
OG0000504	OG0000372	36	1.3930541911825315e-45	4.798785745921421e-41	true
OG0000750	OG0000790	46	1.501757402563171e-45	5.156284534080124e-41	true
OG0001070	OG0001055	42	1.636268323652274e-45	5.599767930886136e-41	true
OG0000491	OG0000619	41	1.6765023449531027e-45	5.718771211974464e-41	true
OG0000979	OG0000101	38	1.789469556096163e-45	6.08429874613016e-41	true
OG0000569	OG0000703	42	2.2609615677785107e-45	7.662520215861648e-41	true
OG0000713	OG0000858	50	2.915112893352804e-45	9.847604928728965e-41	true
OG0001083	OG0001077	53	3.218121342269999e-45	1.0836248580581245e-40	true
OG0000739	OG0000820	47	3.761937210505239e-45	1.2626816849153817e-40	true
OG0001522	OG0001539	44	3.826788319569303e-45	1.2762675413144582e-40	true
OG0000703	OG0000098	44	3.826788319569303e-45	1.2762675413144582e-40	true
OG0000680	OG0000633	42	4.216119041015224e-45	1.40164890903056e-40	true
OG0000732	OG0000804	46	4.25601317861936e-45	1.4104341476209295e-40	true
OG0000761	OG0000578	43	4.3681024041577255e-45	1.4384760113950576e-40	true
OG0000302	OG0000389	34	4.36009425659444e-45	1.4384760113950576e-40	true
OG0001208	OG0001197	57	4.5333585392943433e-45	1.488217194187877e-40	true
OG0000742	OG0000842	54	6.609975803394495e-45	2.163150936527767e-40	true
OG0000920	OG0000657	45	7.49602644512671e-45	2.4454737767607864e-40	true
OG0001468	OG0001555	32	7.524103183049367e-45	2.447010334628981e-40	true
OG0000764	OG0000601	44	7.595314368212354e-45	2.462522255085095e-40	true
OG0001155	OG0001199	38	8.030368350993855e-45	2.595537985075229e-40	true
OG0000636	OG0000501	40	8.777187598657052e-45	2.828192409789354e-40	true
OG0000644	OG0000533	39	8.921376590054394e-45	2.857071125789892e-40	true
OG0000645	OG0000533	39	8.921376590054394e-45	2.857071125789892e-40	true
OG0001059	OG0001055	41	1.126892500741004e-44	3.597870914890221e-40	true
OG0001057	OG0001060	53	1.186421986494544e-44	3.776419408158204e-40	true
OG0000560	OG0000842	55	1.1939614247931943e-44	3.788901265953059e-40	true
OG0000484	OG0000456	37	1.2506897707804505e-44	3.9569315410914e-40	true
OG0000773	OG0000750	45	1.2946125362029328e-44	4.083557328591411e-40	true
OG0001206	OG0001213	60	1.307123941575708e-44	4.110640231229589e-40	true
OG0000446	OG0001029	36	1.3741577120748576e-44	4.308509404971627e-40	true
OG0000648	OG0000571	40	1.437121484684818e-44	4.490010680648084e-40	true
OG0000309	OG0000293	29	1.4406209260594517e-44	4.490010680648084e-40	true
