"sample_id"	"PANGAEA sample id"	"Station.label"	"Layer"	"polar"	"lower.size.fraction"	"upper.size.fraction"	"Event.date"	"Latitude"	"Longitude"	"Depth.nominal"	"Ocean.region"	"Temperature"	"Oxygen"	"ChlorophyllA"	"Carbon.total"	"Salinity"	"Gradient.Surface.temp(SST)"	"Fluorescence"	"CO3"	"HCO3"	"Density"	"PO4"	"PAR.PC"	"NO3"	"Si"	"Alkalinity.total"	"Ammonium.5m"	"Depth.Mixed.Layer"	"Lyapunov"	"NO2"	"Depth.Min.O2"	"NO2NO3"	"Nitracline"	"Brunt.V_is_l_"	"Iron.5m"	"Depth.Max.O2"	"Okubo.Weiss"	"Residence.time"	"Sigma-theta"	"fCDOM"
"ERR1001626"	"TARA_B100000513"	"TARA_076"	"SRF"	"non polar"	0.22	3	"2010-10-16T09:55"	-20.9354	-35.1803	5	"[SAO] South Atlantic Ocean (MRGID:1914)"	23.374825	206.23185	-0.00072	0.0019	37.076575	0.59536	1.636802	0.0016	0	25.40018	0.055883	NA	0.185971	0.814172	0	0.011959192	50	0.027592	0.001404	582	0	849	152	0.000776878	77	0.084131	0	25.40018	1.636802
"ERR1001627"	"TARA_B100000524"	"TARA_078"	"SRF"	"non polar"	0.22	3	"2010-11-04T10:24"	-30.1367	-43.2899	5	"[SAO] South Atlantic Ocean (MRGID:1914)"	20.07775	221.13845	0.00144	0.0054	36.32553	3.7648	1.674628	0.0027	0	25.754115	0	NA	0.025333	0.749	0	0.017718557	89	0.14819	0	600	0.026	580	197	0.000862562	887	0.053558	5.777778	25.754115	1.674628
"ERR1328122"	"TARA_B100001564"	"TARA_151"	"SRF"	"non polar"	0.22	3	"2012-03-09T08:59"	36.1715	-29.023	5	"[NAO] North Atlantic Ocean (MRGID:1912)"	17.303005	232.28725	0.0132	NA	36.229605	1.5662	1.76176	NA	NA	26.38564	0.0125	NA	0.296016	0.6545	NA	0.021044872	56	0.025897	0.019	699	NA	993	118	0.00129951	14	-0.157861	37.583333	26.38564	1.76176
"ERR1328123"	"TARA_B100000091"	"TARA_039"	"DCM"	"non polar"	0.22	1.6	"2010-03-18T11:33"	18.5839	66.4727	25	"[IO] Indian Ocean (MRGID:1904)"	26.692435	187.47615	0.12402	0.00545	36.40162	0.28957	1.43775	0.00925	0	23.87718	0.2465	NA	0	1.2415	0.00115	0.0255102	26	NA	0.011	480	0.0675	124	3	0.00138772	13	0.403157	2.25	23.87718	1.43775
"ERR1328124"	"TARA_B100000091"	"TARA_039"	"DCM"	"non polar"	0.22	1.6	"2010-03-18T11:33"	18.5839	66.4727	25	"[IO] Indian Ocean (MRGID:1904)"	26.692435	187.47615	0.12402	0.00545	36.40162	0.28957	1.43775	0.00925	0	23.87718	0.2465	NA	0	1.2415	0.00115	0.0255102	26	NA	0.011	480	0.0675	124	3	0.00138772	13	0.403157	2.25	23.87718	1.43775
"ERR1328125"	"TARA_B100001564"	"TARA_151"	"SRF"	"non polar"	0.22	3	"2012-03-09T08:59"	36.1715	-29.023	5	"[NAO] North Atlantic Ocean (MRGID:1912)"	17.303005	232.28725	0.0132	NA	36.229605	1.5662	1.76176	NA	NA	26.38564	0.0125	NA	0.296016	0.6545	NA	0.021044872	56	0.025897	0.019	699	NA	993	118	0.00129951	14	-0.157861	37.583333	26.38564	1.76176
"ERR1336911"	"TARA_X100000009"	"TARA_011"	"SRF"	"non polar"	0.22	1.6	"2009-10-04T08:30"	41.6686	2.7996	9	"[MS] Mediterranean Sea (MRGID:1905)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.009132409	NA	0	NA	NA	NA	NA	NA	0.001387775	NA	NA	0	NA	NA
"ERR1336912"	"TARA_X100000009"	"TARA_011"	"SRF"	"non polar"	0.22	1.6	"2009-10-04T08:30"	41.6686	2.7996	9	"[MS] Mediterranean Sea (MRGID:1905)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.009132409	NA	0	NA	NA	NA	NA	NA	0.001387775	NA	NA	0	NA	NA
"ERR3562601"	"TARA_B100000674"	"TARA_124"	"SRF"	"non polar"	0.22	3	"2011-08-04T18:33"	-9.1504	-140.5216	5	"[SPO] South Pacific Ocean (MRGID:1910)"	26.572419	190.378187	0.1494	0.01184	35.384031	0.096513	1.628674	0.01821	0.00774	23.143631	0.63025	NA	4.965553	2.53325	0.00937	0.023188621	103	0.043603	0.1665	286	6.2015	241	113	2.46e-06	13	9.6e-05	2.777778	23.143631	1.628674
"ERR3586677"	"TARA_B110000494"	"TARA_206"	"MES"	"polar"	0.22	3	"2013-10-12T18:02:00"	70.9433	-53.5127	411	"[AO] Arctic Ocean (MRGID:1906)"	3.03554	230.0861	-0.01008	NA	34.50669	NA	3.097493	NA	NA	27.488995	NA	0.000362	13.409788	NA	NA	0.022793755	205	0	NA	472	NA	505	35	0.000494336	15	NA	0	27.488995	3.097493
"ERR3586678"	"TARA_B110000857"	"TARA_208"	"SRF"	"polar"	0.22	3	"2013-10-20T10:34:00"	69.1136	-51.5086	5	"[AO] Arctic Ocean (MRGID:1906)"	3.1965	303.326	0.3732	0.08585	32.99175	1.5239	2.6962	0.0221	0.01	26.265	0.312072	2.751917	1.791002	0.819597	0.0072	0.020453628	141	0	0.1665	316	1.916	342	112	0.000453137	13	-0.016382	0	26.265	2.6962
"ERR3586679"	"TARA_B110000253"	"TARA_189"	"SRF"	"polar"	0.22	3	"2013-08-27T01:53:00"	77.9028	117.1545	5	"[AO] Arctic Ocean (MRGID:1906)"	0.10149	363.6485	0.60864	NA	28.82053	NA	5.496034	NA	NA	23.11621	NA	36.980174	NA	NA	NA	0.000620584	150	0	NA	1010	NA	NA	6	0.001270051	13	NA	0	23.11621	5.496034
"ERR3586680"	"TARA_B110000255"	"TARA_189"	"DCM"	"polar"	0.22	3	"2013-08-27T11:40:00"	77.9668	116.6556	20	"[AO] Arctic Ocean (MRGID:1906)"	-0.607125	371.05845	1.5105	NA	32.726735	0.68124	4.162668	NA	NA	26.29815	NA	5.979815	NA	NA	NA	0.000620584	499	0	NA	618	NA	NA	5	0.001270051	13	NA	0	26.29815	4.162668
"ERR3586681"	"TARA_B110000257"	"TARA_189"	"MES"	"polar"	0.22	3	"2013-08-28T00:47:00"	78.0391	116.4105	299	"[AO] Arctic Ocean (MRGID:1906)"	1.59404	293.889	-0.0078	NA	34.92558	3.8218	2.592579	NA	NA	27.94409	NA	0.000272	NA	NA	NA	0.000620584	499	0	NA	844	NA	NA	4	0.001270051	16	NA	0	27.94409	2.592579
"ERR3586682"	"TARA_B110000283"	"TARA_191"	"SRF"	"polar"	0.22	3	"2013-09-02T22:37:00"	71.5955	160.9383	5	"[AO] Arctic Ocean (MRGID:1906)"	1.48885	340.44375	0.4392	0.05735	28.41685	NA	6.44771	0.0039	0.0083	22.7306	1.195806	4.612347	NA	19.646147	0.00085	0.000260443	NA	0	0.07525	NA	1.06325	NA	NA	0.001360622	NA	-0.089788	2.777778	22.7306	6.44771
"ERR3586683"	"TARA_B110000975"	"TARA_193"	"SRF"	"polar"	0.22	3	"2013-09-08T02:45:00"	71.0704	174.9916	5	"[AO] Arctic Ocean (MRGID:1906)"	2.4534	339.4475	0.8718	0.1744	29.0291	2.0072	2.524221	0.0072	0.002	23.1614	1.614977	74.279057	0	30.149509	0.0031	0.006029853	17	0	0.125	35	6.2695	30	25	0.000702537	27	NA	0	23.1614	2.524221
"ERR3586684"	"TARA_B110000969"	"TARA_194"	"SRF"	"polar"	0.22	3	"2013-09-11T20:00:00"	73.3833	-168.1333	5	"[AO] Arctic Ocean (MRGID:1906)"	-0.585333	368.662625	0.1806	0.0658	27.442	2.2379	2.417638	0.0037	0	22.016175	0.361653	71.887758	0	1.424261	0.0032	0.002943427	33	0	0.126	74	0.2285	61	4	0.000713809	26	NA	0	22.016175	2.417638
"ERR3586685"	"TARA_B110000303"	"TARA_196"	"SRF"	"polar"	0.22	3	"2013-09-14T17:30:00"	71.8895	-154.9101	5	"[AO] Arctic Ocean (MRGID:1906)"	2.5694	336.04075	0.9741	0.22775	28.60925	1.3129	4.533623	0.00885	0.00425	22.8182	0.430504	30.661175	1.604622	2.822912	0.02025	0.0284539	14	0	0.0865	173	0.4235	43	21	0.000241071	27	NA	0	22.8182	4.533623
"ERR3586686"	"TARA_B110000906"	"TARA_201"	"DCM"	"polar"	0.22	3	"2013-09-30T22:33:00"	74.3386	-85.6208	36	"[AO] Arctic Ocean (MRGID:1906)"	-0.409335	343.877833	1.50066	0.5729	31.947283	NA	3.403455	0	0.0445	25.654808	0.6443	0.546445	5.355932	4.087196	0	0.000747411	150	0	0.025	146	2.133	42	8	0.000958759	13	NA	0	25.654808	3.403455
"ERR3586687"	"TARA_B110000875"	"TARA_205"	"SRF"	"polar"	0.22	3	"2013-10-08T12:15:00"	72.4693	-71.892	5	"[AO] Arctic Ocean (MRGID:1906)"	-0.479225	353.1935	1.98441	0.8194	31.99537	NA	3.112706	0	0.08155	25.7008	0.560568	31.503042	3.880872	0.298067	0.00315	0.018947516	239	0.113334	0.0895	983	0.411	51	47	0.000596423	16	0.189964	0	25.7008	3.112706
"ERR3586688"	"TARA_B110000481"	"TARA_206"	"SRF"	"polar"	0.22	3	"2013-10-12T11:09:00"	70.9574	-53.5989	5	"[AO] Arctic Ocean (MRGID:1906)"	1.445315	328.54665	1.25556	0.1842	32.08329	NA	2.515363	0.0607	0.0084	25.673125	0.220883	25.803359	3.615087	1.04231	0.02145	0.022793755	231	0	0.128	249	1.24175	55	58	0.000494336	13	NA	0	25.673125	2.515363
"ERR3586689"	"TARA_B110000457"	"TARA_209"	"SRF"	"polar"	0.22	3	"2013-10-23T10:25:00"	64.7127	-53.0106	5	"[AO] Arctic Ocean (MRGID:1906)"	2.496125	323.901563	1.325775	NA	32.603119	3.0908	2.723684	NA	NA	26.011175	NA	6.417754	6.131005	NA	NA	0.029433576	17	0	NA	498	NA	498	94	0.000488831	15	-0.050291	5.666667	26.011175	2.723684
"ERR3586690"	"TARA_B110000465"	"TARA_209"	"MES"	"polar"	0.22	3	"2013-10-23T17:36:00"	64.7	-52.996	351	"[AO] Arctic Ocean (MRGID:1906)"	4.20173	273.02835	-0.0111	0.0102	34.59923	0.89078	2.548801	0.0019	0.009	27.448865	NA	0.000362	10.622333	NA	0	0.029433576	17	0	NA	424	NA	426	89	0.000488831	14	-0.050291	5.666667	27.448865	2.548801
"ERR3586691"	"TARA_B110000442"	"TARA_210"	"SRF"	"polar"	0.22	3	"2013-10-27T10:16:00"	61.5427	-55.9869	5	"[AO] Arctic Ocean (MRGID:1906)"	5.295265	293.84675	1.01295	0.1275	34.212769	0.82664	2.274721	0.04545	0.0063	27.017281	0.511975	26.400442	8.286479	2.252584	0.00775	0.035179306	147	0.078105	0.31575	135	5.8035	95	82	0.000208521	14	0.215913	0	27.017281	2.274721
"ERR3586692"	"TARA_B110000436"	"TARA_210"	"MES"	"polar"	0.22	3	"2013-10-27T16:30:00"	61.5754	-55.9846	391	"[AO] Arctic Ocean (MRGID:1906)"	4.791395	271.8744	-0.0018	0.0023	34.939595	0.64044	2.284852	0.0011	0.0024	27.65512	0.851461	0.000362	16.017641	4.07817	0	0.035179306	274	0.078105	0.134	317	9.908	73	79	0.000208521	13	0.215913	0	27.65512	2.284852
"ERR3586693"	"TARA_B110000966"	"TARA_194"	"DCM"	"polar"	0.22	3	"2013-09-12T03:59:00"	73.3275	-168.8142	35	"[AO] Arctic Ocean (MRGID:1906)"	-0.987833	396.848083	0.6449	0.2799	31.56495	1.8125	3.843304	0	0.0212	25.370225	0.866194	4.803126	0	5.566842	0.0017	0.002943427	14	0	0.441	81	1.9045	39	10	0.000713809	25	NA	0	25.370225	3.843304
"ERR3586694"	"TARA_B110000901"	"TARA_201"	"SRF"	"polar"	0.22	3	"2013-09-30T15:02:00"	74.2987	-85.7806	5	"[AO] Arctic Ocean (MRGID:1906)"	-1.32986	368.52475	1.13016	0.3843	30.70185	NA	3.00669	0.0088	0.071	24.678167	0.526245	20.479241	3.75923	2.062045	0.0038	0.000747411	20	0	0.0775	506	1.328	44	29	0.000958759	13	NA	0	24.678167	3.00669
"ERR3586695"	"TARA_B110000023"	"TARA_168"	"SRF"	"polar"	0.22	3	"2013-07-01T03:20:00"	72.5128	44.0775	5	"[AO] Arctic Ocean (MRGID:1906)"	7.48766	299.0073	0.2964	0.217	34.92331	0.45599	2.102862	0.01695	0	27.289205	0	217.805071	0	1.725127	0.00275	0.006979311	15	0.011037	0	154	0.0595	244	31	0.000430005	35	-0.011538	1.222222	27.289205	2.102862
"ERR3586696"	"TARA_B110000044"	"TARA_168"	"DCM"	"polar"	0.22	3	"2013-07-01T12:34:00"	72.5432	44.102	40	"[AO] Arctic Ocean (MRGID:1906)"	3.824545	326.3609	2.19375	0.1971	34.975345	0.92917	2.454789	0	0.0103	27.784685	0.098435	2.474629	0	1.135333	0.0094	0.006979311	19	0.011037	0.063	245	0.821	103	35	0.000430005	36	-0.011538	1.222222	27.784685	2.454789
"ERR3586697"	"TARA_B110000035"	"TARA_168"	"MIX"	"polar"	0.22	3	"2013-07-02T04:24:00"	72.5199	44.0552	NA	"[AO] Arctic Ocean (MRGID:1906)"	3.1072	303.31905	0.27075	0.11945	34.978285	1.4538	2.699	0	0.00745	27.85433	0.098435	0.822609	0	1.459545	0.00035	0.006979311	12	0.011037	0	125	0.821	76	40	0.000430005	39	-0.011538	1.222222	27.85433	2.699
"ERR3586698"	"TARA_B110000083"	"TARA_173"	"SRF"	"polar"	0.22	3	"2013-07-08T04:12:00"	78.9564	79.4201	5	"[AO] Arctic Ocean (MRGID:1906)"	-0.160312	385.28075	0.0441	0.43265	33.613775	0.84307	2.28495	0.00095	0.0218	26.994413	0.056871	161.90166	2.099614	0.273079	0.00325	0.004081616	15	0	0.0015	47	0.441	46	19	0.001215531	14	NA	4.833333	26.994413	2.28495
"ERR3586699"	"TARA_B110000085"	"TARA_173"	"DCM"	"polar"	0.22	3	"2013-07-08T11:00:00"	78.9354	79.0604	35	"[AO] Arctic Ocean (MRGID:1906)"	-1.29785	348.000625	5.95725	1.3839	34.4561	0.84307	3.166069	0	0.0542	27.72345	0.209065	2.853256	4.427788	0.231772	0.0037	0.004081616	15	0	0.026	47	1.709	46	19	0.001215531	14	NA	4.833333	27.72345	3.166069
"ERR3586700"	"TARA_B110000110"	"TARA_175"	"SRF"	"polar"	0.22	3	"2013-07-10T03:58:00"	79.2233	66.3435	5	"[AO] Arctic Ocean (MRGID:1906)"	1.365705	369.289812	1.455	0.21605	34.264755	1.0604	2.134432	0.01385	0.0054	27.429195	0.063634	79.822933	2.150477	0.523062	0.01165	0.000589373	374	0	0.001	322	0.3685	377	34	0.00109338	13	NA	0	27.429195	2.134432
"ERR3586701"	"TARA_B110000112"	"TARA_175"	"MIX"	"polar"	0.22	3	"2013-07-10T11:00:00"	79.2026	66.4827	199	"[AO] Arctic Ocean (MRGID:1906)"	1.47689	296.228	-0.027	NA	34.8814	1.8938	2.51048	NA	NA	27.91825	0.730535	0.000212	11.691602	4.994604	NA	0.000589373	231	0	0.019	154	11.508	44	3	0.00109338	26	NA	0	27.91825	2.51048
"ERR3586702"	"TARA_B110000122"	"TARA_175"	"MIX"	"polar"	0.22	3	"2013-07-11T06:13:00"	79.3349	66.2954	NA	"[AO] Arctic Ocean (MRGID:1906)"	1.025705	314.71675	0.59478	0.0912	34.691775	1.6875	2.380822	0.0125	0.0043	27.839725	0.35669	0.151267	NA	1.74362	0.0055	0.000589373	355	0	0.0475	404	2.5925	NA	22	0.00109338	29	NA	0	27.839725	2.380822
"ERR3586703"	"TARA_B110000204"	"TARA_178"	"SRF"	"polar"	0.22	3	"2013-07-15T02:11:00"	77.1604	73.2057	5	"[AO] Arctic Ocean (MRGID:1906)"	1.325833	348.196667	0.03525	0.023975	34.142392	3.0358	2.15788	0.00305	0	27.333308	0.047034	174.469782	NA	0.244154	0.0034	0.003428314	16	0	0.008333	310	0.278	NA	25	0.001328503	28	-0.040917	0	27.333308	2.15788
"ERR3586704"	"TARA_B110000501"	"TARA_180"	"SRF"	"polar"	0.22	3	"2013-07-18T02:04:00"	74.8023	76.1478	5	"[AO] Arctic Ocean (MRGID:1906)"	2.507887	357.164917	0.422625	0.085767	22.980169	NA	19.191431	0.003333	0.006183	18.339325	0.238302	63.66473	NA	11.775524	0.005267	0.003474399	11	0	0.014667	34	0.247333	NA	5	0.001387656	23	0.010402	3.777778	18.339325	19.191431
"ERR3586705"	"TARA_B110000206"	"TARA_180"	"DCM"	"polar"	0.22	3	"2013-07-18T08:27:00"	74.8283	76.2096	30	"[AO] Arctic Ocean (MRGID:1906)"	-1.533492	356.223917	0.5808	0.6226	33.646092	NA	6.974842	0	0.0112	27.072625	0.482771	3.869806	NA	8.877352	0	0.003474399	11	0	0.075667	34	2.080833	NA	5	0.001387656	23	0.010402	3.777778	27.072625	6.974842
"ERR3586706"	"TARA_B110000233"	"TARA_188"	"SRF"	"polar"	0.22	3	"2013-08-15T00:30:00"	78.2518	91.8557	5	"[AO] Arctic Ocean (MRGID:1906)"	-1.649738	388.303875	2.2128	1.68195	32.950844	2.8604	2.853854	0	0.2274	26.511331	0.216027	82.927971	NA	0.465648	0.0316	0.002257904	27	0	0.074	27	0.513	NA	20	0.001304139	14	-0.072783	0	26.511331	2.853854
"ERR3586707"	"TARA_B110000235"	"TARA_188"	"DCM"	"polar"	0.22	3	"2013-08-15T07:54:00"	78.3555	91.6084	17	"[AO] Arctic Ocean (MRGID:1906)"	-1.647244	373.061	2.6546	1.7308	33.436706	2.8604	2.982844	0	0.1738	26.906337	0.307592	13.783597	NA	0.851791	0.0164	0.002257904	27	0	0.124	27	1.227	NA	20	0.001304139	14	-0.072783	0	26.906337	2.982844
"ERR3586708"	"TARA_B110001435"	"TARA_155"	"SRF"	"polar"	0.22	3	"2013-05-24T05:36:00"	54.5305	-16.9377	5	"[NAO] North Atlantic Ocean (MRGID:1912)"	11.09547	271.064125	0.83187	0.1019	35.32522	0.54836	1.773811	0.01065	0.02345	27.01156	0.401861	178.103734	4.467439	0.967928	0.00735	0.007189205	64	0.101888	0.237125	720	8.035625	561	37	0.000426156	16	0.157922	0	27.01156	1.773811
"ERR3586709"	"TARA_B110001437"	"TARA_155"	"DCM"	"polar"	0.22	3	"2013-05-25T09:07:00"	54.5451	-16.7943	40	"[NAO] North Atlantic Ocean (MRGID:1912)"	10.79018	266.473125	1.22367	0.0298	35.335155	0.28477	1.814179	0.0044	0.0121	27.07531	0.566253	14.280855	7.129639	3.554362	4e-04	0.007189205	31	0.101888	0.071	743	10.158	1021	32	0.000426156	16	0.157922	0	27.07531	1.814179
"ERR3586710"	"TARA_B110001444"	"TARA_158"	"SRF"	"polar"	0.22	3	"2013-06-03T07:31:00"	67.141	0.2355	5	"[AO] Arctic Ocean (MRGID:1906)"	8.47447	311.7827	2.3802	0.1674	35.145165	0.2687	1.888199	0.02345	0.00185	27.314165	0.356899	207.933573	5.218798	4.012069	0	0.023701385	11	0.121118	0.13475	451	5.1155	1033	5	0.000599484	13	0.189385	0	27.314165	1.888199
"ERR3586711"	"TARA_B110001446"	"TARA_158"	"DCM"	"polar"	0.22	3	"2013-06-03T15:27:00"	67.161	0.3964	25	"[AO] Arctic Ocean (MRGID:1906)"	6.73489	304.0473	1.164637	0.0482	35.15072	1.4377	1.946281	0.0165	0	27.572895	0.709183	30.74362	8.063879	4.95809	0.0021	0.023701385	10	0.121118	0.309	46	11.784	519	7	0.000599484	14	0.189385	0	27.572895	1.946281
"ERR3586712"	"TARA_B110001467"	"TARA_163"	"SRF"	"polar"	0.22	3	"2013-06-09T07:39:00"	76.1825	1.3918	5	"[AO] Arctic Ocean (MRGID:1906)"	1.899612	363.000813	12.741825	NA	34.888656	0.38918	2.258868	NA	NA	27.890469	0.290483	84.13911	4.980653	4.18531	NA	0.014557052	111	0.058176	0.101	91	2.7725	996	25	0.000874157	14	-0.007624	3.277778	27.890469	2.258868
"ERR3586713"	"TARA_B110000200"	"TARA_163"	"MES"	"polar"	0.22	3	"2013-06-10T08:38:00"	76.1246	1.3648	499	"[AO] Arctic Ocean (MRGID:1906)"	0.099535	315.37205	-0.0102	NA	34.94578	1.1058	2.250862	NA	NA	28.05824	NA	0.000227	13.010683	NA	NA	0.014557052	NA	0.058176	NA	104	NA	607	573	0.000874157	584	-0.007624	3.277778	28.05824	2.250862
"ERR3586714"	"TARA_B110000857"	"TARA_208"	"SRF"	"polar"	0.22	3	"2013-10-20T10:34:00"	69.1136	-51.5086	5	"[AO] Arctic Ocean (MRGID:1906)"	3.1965	303.326	0.3732	0.08585	32.99175	1.5239	2.6962	0.0221	0.01	26.265	0.312072	2.751917	1.791002	0.819597	0.0072	0.020453628	141	0	0.1665	316	1.916	342	112	0.000453137	13	-0.016382	0	26.265	2.6962
"ERR3586715"	"TARA_B110001444"	"TARA_158"	"SRF"	"polar"	0.22	3	"2013-06-03T07:31:00"	67.141	0.2355	5	"[AO] Arctic Ocean (MRGID:1906)"	8.47447	311.7827	2.3802	0.1674	35.145165	0.2687	1.888199	0.02345	0.00185	27.314165	0.356899	207.933573	5.218798	4.012069	0	0.023701385	11	0.121118	0.13475	451	5.1155	1033	5	0.000599484	13	0.189385	0	27.314165	1.888199
"ERR3586716"	"TARA_B110001446"	"TARA_158"	"DCM"	"polar"	0.22	3	"2013-06-03T15:27:00"	67.161	0.3964	25	"[AO] Arctic Ocean (MRGID:1906)"	6.73489	304.0473	1.164637	0.0482	35.15072	1.4377	1.946281	0.0165	0	27.572895	0.709183	30.74362	8.063879	4.95809	0.0021	0.023701385	10	0.121118	0.309	46	11.784	519	7	0.000599484	14	0.189385	0	27.572895	1.946281
"ERR3586717"	"TARA_B110001467"	"TARA_163"	"SRF"	"polar"	0.22	3	"2013-06-09T07:39:00"	76.1825	1.3918	5	"[AO] Arctic Ocean (MRGID:1906)"	1.899612	363.000813	12.741825	NA	34.888656	0.38918	2.258868	NA	NA	27.890469	0.290483	84.13911	4.980653	4.18531	NA	0.014557052	111	0.058176	0.101	91	2.7725	996	25	0.000874157	14	-0.007624	3.277778	27.890469	2.258868
"ERR3586718"	"TARA_B110000044"	"TARA_168"	"DCM"	"polar"	0.22	3	"2013-07-01T12:34:00"	72.5432	44.102	40	"[AO] Arctic Ocean (MRGID:1906)"	3.824545	326.3609	2.19375	0.1971	34.975345	0.92917	2.454789	0	0.0103	27.784685	0.098435	2.474629	0	1.135333	0.0094	0.006979311	19	0.011037	0.063	245	0.821	103	35	0.000430005	36	-0.011538	1.222222	27.784685	2.454789
"ERR3586719"	"TARA_B110000085"	"TARA_173"	"DCM"	"polar"	0.22	3	"2013-07-08T11:00:00"	78.9354	79.0604	35	"[AO] Arctic Ocean (MRGID:1906)"	-1.29785	348.000625	5.95725	1.3839	34.4561	0.84307	3.166069	0	0.0542	27.72345	0.209065	2.853256	4.427788	0.231772	0.0037	0.004081616	15	0	0.026	47	1.709	46	19	0.001215531	14	NA	4.833333	27.72345	3.166069
"ERR3586720"	"TARA_B110000110"	"TARA_175"	"SRF"	"polar"	0.22	3	"2013-07-10T03:58:00"	79.2233	66.3435	5	"[AO] Arctic Ocean (MRGID:1906)"	1.365705	369.289812	1.455	0.21605	34.264755	1.0604	2.134432	0.01385	0.0054	27.429195	0.063634	79.822933	2.150477	0.523062	0.01165	0.000589373	374	0	0.001	322	0.3685	377	34	0.00109338	13	NA	0	27.429195	2.134432
"ERR3586721"	"TARA_B110000204"	"TARA_178"	"SRF"	"polar"	0.22	3	"2013-07-15T02:11:00"	77.1604	73.2057	5	"[AO] Arctic Ocean (MRGID:1906)"	1.325833	348.196667	0.03525	0.023975	34.142392	3.0358	2.15788	0.00305	0	27.333308	0.047034	174.469782	NA	0.244154	0.0034	0.003428314	16	0	0.008333	310	0.278	NA	25	0.001328503	28	-0.040917	0	27.333308	2.15788
"ERR3586722"	"TARA_B110000501"	"TARA_180"	"SRF"	"polar"	0.22	3	"2013-07-18T02:04:00"	74.8023	76.1478	5	"[AO] Arctic Ocean (MRGID:1906)"	2.507887	357.164917	0.422625	0.085767	22.980169	NA	19.191431	0.003333	0.006183	18.339325	0.238302	63.66473	NA	11.775524	0.005267	0.003474399	11	0	0.014667	34	0.247333	NA	5	0.001387656	23	0.010402	3.777778	18.339325	19.191431
"ERR3586723"	"TARA_B110000206"	"TARA_180"	"DCM"	"polar"	0.22	3	"2013-07-18T08:27:00"	74.8283	76.2096	30	"[AO] Arctic Ocean (MRGID:1906)"	-1.533492	356.223917	0.5808	0.6226	33.646092	NA	6.974842	0	0.0112	27.072625	0.482771	3.869806	NA	8.877352	0	0.003474399	11	0	0.075667	34	2.080833	NA	5	0.001387656	23	0.010402	3.777778	27.072625	6.974842
"ERR3586724"	"TARA_B110000233"	"TARA_188"	"SRF"	"polar"	0.22	3	"2013-08-15T00:30:00"	78.2518	91.8557	5	"[AO] Arctic Ocean (MRGID:1906)"	-1.649738	388.303875	2.2128	1.68195	32.950844	2.8604	2.853854	0	0.2274	26.511331	0.216027	82.927971	NA	0.465648	0.0316	0.002257904	27	0	0.074	27	0.513	NA	20	0.001304139	14	-0.072783	0	26.511331	2.853854
"ERR3586725"	"TARA_B110000235"	"TARA_188"	"DCM"	"polar"	0.22	3	"2013-08-15T07:54:00"	78.3555	91.6084	17	"[AO] Arctic Ocean (MRGID:1906)"	-1.647244	373.061	2.6546	1.7308	33.436706	2.8604	2.982844	0	0.1738	26.906337	0.307592	13.783597	NA	0.851791	0.0164	0.002257904	27	0	0.124	27	1.227	NA	20	0.001304139	14	-0.072783	0	26.906337	2.982844
"ERR3586726"	"TARA_B110000253"	"TARA_189"	"SRF"	"polar"	0.22	3	"2013-08-27T01:53:00"	77.9028	117.1545	5	"[AO] Arctic Ocean (MRGID:1906)"	0.10149	363.6485	0.60864	NA	28.82053	NA	5.496034	NA	NA	23.11621	NA	36.980174	NA	NA	NA	0.000620584	150	0	NA	1010	NA	NA	6	0.001270051	13	NA	0	23.11621	5.496034
"ERR3586727"	"TARA_B110000255"	"TARA_189"	"DCM"	"polar"	0.22	3	"2013-08-27T11:40:00"	77.9668	116.6556	20	"[AO] Arctic Ocean (MRGID:1906)"	-0.607125	371.05845	1.5105	NA	32.726735	0.68124	4.162668	NA	NA	26.29815	NA	5.979815	NA	NA	NA	0.000620584	499	0	NA	618	NA	NA	5	0.001270051	13	NA	0	26.29815	4.162668
"ERR3586728"	"TARA_B110000303"	"TARA_196"	"SRF"	"polar"	0.22	3	"2013-09-14T17:30:00"	71.8895	-154.9101	5	"[AO] Arctic Ocean (MRGID:1906)"	2.5694	336.04075	0.9741	0.22775	28.60925	1.3129	4.533623	0.00885	0.00425	22.8182	0.430504	30.661175	1.604622	2.822912	0.02025	0.0284539	14	0	0.0865	173	0.4235	43	21	0.000241071	27	NA	0	22.8182	4.533623
"ERR3586729"	"TARA_B110000481"	"TARA_206"	"SRF"	"polar"	0.22	3	"2013-10-12T11:09:00"	70.9574	-53.5989	5	"[AO] Arctic Ocean (MRGID:1906)"	1.445315	328.54665	1.25556	0.1842	32.08329	NA	2.515363	0.0607	0.0084	25.673125	0.220883	25.803359	3.615087	1.04231	0.02145	0.022793755	231	0	0.128	249	1.24175	55	58	0.000494336	13	NA	0	25.673125	2.515363
"ERR3586730"	"TARA_B110000457"	"TARA_209"	"SRF"	"polar"	0.22	3	"2013-10-23T10:25:00"	64.7127	-53.0106	5	"[AO] Arctic Ocean (MRGID:1906)"	2.496125	323.901563	1.325775	NA	32.603119	3.0908	2.723684	NA	NA	26.011175	NA	6.417754	6.131005	NA	NA	0.029433576	17	0	NA	498	NA	498	94	0.000488831	15	-0.050291	5.666667	26.011175	2.723684
