sample_id,sumTPM
ERR1001626,271.761
ERR1001627,270.565
ERR1328122,268.698
ERR1328123,249.742
ERR1328124,243.298
ERR1328125,275.318
ERR1336911,210.934
ERR1336912,161.511
ERR3562601,499.246
ERR3586677,38.688
ERR3586678,238.496
ERR3586679,316.053
ERR3586680,340.424
ERR3586681,3.283
ERR3586682,186.243
ERR3586683,190.48
ERR3586684,383.406
ERR3586685,363.582
ERR3586686,203.522
ERR3586687,505.84
ERR3586688,365.762
ERR3586689,448.977
ERR3586690,40.287
ERR3586691,424.117
ERR3586692,25.657
ERR3586693,225.809
ERR3586694,406.963
ERR3586695,425.772
ERR3586696,420.785
ERR3586697,341.138
ERR3586698,323.668
ERR3586699,190.152
ERR3586700,376.846
ERR3586701,230.414
ERR3586702,479.069
ERR3586703,395.91
ERR3586704,391.054
ERR3586705,265.257
ERR3586706,317.329
ERR3586707,350.574
ERR3586708,330.521
ERR3586709,352.018
ERR3586710,250.045
ERR3586711,373.539
ERR3586712,29.474
ERR3586713,5.761
ERR3586714,225.82
ERR3586715,363.498
ERR3586716,387.926
ERR3586717,56.628
ERR3586718,435.822
ERR3586719,355.533
ERR3586720,376.289
ERR3586721,414.729
ERR3586722,400.386
ERR3586723,231.397
ERR3586724,314.805
ERR3586725,360.369
ERR3586726,313.717
ERR3586727,351.444
ERR3586728,360.809
ERR3586729,371.36
ERR3586730,451.441
ERR3586731,330.869
ERR3586732,379.551
ERR3586733,30.885
ERR3586734,431.95
ERR3586735,24.13
ERR3586736,186.347
ERR3586737,402.537
ERR3586738,84.991
ERR3586739,303.374
ERR3586740,497.411
ERR3586741,5.036
ERR3586742,238.839
ERR3586743,320.582
ERR3586744,390.892
ERR3586745,420.131
ERR3586746,525.518
ERR3586747,8.576
ERR3586748,428
ERR3586749,330.4
ERR3586750,343.838
ERR3586751,351.463
ERR3586752,227.744
ERR3586753,230.716
ERR3586754,229.031
ERR3586755,233.713
ERR3586756,375.464
ERR3586757,383.571
ERR3586758,383.813
ERR3586759,402.141
ERR3586760,237.636
ERR3586761,238.568
ERR3586762,256.722
ERR3586763,234.25
ERR3586764,285.532
ERR3586765,289.182
ERR3586766,301.015
ERR3586767,288.384
ERR3586768,288.857
ERR3586769,279.507
ERR3586770,286.287
ERR3586771,286.079
ERR3586772,0.857
ERR3586773,1.338
ERR3586774,2.314
ERR3586775,2.059
ERR3586776,304.935
ERR3586777,291.71
ERR3586778,301.672
ERR3586779,311.029
ERR3586780,324.189
ERR3586781,324.481
ERR3586782,329.232
ERR3586783,325.114
ERR3586784,320.205
ERR3586785,27.583
ERR3586786,30.646
ERR3586787,35.707
ERR3586788,29.003
ERR3586789,326.877
ERR3586790,341.579
ERR3586791,329.12
ERR3586792,330.098
ERR3586793,447.747
ERR3586794,440.808
ERR3586795,445.109
ERR3586796,417.05
ERR3586797,306.853
ERR3586798,325.985
ERR3586799,306.866
ERR3586800,309.908
ERR3586801,372.029
ERR3586802,379.713
ERR3586803,365.34
ERR3586804,371.34
ERR3586805,386.812
ERR3586806,403.706
ERR3586807,396.079
ERR3586808,393.42
ERR3586809,402.335
ERR3586810,397.903
ERR3586811,385.347
ERR3586812,379.286
ERR3586813,353.625
ERR3586814,351.613
ERR3586815,349.771
ERR3586816,341.952
ERR3586817,366.497
ERR3586818,376.27
ERR3586819,364.841
ERR3586820,374.135
ERR3586821,310.526
ERR3586822,310.182
ERR3586823,308.321
ERR3586824,321.844
ERR3586825,357.898
ERR3586826,330.64
ERR3586827,295.514
ERR3586828,343.237
ERR3586829,108.686
ERR3586830,171.467
ERR3586831,162.674
ERR3586832,154.149
ERR3586834,517.812
ERR3586835,509.345
ERR3586836,512.947
ERR3586837,511.327
ERR3586838,515.233
ERR3586839,520.091
ERR3586840,290.676
ERR3586841,308.765
ERR3586842,282.192
ERR3586843,265.255
ERR3586844,287.535
ERR3586845,273.273
ERR3586846,368.732
ERR3586847,361.883
ERR3586848,347.568
ERR3586849,360.509
ERR3586850,377.038
ERR3586851,328.677
ERR3586852,396.431
ERR3586853,367.872
ERR3586854,375.996
ERR3586855,374.252
ERR3586856,365.819
ERR3586857,379.733
ERR3586858,287.896
ERR3586859,285.304
ERR3586860,279.253
ERR3586861,279.095
ERR3586862,281.962
ERR3586863,280.37
ERR3586864,286.675
ERR3586865,281.13
ERR3586866,87.783
ERR3586867,74.162
ERR3586868,112.658
ERR3586869,109.86
ERR3586870,116.468
ERR3586871,102.843
ERR3586872,89.88
ERR3586873,124.649
ERR3586890,327.964
ERR3586891,318.708
ERR3586892,343.963
ERR3586893,319.217
ERR3586894,286.673
ERR3586895,359.352
ERR3586896,257.975
ERR3586897,37.875
ERR3586898,301.712
ERR3586899,315.278
ERR3586900,366.582
ERR3586901,242.271
ERR3586902,310.071
ERR3586903,265.925
ERR3586904,252.838
ERR3586905,242.437
ERR3586906,242.285
ERR3586907,274.358
ERR3586908,252.897
ERR3586909,263.816
ERR3586910,270.428
ERR3586911,419.052
ERR3586912,407.647
ERR3586913,415.301
ERR3586914,400.163
ERR3586915,399.2
ERR3586916,401.813
ERR3586917,399.226
ERR3586918,397.404
ERR3586919,512.266
ERR3586920,512.113
ERR3586921,497.577
ERR3586922,500.19
ERR3586923,504.795
ERR3586924,499.929
ERR3586925,490.11
ERR3586926,509.008
ERR3586927,361.438
ERR3586928,372.948
ERR3586929,363.839
ERR3586930,370.893
ERR3586931,352.161
ERR3586932,375.738
ERR3586933,356.73
ERR3586934,365.284
ERR3586935,336.832
ERR3586936,265.386
ERR3586937,728.767
ERR3586938,318.887
ERR3586939,186.179
ERR3586940,609.426
ERR3586941,266.002
ERR3586942,8.305
ERR3586943,403.967
ERR3586944,330.822
ERR3586945,328.361
ERR3586946,324.968
ERR3586947,345.47
ERR3586948,327.386
ERR3586949,484.399
ERR3586950,561.125
ERR3586951,572.539
ERR3586952,424.07
ERR3586953,420.831
ERR3586954,340.138
ERR3586955,453.344
ERR3586956,371.176
ERR3586957,417.974
ERR3586958,289.34
ERR3586959,414.042
ERR3586960,308.19
ERR3586961,313.987
ERR3586962,247.942
ERR3586963,366.852
ERR3586967,548.394
ERR3586968,315.659
ERR3586969,687.295
ERR3586970,278.773
ERR3586971,275.683
ERR3586972,709.937
ERR3586973,309.348
ERR3586974,296.731
ERR3586975,317.608
ERR3586976,293.61
ERR3586977,447.982
ERR3586978,367.485
ERR3586979,299.059
ERR3586980,376.203
ERR3586981,499.4
ERR3586982,371.929
ERR3586983,323.797
ERR3586984,326.558
ERR3586985,367.229
ERR3586986,345.11
ERR3586987,216.434
ERR3586988,231.243
ERR3586989,350.827
ERR3586990,337.596
ERR3586991,355.467
ERR3586992,326.875
ERR3586993,271.41
ERR3586994,184.325
ERR3586995,711.578
ERR3586996,637.28
ERR3586997,333.568
ERR3586998,493.136
ERR3586999,559.761
ERR3587000,412.229
ERR3587001,396.707
ERR3587002,371.073
ERR3587003,341.929
ERR3587004,315.623
ERR3587005,299.695
ERR3587006,213.246
ERR3587007,445.631
ERR3587008,373.135
ERR3587009,119.468
ERR3587010,324.806
ERR3587011,411.936
ERR3587012,254.76
ERR3587013,303.247
ERR3587014,455.371
ERR3587015,497.363
ERR3587016,287.914
ERR3587017,196.554
ERR3587018,252.013
ERR3587019,327.853
ERR3587020,277.504
ERR3587021,384.808
ERR3587022,495.102
ERR3587023,364.564
ERR3587024,288.004
ERR3587025,6.952
ERR3587026,271.469
ERR3587027,313.862
ERR3587028,30.806
ERR3587029,0
ERR3587030,347.505
ERR3587031,305.158
