sample_id,sumTPM
ERR1001626,8.661
ERR1001627,10.496
ERR1328122,10.366
ERR1328123,9.703
ERR1328124,9.267
ERR1328125,10.814
ERR1336911,8.572
ERR1336912,6.811
ERR3562601,22.378
ERR3586677,0.609
ERR3586678,11.205
ERR3586679,11.8
ERR3586680,14.742
ERR3586681,0
ERR3586682,10.011
ERR3586683,5.731
ERR3586684,13.654
ERR3586685,19.869
ERR3586686,8.076
ERR3586687,23.971
ERR3586688,19.626
ERR3586689,21.349
ERR3586690,0.335
ERR3586691,16.504
ERR3586692,0
ERR3586693,7.979
ERR3586694,19.744
ERR3586695,13.575
ERR3586696,17.946
ERR3586697,11.676
ERR3586698,8.159
ERR3586699,5.039
ERR3586700,15.212
ERR3586701,5.768
ERR3586702,15.22
ERR3586703,19.604
ERR3586704,31.571
ERR3586705,10.919
ERR3586706,12.145
ERR3586707,15.494
ERR3586708,13.371
ERR3586709,12.721
ERR3586710,7.103
ERR3586711,12.716
ERR3586712,0.151
ERR3586713,0
ERR3586714,12.005
ERR3586715,13.673
ERR3586716,13.732
ERR3586717,0.688
ERR3586718,17.375
ERR3586719,11.602
ERR3586720,16.552
ERR3586721,21.121
ERR3586722,30.307
ERR3586723,8.588
ERR3586724,13.594
ERR3586725,18.765
ERR3586726,11.924
ERR3586727,14.499
ERR3586728,23.175
ERR3586729,20.225
ERR3586730,22.652
ERR3586731,13.045
ERR3586732,14.739
ERR3586733,0
ERR3586734,14.088
ERR3586735,0
ERR3586736,6.847
ERR3586737,20.121
ERR3586738,2.386
ERR3586739,6.585
ERR3586740,16.742
ERR3586741,0
ERR3586742,13.192
ERR3586743,15.032
ERR3586744,13.687
ERR3586745,16.324
ERR3586746,24
ERR3586747,0
ERR3586748,13.997
ERR3586749,11.004
ERR3586750,9.745
ERR3586751,11.909
ERR3586752,9.267
ERR3586753,11.201
ERR3586754,10.64
ERR3586755,10.889
ERR3586756,8.988
ERR3586757,11.809
ERR3586758,10.313
ERR3586759,10.301
ERR3586760,7.508
ERR3586761,8.001
ERR3586762,9.265
ERR3586763,8.903
ERR3586764,9.625
ERR3586765,9.958
ERR3586766,9.352
ERR3586767,10.54
ERR3586768,17.089
ERR3586769,15.03
ERR3586770,17.047
ERR3586771,17.652
ERR3586772,0
ERR3586773,0
ERR3586774,0.159
ERR3586775,0
ERR3586776,9.079
ERR3586777,9.615
ERR3586778,10.821
ERR3586779,9.867
ERR3586780,12.098
ERR3586781,12.359
ERR3586782,12.302
ERR3586783,13.713
ERR3586784,15.125
ERR3586785,1.139
ERR3586786,1.497
ERR3586787,0.819
ERR3586788,1.103
ERR3586789,10.253
ERR3586790,9.602
ERR3586791,10.232
ERR3586792,11.314
ERR3586793,18.039
ERR3586794,16.374
ERR3586795,18.54
ERR3586796,17.736
ERR3586797,13.931
ERR3586798,13.152
ERR3586799,13.68
ERR3586800,12.38
ERR3586801,136.485
ERR3586802,132.911
ERR3586803,136.213
ERR3586804,135.379
ERR3586805,77.246
ERR3586806,79.658
ERR3586807,81.683
ERR3586808,78.396
ERR3586809,118.041
ERR3586810,112.695
ERR3586811,113.06
ERR3586812,120.806
ERR3586813,54.726
ERR3586814,57.181
ERR3586815,53.714
ERR3586816,55.836
ERR3586817,16.768
ERR3586818,16.29
ERR3586819,15.963
ERR3586820,15.429
ERR3586821,10.42
ERR3586822,11.09
ERR3586823,11.176
ERR3586824,10.864
ERR3586825,15.123
ERR3586826,13.796
ERR3586827,10.524
ERR3586828,13.255
ERR3586829,6.21
ERR3586830,10.297
ERR3586831,11.438
ERR3586832,8.658
ERR3586834,15.341
ERR3586835,13.993
ERR3586836,14.186
ERR3586837,18.07
ERR3586838,12.386
ERR3586839,16.335
ERR3586840,14.361
ERR3586841,18.346
ERR3586842,16.828
ERR3586843,16.805
ERR3586844,15.201
ERR3586845,14.321
ERR3586846,33.272
ERR3586847,30.218
ERR3586848,40.919
ERR3586849,43.591
ERR3586850,36.246
ERR3586851,38.811
ERR3586852,21.924
ERR3586853,21.636
ERR3586854,21.548
ERR3586855,17.624
ERR3586856,20.861
ERR3586857,17.037
ERR3586858,11.794
ERR3586859,11.564
ERR3586860,11.84
ERR3586861,11.934
ERR3586862,13.443
ERR3586863,12.599
ERR3586864,12.123
ERR3586865,11.775
ERR3586866,6.807
ERR3586867,2.201
ERR3586868,5.054
ERR3586869,6.412
ERR3586870,5.367
ERR3586871,5.527
ERR3586872,4.87
ERR3586873,5.247
ERR3586890,9.851
ERR3586891,12.36
ERR3586892,10.855
