sample_id,sumTPM
ERR1001626,523.05
ERR1001627,482.778
ERR1328122,346.603
ERR1328123,504.977
ERR1328124,486.689
ERR1328125,347.152
ERR1336911,537.548
ERR1336912,455.139
ERR3562601,990.33
ERR3586677,70.609
ERR3586678,312.747
ERR3586679,476.276
ERR3586680,492.025
ERR3586681,14.918
ERR3586682,322.891
ERR3586683,252.221
ERR3586684,648.218
ERR3586685,612.371
ERR3586686,299.38
ERR3586687,762.876
ERR3586688,514.894
ERR3586689,569.469
ERR3586690,109.132
ERR3586691,554.601
ERR3586692,76.043
ERR3586693,317.5
ERR3586694,651.086
ERR3586695,917.825
ERR3586696,575.971
ERR3586697,592.947
ERR3586698,846.489
ERR3586699,294.866
ERR3586700,537.361
ERR3586701,335.767
ERR3586702,664.882
ERR3586703,612.212
ERR3586704,679.237
ERR3586705,425.099
ERR3586706,514.071
ERR3586707,529.177
ERR3586708,635.124
ERR3586709,641.998
ERR3586710,516.544
ERR3586711,448.809
ERR3586712,82.413
ERR3586713,19.703
ERR3586714,301.336
ERR3586715,705.364
ERR3586716,444.371
ERR3586717,129.255
ERR3586718,611.962
ERR3586719,538.689
ERR3586720,555.944
ERR3586721,583.936
ERR3586722,676.383
ERR3586723,386.965
ERR3586724,506.685
ERR3586725,533.695
ERR3586726,463.726
ERR3586727,502.855
ERR3586728,640.013
ERR3586729,540.444
ERR3586730,581.597
ERR3586731,626.844
ERR3586732,651.484
ERR3586733,88.485
ERR3586734,588.601
ERR3586735,86.016
ERR3586736,304.419
ERR3586737,640.973
ERR3586738,133.511
ERR3586739,445.412
ERR3586740,666.355
ERR3586741,9.763
ERR3586742,398.868
ERR3586743,501.714
ERR3586744,633.795
ERR3586745,600.084
ERR3586746,828.417
ERR3586747,25.267
ERR3586748,918.27
ERR3586749,560.801
ERR3586750,848.883
ERR3586751,650.936
ERR3586752,462.393
ERR3586753,500.557
ERR3586754,482.93
ERR3586755,498.095
ERR3586756,733.752
ERR3586757,723.704
ERR3586758,754.578
ERR3586759,748.915
ERR3586760,465.354
ERR3586761,461.524
ERR3586762,481.42
ERR3586763,479.814
ERR3586764,641.335
ERR3586765,655.381
ERR3586766,647.442
ERR3586767,677.877
ERR3586768,548.074
ERR3586769,553.843
ERR3586770,552.862
ERR3586771,551.756
ERR3586772,3.463
ERR3586773,1.312
ERR3586774,3.404
ERR3586775,2.638
ERR3586776,771.267
ERR3586777,785.354
ERR3586778,805.252
ERR3586779,773.801
ERR3586780,578.449
ERR3586781,606.134
ERR3586782,561.872
ERR3586783,581.375
ERR3586784,499.721
ERR3586785,212.984
ERR3586786,219.957
ERR3586787,234.571
ERR3586788,227.497
ERR3586789,546.722
ERR3586790,545.762
ERR3586791,556.032
ERR3586792,550.815
ERR3586793,671.199
ERR3586794,702.962
ERR3586795,724.806
ERR3586796,707.697
ERR3586797,564.434
ERR3586798,521.799
ERR3586799,561.68
ERR3586800,564.268
ERR3586801,783.483
ERR3586802,757.519
ERR3586803,735.717
ERR3586804,756.256
ERR3586805,632.232
ERR3586806,620.488
ERR3586807,623.377
ERR3586808,643.106
ERR3586809,686.743
ERR3586810,697.562
ERR3586811,665.543
ERR3586812,663.259
ERR3586813,518.887
ERR3586814,497.51
ERR3586815,531.973
ERR3586816,502.584
ERR3586817,1005.63
ERR3586818,1003.57
ERR3586819,1021.05
ERR3586820,978.035
ERR3586821,526.096
ERR3586822,553.492
ERR3586823,552.19
ERR3586824,535.801
ERR3586825,709.76
ERR3586826,658.852
ERR3586827,607.921
ERR3586828,682.381
ERR3586829,208.32
ERR3586830,287.315
ERR3586831,300.176
ERR3586832,274.065
ERR3586834,789.599
ERR3586835,813.897
ERR3586836,821.693
ERR3586837,814.554
ERR3586838,774.929
ERR3586839,791.801
ERR3586840,598.416
ERR3586841,548.725
ERR3586842,605.552
ERR3586843,541.2
ERR3586844,549.98
ERR3586845,529.848
ERR3586846,1080.19
ERR3586847,1000.95
ERR3586848,954.873
ERR3586849,1037.65
ERR3586850,1018.46
ERR3586851,1038.74
ERR3586852,765.286
ERR3586853,833.493
ERR3586854,798.312
ERR3586855,774.143
ERR3586856,783.45
ERR3586857,735.244
ERR3586858,493.464
ERR3586859,462.482
ERR3586860,454.088
ERR3586861,477.014
ERR3586862,485.31
ERR3586863,471.086
ERR3586864,465.06
ERR3586865,478.035
ERR3586866,364.232
ERR3586867,363.025
ERR3586868,380.296
ERR3586869,503.005
ERR3586870,467.041
ERR3586871,437.899
ERR3586872,366.858
ERR3586873,446.185
ERR3586890,494.033
ERR3586891,555.459
ERR3586892,489.604
ERR3586893,650.042
ERR3586894,494.448
ERR3586895,562.551
ERR3586896,501.076
ERR3586897,85.395
ERR3586898,535.462
ERR3586899,548.483
ERR3586900,665.116
ERR3586901,666.015
ERR3586902,647.981
ERR3586903,423.39
ERR3586904,369.575
ERR3586905,439.227
ERR3586906,406.771
ERR3586907,419.917
ERR3586908,409.33
ERR3586909,437.679
ERR3586910,442.938
ERR3586911,570.722
ERR3586912,591.652
ERR3586913,557.083
ERR3586914,589.746
ERR3586915,563.158
ERR3586916,590.427
ERR3586917,570.878
ERR3586918,572.571
ERR3586919,838.162
ERR3586920,816.506
ERR3586921,823.718
ERR3586922,789.351
ERR3586923,791.072
ERR3586924,819.426
ERR3586925,816.071
ERR3586926,794.853
ERR3586927,692.799
ERR3586928,685.184
ERR3586929,683.342
ERR3586930,709.171
ERR3586931,628.833
ERR3586932,657.545
ERR3586933,675.892
ERR3586934,711.589
ERR3586935,472.264
ERR3586936,489.686
ERR3586937,903.59
ERR3586938,586.294
ERR3586939,457.193
ERR3586940,651.907
ERR3586941,441.882
ERR3586942,49.531
ERR3586943,843.243
ERR3586944,601.466
ERR3586945,626.512
ERR3586946,701.059
ERR3586947,733.221
ERR3586948,564.76
ERR3586949,580.027
ERR3586950,666.389
ERR3586951,730.315
ERR3586952,585.297
ERR3586953,668.025
ERR3586954,640.883
ERR3586955,715.727
ERR3586956,679.906
ERR3586957,631.293
ERR3586958,825.801
ERR3586959,665.748
ERR3586960,611.065
ERR3586961,666.946
ERR3586962,483.911
ERR3586963,687.642
ERR3586967,776.848
ERR3586968,645.926
ERR3586969,531.097
ERR3586970,554.034
ERR3586971,556.936
ERR3586972,881.804
ERR3586973,652.877
ERR3586974,642.78
ERR3586975,544.377
ERR3586976,776.834
ERR3586977,563.112
ERR3586978,624.304
ERR3586979,653.36
ERR3586980,720.918
ERR3586981,726.723
ERR3586982,945.086
ERR3586983,485.906
ERR3586984,496.376
ERR3586985,1594.48
ERR3586986,620.281
ERR3586987,478.062
ERR3586988,698.172
ERR3586989,594.976
ERR3586990,463.133
ERR3586991,869.177
ERR3586992,494.393
ERR3586993,485.893
ERR3586994,517.481
ERR3586995,969.617
ERR3586996,624.284
ERR3586997,523.625
ERR3586998,592.541
ERR3586999,640.848
ERR3587000,623.6
ERR3587001,746.38
ERR3587002,509.712
ERR3587003,562.021
ERR3587004,554.363
ERR3587005,880.638
ERR3587006,418.94
ERR3587007,748.019
ERR3587008,696.945
ERR3587009,411.678
ERR3587010,652.754
ERR3587011,768.791
ERR3587012,536.669
ERR3587013,670.4
ERR3587014,733.483
ERR3587015,825.855
ERR3587016,571.516
ERR3587017,565.923
ERR3587018,406.714
ERR3587019,564.556
ERR3587020,626.448
ERR3587021,580.922
ERR3587022,798.449
ERR3587023,700.427
ERR3587024,547.011
ERR3587025,20.222
ERR3587026,483.748
ERR3587027,821.873
ERR3587028,131.578
ERR3587029,0.376
ERR3587030,609.923
ERR3587031,465.767
ERR3587035,449.647
ERR3587037,512.411
ERR3587038,511.711
ERR3587039,874.589
ERR3587040,1044.35
ERR3587041,576.241
ERR3587042,432.702
ERR3587043,607.081
ERR3587044,437.906
ERR3587045,5.842
ERR3587046,805.52
ERR3587047,624.664
ERR3587048,600.675
ERR3587049,732.784
ERR3587050,740.748
ERR3587051,586.448
ERR3587052,531.439
ERR3587053,573.338
ERR3587054,635.644
ERR3587055,715.981
ERR3587056,582.176
ERR3587057,699.281
ERR3587058,660.511
ERR3587059,774.115
ERR3587060,672.875
ERR3587061,636.994
ERR3587062,525.321
ERR3587063,549.18
ERR3587064,521.13
ERR3587065,431.75
ERR3587066,322.444
ERR3587067,455.823
ERR3587068,488.23
ERR3587069,0
ERR3587070,669.031
ERR3587071,596.89
ERR3587072,697.744
ERR3587073,605.557
ERR3587074,605.574
ERR3587075,519.059
ERR3587076,547.273
ERR3587077,813.818
ERR3587078,1444.51
ERR3587079,621.171
ERR3587080,590.166
ERR3587081,650.338
ERR3587082,575.918
ERR3587083,462.631
ERR3587084,661.657
ERR3587085,554.47
ERR3587086,457.386
ERR3587087,694.118
ERR3587090,782.247
ERR3587091,642.343
ERR3587092,536.864
ERR3587093,547.677
ERR3587094,537.085
ERR3587095,595.942
ERR3587096,624.489
ERR3587097,524.399
ERR3587098,760.642
ERR3587099,549.34
ERR3587100,596.815
ERR3587101,662.156
ERR3587102,743.491
ERR3587103,779.028
ERR3587104,490.828
ERR3587105,497.525
ERR3587106,336.314
ERR3587107,174.055
ERR3587108,333.644
ERR3587109,18.841
ERR3587110,279.756
ERR3587111,403.293
ERR3587112,692.575
ERR3587113,0
ERR3587114,259.363
ERR3587115,8.278
ERR3587116,686.332
ERR3587117,356.807
ERR3587118,188.623
ERR3587119,595.013
ERR3587120,784.183
ERR3587121,412.811
ERR3587122,15.388
ERR3587123,484.44
ERR3587124,625.628
ERR3587125,211.018
ERR3587126,0
ERR3587127,66.549
ERR3587128,497.619
ERR3587129,128.764
ERR3587130,377.065
ERR3587131,544.873
ERR3587132,433.547
ERR3587133,566.352
ERR3587134,518.403
ERR3587135,473.688
ERR3587136,289.517
ERR3587137,320.744
ERR3587138,469.308
ERR3587139,400.87
ERR3587140,495.129
ERR3587141,105.101
ERR3587142,318.127
ERR3587143,500.966
ERR3587144,235.381
ERR3587145,0.536
ERR3587146,415.426
ERR3587147,351.724
ERR3587148,531.246
ERR3587149,557.545
ERR3587150,417.597
ERR3587151,251.499
ERR3587154,395.29
ERR3587155,412.863
ERR3587156,435.095
ERR3587157,54.076
ERR3587158,178.117
ERR3587159,58.122
ERR3587160,0
ERR3587161,81.062
ERR3587162,10.554
ERR3587163,0.16
ERR3587164,110.753
ERR3587165,527.908
ERR3587166,4.071
ERR3587167,306.54
ERR3587168,227.554
ERR3587169,537.54
ERR3587170,260.405
ERR3587171,630.903
ERR3587172,27.954
ERR3587173,489.206
ERR3587174,79.802
ERR3587175,667.352
ERR3587176,0
ERR3587177,138.625
ERR3587178,628.249
ERR3587179,207.099
ERR3587180,25.143
ERR3587181,349.583
ERR3587182,254.115
ERR3587183,7.336
ERR3587184,101.927
ERR3587185,163.687
ERR3587186,165.885
ERR3587187,522.502
ERR3587188,776.776
ERR3587189,7.916
ERR3587190,446.781
ERR3587191,462.657
ERR3587192,400.147
ERR3587193,480.882
ERR3587194,514.573
ERR3587195,342.382
ERR3587196,269.693
