sample_id,sumTPM
ERR1001626,13.867
ERR1001627,17.767
ERR1328122,9.029
ERR1328123,17.816
ERR1328124,18.832
ERR1328125,10.949
ERR1336911,6.983
ERR1336912,3.721
ERR3562601,11.03
ERR3586677,1.168
ERR3586678,10.53
ERR3586679,19.031
ERR3586680,14.634
ERR3586681,0
ERR3586682,12.833
ERR3586683,9.277
ERR3586684,18.581
ERR3586685,26.326
ERR3586686,8.432
ERR3586687,40.889
ERR3586688,22.845
ERR3586689,20.589
ERR3586690,7.521
ERR3586691,23.835
ERR3586692,0.996
ERR3586693,14.951
ERR3586694,60.175
ERR3586695,16.409
ERR3586696,18.43
ERR3586697,14.802
ERR3586698,34.146
ERR3586699,8.882
ERR3586700,42.535
ERR3586701,15.474
ERR3586702,39.093
ERR3586703,56.303
ERR3586704,24.196
ERR3586705,16.807
ERR3586706,27.06
ERR3586707,18.065
ERR3586708,16.876
ERR3586709,26.182
ERR3586710,11.511
ERR3586711,21.736
ERR3586712,0.43
ERR3586713,0
ERR3586714,12.214
ERR3586715,17.644
ERR3586716,22.718
ERR3586717,1.957
ERR3586718,21.979
ERR3586719,16.224
ERR3586720,42.479
ERR3586721,58.498
ERR3586722,20.61
ERR3586723,17.526
ERR3586724,26.944
ERR3586725,14.372
ERR3586726,15.71
ERR3586727,14.453
ERR3586728,24.981
ERR3586729,22.843
ERR3586730,20.903
ERR3586731,21.065
ERR3586732,27.419
ERR3586733,6.299
ERR3586734,27.173
ERR3586735,2.619
ERR3586736,11.052
ERR3586737,59.157
ERR3586738,0
ERR3586739,29.706
ERR3586740,40.366
ERR3586741,0
ERR3586742,14.12
ERR3586743,16.411
ERR3586744,19.44
ERR3586745,29.877
ERR3586746,40.473
ERR3586747,0
ERR3586748,17.843
ERR3586749,15.912
ERR3586750,46.496
ERR3586751,21.489
ERR3586752,17.455
ERR3586753,18.645
ERR3586754,20.974
ERR3586755,18.917
ERR3586756,15.857
ERR3586757,16.752
ERR3586758,13.866
ERR3586759,17.001
ERR3586760,11.073
ERR3586761,17.485
ERR3586762,11.246
ERR3586763,11.368
ERR3586764,10.996
ERR3586765,16.068
ERR3586766,13.905
ERR3586767,13.012
ERR3586768,19.781
ERR3586769,21.933
ERR3586770,26.89
ERR3586771,20.549
ERR3586772,0
ERR3586773,0
ERR3586774,0
ERR3586775,0
ERR3586776,20.857
ERR3586777,16.622
ERR3586778,26.58
ERR3586779,18.025
ERR3586780,15.243
ERR3586781,15.658
ERR3586782,15.472
ERR3586783,16.444
ERR3586784,17.759
ERR3586785,0.637
ERR3586786,0.671
ERR3586787,1.029
ERR3586788,0.669
ERR3586789,20.191
ERR3586790,27.835
ERR3586791,28.853
ERR3586792,23.607
ERR3586793,21.774
ERR3586794,24.931
ERR3586795,25.815
ERR3586796,28.061
ERR3586797,14.753
ERR3586798,9.745
ERR3586799,9.511
ERR3586800,18.728
ERR3586801,17.047
ERR3586802,18.757
ERR3586803,15.88
ERR3586804,17.651
ERR3586805,27.51
ERR3586806,27.119
ERR3586807,25.464
ERR3586808,30.398
ERR3586809,23.878
ERR3586810,31.198
ERR3586811,27.892
ERR3586812,24.629
ERR3586813,20.067
ERR3586814,19.296
ERR3586815,19.737
ERR3586816,21.003
ERR3586817,16.266
ERR3586818,22.863
ERR3586819,16.436
ERR3586820,17.129
ERR3586821,25.515
ERR3586822,26.288
ERR3586823,27.647
ERR3586824,31.889
ERR3586825,22.72
ERR3586826,17.544
ERR3586827,16.845
ERR3586828,20.382
ERR3586829,2.186
ERR3586830,4.328
ERR3586831,5.761
ERR3586832,3.524
ERR3586834,15.958
ERR3586835,15.182
ERR3586836,19.595
ERR3586837,21.579
ERR3586838,20.73
ERR3586839,19.796
ERR3586840,26.251
ERR3586841,20.989
ERR3586842,20.959
ERR3586843,20.306
ERR3586844,23.625
ERR3586845,22.002
ERR3586846,303.789
ERR3586847,243.561
ERR3586848,289.488
ERR3586849,277.082
ERR3586850,300.449
ERR3586851,282.147
ERR3586852,26.138
ERR3586853,13.085
ERR3586854,22.286
ERR3586855,27.275
ERR3586856,27.737
ERR3586857,22.033
ERR3586858,23.517
ERR3586859,25.215
ERR3586860,17.477
ERR3586861,24.602
ERR3586862,27.424
ERR3586863,24.827
ERR3586864,23.906
ERR3586865,18.491
ERR3586866,0.655
ERR3586867,1.35
ERR3586868,0.646
ERR3586869,2.249
ERR3586870,2.01
ERR3586871,0.684
ERR3586872,3.046
ERR3586873,2.331
ERR3586890,12.704
ERR3586891,17.128
ERR3586892,18.867
ERR3586893,24.16
ERR3586894,24.703
ERR3586895,10.483
ERR3586896,14.865
ERR3586897,1.623
ERR3586898,15.428
ERR3586899,27.612
ERR3586900,20.304
ERR3586901,4.216
ERR3586902,9.091
ERR3586903,16.339
ERR3586904,16.689
ERR3586905,31.808
ERR3586906,22.255
ERR3586907,29.684
ERR3586908,24.216
ERR3586909,22.922
ERR3586910,27.204
ERR3586911,28.452
ERR3586912,23.037
ERR3586913,26.98
ERR3586914,26.472
ERR3586915,29.751
ERR3586916,26.404
ERR3586917,30.894
ERR3586918,24.5
ERR3586919,23.065
ERR3586920,23.5
ERR3586921,26.812
ERR3586922,27.226
ERR3586923,27.009
ERR3586924,28.197
ERR3586925,26.758
ERR3586926,24.651
ERR3586927,27.257
ERR3586928,28.875
ERR3586929,25.936
ERR3586930,27.838
ERR3586931,24.93
ERR3586932,24.617
ERR3586933,27.48
ERR3586934,27.464
ERR3586935,17.818
ERR3586936,23.801
ERR3586937,20.999
ERR3586938,22.248
ERR3586939,12.217
