sample_id,sumTPM
ERR1001626,288.625
ERR1001627,338.056
ERR1328122,528.973
ERR1328123,294.507
ERR1328124,273.793
ERR1328125,533.005
ERR1336911,177.383
ERR1336912,159.787
ERR3562601,262.137
ERR3586677,252.487
ERR3586678,343.151
ERR3586679,336.745
ERR3586680,410.538
ERR3586681,71.276
ERR3586682,280.102
ERR3586683,236.054
ERR3586684,324.539
ERR3586685,412.466
ERR3586686,232.333
ERR3586687,340.723
ERR3586688,370.425
ERR3586689,531.183
ERR3586690,192.485
ERR3586691,378.483
ERR3586692,212.956
ERR3586693,307.989
ERR3586694,271.253
ERR3586695,444.987
ERR3586696,435.087
ERR3586697,411.751
ERR3586698,296.258
ERR3586699,317.785
ERR3586700,417.403
ERR3586701,343.912
ERR3586702,370.591
ERR3586703,412.763
ERR3586704,345.176
ERR3586705,266.48
ERR3586706,491.061
ERR3586707,498.776
ERR3586708,518.064
ERR3586709,481.86
ERR3586710,412.658
ERR3586711,440.522
ERR3586712,169.536
ERR3586713,85.743
ERR3586714,364.977
ERR3586715,409.841
ERR3586716,456.355
ERR3586717,201.42
ERR3586718,444.834
ERR3586719,349.415
ERR3586720,433.605
ERR3586721,401.507
ERR3586722,357.252
ERR3586723,253.179
ERR3586724,468.513
ERR3586725,486.135
ERR3586726,337.815
ERR3586727,411.554
ERR3586728,415.817
ERR3586729,367.909
ERR3586730,531.556
ERR3586731,508.017
ERR3586732,459.914
ERR3586733,179.147
ERR3586734,386.867
ERR3586735,208.286
ERR3586736,295.04
ERR3586737,272.267
ERR3586738,277.255
ERR3586739,347.505
ERR3586740,380.269
ERR3586741,78.722
ERR3586742,294.197
ERR3586743,345.982
ERR3586744,326.22
ERR3586745,299.28
ERR3586746,332.14
ERR3586747,112.679
ERR3586748,450.714
ERR3586749,415.075
ERR3586750,308.678
ERR3586751,328.306
ERR3586752,246.493
ERR3586753,253.444
ERR3586754,241.289
ERR3586755,233.133
ERR3586756,343.653
ERR3586757,360.601
ERR3586758,367.344
ERR3586759,349.862
ERR3586760,198.732
ERR3586761,211.286
ERR3586762,206.923
ERR3586763,203.85
ERR3586764,243.686
ERR3586765,254.603
ERR3586766,260.684
ERR3586767,248.075
ERR3586768,205.373
ERR3586769,209.601
ERR3586770,208.005
ERR3586771,206.816
ERR3586772,17.027
ERR3586773,16.746
ERR3586774,19.376
ERR3586775,19.964
ERR3586776,260.598
ERR3586777,264.197
ERR3586778,267.584
ERR3586779,254.206
ERR3586780,437.094
ERR3586781,445.08
ERR3586782,442.784
ERR3586783,434.405
ERR3586784,410.126
ERR3586785,110.913
ERR3586786,126.48
ERR3586787,114.964
ERR3586788,116.143
ERR3586789,418.902
ERR3586790,434.039
ERR3586791,427.024
ERR3586792,428.457
ERR3586793,271.475
ERR3586794,282.293
ERR3586795,274.095
ERR3586796,278.6
ERR3586797,370.155
ERR3586798,355.908
ERR3586799,378.058
ERR3586800,375.507
ERR3586801,385.057
ERR3586802,402.355
ERR3586803,383.527
ERR3586804,379.363
ERR3586805,379.446
ERR3586806,370.904
ERR3586807,379.751
ERR3586808,403.515
ERR3586809,411.941
ERR3586810,418.47
ERR3586811,410.117
ERR3586812,406.641
ERR3586813,330.239
ERR3586814,323.087
ERR3586815,324.673
ERR3586816,339.828
ERR3586817,786.654
ERR3586818,771.402
ERR3586819,779.558
ERR3586820,773.458
ERR3586821,312.082
ERR3586822,314.567
ERR3586823,308.103
ERR3586824,310.167
ERR3586825,240.311
ERR3586826,237.856
ERR3586827,240.037
ERR3586828,253.69
ERR3586829,271.853
ERR3586830,278.871
ERR3586831,274.454
