sample_id,sumTPM
ERR1001626,2.69
ERR1001627,2.17
ERR1328122,1.902
ERR1328123,0.192
ERR1328124,0.147
ERR1328125,1.192
ERR1336911,1.859
ERR1336912,0.396
ERR3562601,0
ERR3586677,0
ERR3586678,0.519
ERR3586679,1.603
ERR3586680,1.029
ERR3586681,0
ERR3586682,0
ERR3586683,1.333
ERR3586684,1.326
ERR3586685,1.925
ERR3586686,0.468
ERR3586687,4.618
ERR3586688,1.404
ERR3586689,0.96
ERR3586690,0
ERR3586691,1.389
ERR3586692,0
ERR3586693,0.304
ERR3586694,2.077
ERR3586695,0.087
ERR3586696,5.858
ERR3586697,1.359
ERR3586698,0
ERR3586699,0
ERR3586700,0.446
ERR3586701,0.353
ERR3586702,3.027
ERR3586703,2.613
ERR3586704,3.114
ERR3586705,2.285
ERR3586706,0.588
ERR3586707,0.806
ERR3586708,2.964
ERR3586709,1.592
ERR3586710,0.572
ERR3586711,0.777
ERR3586712,0
ERR3586713,0
ERR3586714,0.713
ERR3586715,1.096
ERR3586716,1.527
ERR3586717,0
ERR3586718,6.873
ERR3586719,1.16
ERR3586720,0.291
ERR3586721,2.41
ERR3586722,2.544
ERR3586723,0
ERR3586724,0
ERR3586725,1.235
ERR3586726,1.825
ERR3586727,2.543
ERR3586728,0.749
ERR3586729,1.103
ERR3586730,2.494
ERR3586731,2.862
ERR3586732,2.495
ERR3586733,0
ERR3586734,3.638
ERR3586735,0
ERR3586736,0
ERR3586737,2.676
ERR3586738,0
ERR3586739,0
ERR3586740,4.254
ERR3586741,0
ERR3586742,0
ERR3586743,4.38
ERR3586744,0.812
ERR3586745,5.503
ERR3586746,4.389
ERR3586747,0
ERR3586748,0.263
ERR3586749,1.205
ERR3586750,0
ERR3586751,1.588
ERR3586752,0
ERR3586753,1.092
ERR3586754,0.734
ERR3586755,0.353
ERR3586756,3.397
ERR3586757,1.751
ERR3586758,2.332
ERR3586759,0.571
ERR3586760,2.023
ERR3586761,3.13
ERR3586762,1.578
ERR3586763,0.514
ERR3586764,2.021
ERR3586765,0
ERR3586766,1.748
ERR3586767,2.054
ERR3586768,0.7
ERR3586769,0
ERR3586770,0.355
ERR3586771,0.351
ERR3586772,0
ERR3586773,0
ERR3586774,0
ERR3586775,0
ERR3586776,1.042
ERR3586777,1.05
ERR3586778,0.539
ERR3586779,2.67
ERR3586780,0.915
ERR3586781,0.919
ERR3586782,2.811
ERR3586783,2.169
ERR3586784,1.54
ERR3586785,0
ERR3586786,0
ERR3586787,0
ERR3586788,0
ERR3586789,2.819
ERR3586790,2.328
ERR3586791,0
ERR3586792,2.007
ERR3586793,0
ERR3586794,2.609
ERR3586795,0.886
ERR3586796,1.931
ERR3586797,3.53
ERR3586798,2.164
ERR3586799,2.23
ERR3586800,1.671
ERR3586801,3.013
ERR3586802,3.339
ERR3586803,1.906
ERR3586804,1.173
ERR3586805,0.384
ERR3586806,1.145
ERR3586807,0.755
ERR3586808,0.382
ERR3586809,1.241
ERR3586810,1.54
ERR3586811,1.27
ERR3586812,0.636
ERR3586813,2.542
ERR3586814,1.771
ERR3586815,0.518
ERR3586816,0.534
ERR3586817,2.598
ERR3586818,5.176
ERR3586819,3.127
ERR3586820,3.452
ERR3586821,3.182
ERR3586822,3.789
ERR3586823,2.797
ERR3586824,2.84
ERR3586825,0
ERR3586826,0.606
ERR3586827,0.607
ERR3586828,1.09
ERR3586829,0
ERR3586830,0
ERR3586831,0
ERR3586832,0.402
ERR3586834,3.677
ERR3586835,0.892
ERR3586836,1.466
ERR3586837,1.456
ERR3586838,4.252
ERR3586839,1.423
ERR3586840,1.548
ERR3586841,0.76
ERR3586842,0.808
ERR3586843,2.412
ERR3586844,0
ERR3586845,0.795
ERR3586846,0
ERR3586847,5.307
ERR3586848,3.68
ERR3586849,3.665
ERR3586850,9.02
ERR3586851,7.38
ERR3586852,3.098
ERR3586853,1.01
ERR3586854,1.08
ERR3586855,1.061
ERR3586856,4.173
ERR3586857,1.056
ERR3586858,0.323
ERR3586859,0
ERR3586860,0
ERR3586861,0.332
ERR3586862,0
ERR3586863,0
ERR3586864,0
ERR3586865,0
ERR3586866,0
ERR3586867,0
ERR3586868,0
ERR3586869,0
ERR3586870,0
ERR3586871,0
ERR3586872,0
ERR3586873,0
ERR3586890,1.152
ERR3586891,0.964
ERR3586892,2.299
ERR3586893,3.752
ERR3586894,3.301
ERR3586895,3.197
ERR3586896,2.11
ERR3586897,0
ERR3586898,1.019
ERR3586899,1.93
ERR3586900,0.737
ERR3586901,0
ERR3586902,0.715
ERR3586903,0
ERR3586904,1.575
ERR3586905,1.623
ERR3586906,1.672
ERR3586907,0
ERR3586908,5.002
ERR3586909,0
ERR3586910,5.138
ERR3586911,3.393
ERR3586912,2.426
ERR3586913,4.001
ERR3586914,3.028
ERR3586915,2.501
ERR3586916,3.535
ERR3586917,3.006
ERR3586918,3.117
ERR3586919,2.525
ERR3586920,2.221
ERR3586921,0.985
ERR3586922,1.677
ERR3586923,0.663
ERR3586924,1.334
ERR3586925,2.297
ERR3586926,1.02
ERR3586927,2.342
ERR3586928,2.355
ERR3586929,0
ERR3586930,0.819
ERR3586931,1.626
ERR3586932,0
ERR3586933,0
ERR3586934,3.35
ERR3586935,1.293
ERR3586936,1.728
ERR3586937,3.788
ERR3586938,1.298
ERR3586939,0
ERR3586940,2.316
ERR3586941,0
ERR3586942,0
ERR3586943,2.258
ERR3586944,1.193
ERR3586945,1.12
ERR3586946,1.24
ERR3586947,0.866
ERR3586948,9.541
ERR3586949,2.032
ERR3586950,1.373
ERR3586951,1.708
ERR3586952,2.24
ERR3586953,1.567
ERR3586954,1.108
ERR3586955,0.88
ERR3586956,1.315
ERR3586957,0.712
ERR3586958,1.533
ERR3586959,0.879
ERR3586960,0
ERR3586961,0.965
ERR3586962,0
ERR3586963,2.849
ERR3586967,2.801
ERR3586968,1.885
ERR3586969,1.388
ERR3586970,3.269
ERR3586971,0.545
ERR3586972,2.877
ERR3586973,0.939
ERR3586974,1.333
ERR3586975,1.257
ERR3586976,19.907
ERR3586977,1.661
ERR3586978,0.956
ERR3586979,2.032
ERR3586980,2.835
ERR3586981,1.833
ERR3586982,3.029
ERR3586983,0.42
ERR3586984,1.381
ERR3586985,1.79
ERR3586986,3.374
ERR3586987,0
ERR3586988,0
ERR3586989,1.789
ERR3586990,0
ERR3586991,1.901
ERR3586992,1.356
ERR3586993,1.772
ERR3586994,2.966
ERR3586995,5.61
ERR3586996,2.803
ERR3586997,1.63
ERR3586998,2.091
ERR3586999,2.364
ERR3587000,4.383
ERR3587001,0.478
ERR3587002,0.301
ERR3587003,4.711
ERR3587004,0.53
ERR3587005,0.341
ERR3587006,0
ERR3587007,2.963
ERR3587008,1.106
ERR3587009,0
ERR3587010,0
ERR3587011,0.635
ERR3587012,3.224
ERR3587013,0.739
ERR3587014,2.001
ERR3587015,0.983
ERR3587016,3.076
ERR3587017,5.08
ERR3587018,1.241
ERR3587019,2.04
ERR3587020,1.997
ERR3587021,2.155
ERR3587022,1.612
ERR3587023,0
ERR3587024,0.713
ERR3587025,0
ERR3587026,1.054
ERR3587027,1.645
ERR3587028,0
ERR3587029,0
ERR3587030,1.025
ERR3587031,2.564
ERR3587035,1.212
ERR3587037,1.7
ERR3587038,1.33
ERR3587039,3.351
ERR3587040,2.05
ERR3587041,2.13
ERR3587042,0
ERR3587043,3.202
ERR3587044,0
ERR3587045,0
ERR3587046,2.829
ERR3587047,2.351
ERR3587048,1.479
ERR3587049,1.549
ERR3587050,0
ERR3587051,9.071
ERR3587052,1.405
ERR3587053,2.839
ERR3587054,0.766
ERR3587055,0.861
ERR3587056,5.625
ERR3587057,2.982
ERR3587058,3.08
ERR3587059,2.14
ERR3587060,0.747
ERR3587061,1.031
ERR3587062,1.817
ERR3587063,0.394
ERR3587064,1.872
ERR3587065,3.451
ERR3587066,0.413
ERR3587067,2.712
ERR3587068,1.659
ERR3587069,0
ERR3587070,2.755
ERR3587071,0
ERR3587072,1.358
ERR3587073,0.76
ERR3587074,1.596
ERR3587075,2.163
ERR3587076,2.26
ERR3587077,0.427
ERR3587078,2.232
ERR3587079,3.359
ERR3587080,0
ERR3587081,0
ERR3587082,0.858
ERR3587083,0
ERR3587084,1.298
ERR3587085,0.429
ERR3587086,0
ERR3587087,1.498
ERR3587090,2.333
ERR3587091,2.172
ERR3587092,2.402
ERR3587093,2.243
ERR3587094,0.267
ERR3587095,1.462
ERR3587096,1.234
ERR3587097,1.753
ERR3587098,17.15
ERR3587099,1.83
ERR3587100,1.08
ERR3587101,3.397
ERR3587102,3.855
ERR3587103,2.059
ERR3587104,0.277
ERR3587105,1.919
ERR3587106,0.076
ERR3587107,0.433
ERR3587108,0
ERR3587109,0
ERR3587110,0
ERR3587111,0.842
ERR3587112,1.952
ERR3587113,0
ERR3587114,0
ERR3587115,0
ERR3587116,1.34
ERR3587117,0.906
ERR3587118,1.61
ERR3587119,2.587
ERR3587120,3.3
ERR3587121,0.595
ERR3587122,0
ERR3587123,2.625
ERR3587124,3.268
ERR3587125,0.301
ERR3587126,0
ERR3587127,0
ERR3587128,1.54
ERR3587129,0
ERR3587130,0.173
ERR3587131,2.662
ERR3587132,0
ERR3587133,0
ERR3587134,2.361
ERR3587135,1.559
ERR3587136,0.524
ERR3587137,0
ERR3587138,0.458
ERR3587139,0.59
ERR3587140,0.348
ERR3587141,0
ERR3587142,0.322
ERR3587143,0.616
ERR3587144,0
ERR3587145,0
ERR3587146,0.633
ERR3587147,0
ERR3587148,2.77
ERR3587149,2.618
ERR3587150,1.691
ERR3587151,0.558
ERR3587154,1.08
ERR3587155,0
ERR3587156,0.896
ERR3587157,0
ERR3587158,0
ERR3587159,0.828
ERR3587160,0
ERR3587161,0
ERR3587162,0
ERR3587163,0
ERR3587164,0
ERR3587165,2.224
ERR3587166,0
ERR3587167,0
ERR3587168,0
ERR3587169,1.992
ERR3587170,0
ERR3587171,2.583
ERR3587172,0
ERR3587173,1.7
ERR3587174,0
ERR3587175,1.569
ERR3587176,0
ERR3587177,0
ERR3587178,1.044
ERR3587179,0.575
ERR3587180,0
ERR3587181,0
ERR3587182,0
ERR3587183,0
ERR3587184,0
ERR3587185,0
ERR3587186,0
ERR3587187,0.879
ERR3587188,2.304
ERR3587189,0
ERR3587190,3.821
ERR3587191,0
ERR3587192,0
ERR3587193,1.186
ERR3587194,2.97
ERR3587195,4.127
ERR3587196,0.547
ERR3587197,0.6
ERR3587198,0.962
ERR3587199,2.254
ERR3587200,2.146
ERR3587201,0
ERR3587202,0
ERR3587203,3.843
ERR3587204,2.759
