sample_id,sumTPM
ERR1001626,10.352
ERR1001627,21.551
ERR1328122,3.063
ERR1328123,3.655
ERR1328124,3.786
ERR1328125,2.792
ERR1336911,11.915
ERR1336912,9.484
ERR3562601,0
ERR3586677,0
ERR3586678,3.651
ERR3586679,5.777
ERR3586680,4.74
ERR3586681,0
ERR3586682,3.025
ERR3586683,1.79
ERR3586684,4.987
ERR3586685,12.537
ERR3586686,11.302
ERR3586687,16.917
ERR3586688,10.919
ERR3586689,11.98
ERR3586690,0
ERR3586691,7.051
ERR3586692,0
ERR3586693,3.676
ERR3586694,9.299
ERR3586695,3.184
ERR3586696,6.099
ERR3586697,3.249
ERR3586698,4.935
ERR3586699,2.576
ERR3586700,11.897
ERR3586701,2.84
ERR3586702,12.19
ERR3586703,6.579
ERR3586704,5.668
ERR3586705,4.208
ERR3586706,5.207
ERR3586707,4.823
ERR3586708,7.683
ERR3586709,7.791
ERR3586710,1.99
ERR3586711,6.732
ERR3586712,0
ERR3586713,0
ERR3586714,4.879
ERR3586715,5.293
ERR3586716,3.993
ERR3586717,0
ERR3586718,8.003
ERR3586719,8.873
ERR3586720,10.56
ERR3586721,9.698
ERR3586722,6.969
ERR3586723,4.388
ERR3586724,3.989
ERR3586725,2.656
ERR3586726,4.655
ERR3586727,4.776
ERR3586728,11.165
ERR3586729,12.432
ERR3586730,9.374
ERR3586731,7.001
ERR3586732,9.185
ERR3586733,0
ERR3586734,11.725
ERR3586735,0
ERR3586736,1.043
ERR3586737,10.773
ERR3586738,0
ERR3586739,3.121
ERR3586740,13.062
ERR3586741,0
ERR3586742,4.906
ERR3586743,15.288
ERR3586744,4.578
ERR3586745,26.591
ERR3586746,16.387
ERR3586747,0
ERR3586748,3.178
ERR3586749,1.943
ERR3586750,7.004
ERR3586751,8.855
ERR3586752,32.697
ERR3586753,37.517
ERR3586754,32.193
ERR3586755,36.397
ERR3586756,3.648
ERR3586757,4.7
ERR3586758,5.169
ERR3586759,2.76
ERR3586760,2.851
ERR3586761,5.04
ERR3586762,2.543
ERR3586763,5.382
ERR3586764,12.753
ERR3586765,8.99
ERR3586766,8.733
ERR3586767,9.928
ERR3586768,14.656
ERR3586769,18.411
ERR3586770,15.439
ERR3586771,17.26
ERR3586772,0
ERR3586773,0
ERR3586774,0
ERR3586775,0
ERR3586776,20.143
ERR3586777,19.035
ERR3586778,13.89
ERR3586779,16.341
ERR3586780,5.411
ERR3586781,6.662
ERR3586782,5.034
ERR3586783,6.743
ERR3586784,6.297
ERR3586785,0.194
ERR3586786,0
ERR3586787,0.84
ERR3586788,0.414
ERR3586789,5.902
ERR3586790,5.627
ERR3586791,2.809
ERR3586792,5.775
ERR3586793,5.222
ERR3586794,5.251
ERR3586795,5.712
ERR3586796,5.057
ERR3586797,4.809
ERR3586798,4.795
ERR3586799,7.633
ERR3586800,2.245
ERR3586801,5.229
ERR3586802,6.529
ERR3586803,5.376
ERR3586804,5.67
ERR3586805,8.034
ERR3586806,3.993
ERR3586807,6.385
ERR3586808,6.464
ERR3586809,6
ERR3586810,5.209
ERR3586811,4.093
ERR3586812,6.919
ERR3586813,5.325
ERR3586814,6.315
ERR3586815,5.225
ERR3586816,5.805
ERR3586817,19.521
ERR3586818,23.168
ERR3586819,21.524
ERR3586820,22.012
ERR3586821,5.892
ERR3586822,9.278
ERR3586823,5.504
ERR3586824,8.382
ERR3586825,14.144
ERR3586826,9.763
ERR3586827,10.254
ERR3586828,9.657
ERR3586829,0.714
ERR3586830,3.888
ERR3586831,5.456
ERR3586832,4.374
ERR3586834,21.835
ERR3586835,20.119
ERR3586836,23.228
ERR3586837,21.506
ERR3586838,23.219
ERR3586839,23.307
ERR3586840,8.099
ERR3586841,11.631
ERR3586842,9.763
ERR3586843,7.118
ERR3586844,10.131
ERR3586845,14.72
ERR3586846,133.851
ERR3586847,86.923
ERR3586848,115.596
ERR3586849,115.116
ERR3586850,91.536
ERR3586851,96.576
ERR3586852,7.488
ERR3586853,11.386
ERR3586854,8.7
ERR3586855,8.55
ERR3586856,9.24
ERR3586857,10.2
ERR3586858,11.706
ERR3586859,14.218
ERR3586860,12.557
ERR3586861,11.763
ERR3586862,12.081
ERR3586863,13.764
ERR3586864,10.489
ERR3586865,13.743
ERR3586866,4.69
ERR3586867,3.544
ERR3586868,7.758
ERR3586869,9.017
ERR3586870,11.299
ERR3586871,5.824
ERR3586872,6.974
ERR3586873,13.589
ERR3586890,3.909
ERR3586891,9.319
ERR3586892,4.648
ERR3586893,9.853
ERR3586894,8.522
ERR3586895,5.887
ERR3586896,4.152
ERR3586897,1.128
ERR3586898,5.745
ERR3586899,3.629
ERR3586900,6.533
ERR3586901,0.148
ERR3586902,6.912
ERR3586903,18.91
ERR3586904,7.609
ERR3586905,18.299
ERR3586906,16.155
ERR3586907,20.054
ERR3586908,6.714
ERR3586909,13.237
ERR3586910,9.655
ERR3586911,5.072
ERR3586912,7.037
ERR3586913,7.253
ERR3586914,10.169
ERR3586915,6.448
ERR3586916,8.135
ERR3586917,6.45
ERR3586918,7.11
ERR3586919,24.65
ERR3586920,22.368
ERR3586921,24.581
ERR3586922,22.422
ERR3586923,28.432
ERR3586924,29.958
ERR3586925,24.707
ERR3586926,27.917
ERR3586927,22.006
ERR3586928,20.867
ERR3586929,20.827
