sample_id,sumTPM
ERR1001626,13.586
ERR1001627,15.878
ERR1328122,15.138
ERR1328123,7.314
ERR1328124,8.378
ERR1328125,13.889
ERR1336911,10.641
ERR1336912,6.276
ERR3562601,10.77
ERR3586677,0.389
ERR3586678,10.21
ERR3586679,13.361
ERR3586680,11.992
ERR3586681,0
ERR3586682,8.458
ERR3586683,9.068
ERR3586684,27.21
ERR3586685,18.736
ERR3586686,8.73
ERR3586687,34.284
ERR3586688,23.395
ERR3586689,23.701
ERR3586690,0
ERR3586691,28.143
ERR3586692,0
ERR3586693,10.999
ERR3586694,28.063
ERR3586695,24.444
ERR3586696,27.588
ERR3586697,16.31
ERR3586698,18.458
ERR3586699,6.972
ERR3586700,28.628
ERR3586701,14.405
ERR3586702,42.832
ERR3586703,33.558
ERR3586704,19.467
ERR3586705,15.105
ERR3586706,13.209
ERR3586707,16.865
ERR3586708,28.009
ERR3586709,35.772
ERR3586710,9.486
ERR3586711,30.205
ERR3586712,0
ERR3586713,0
ERR3586714,8.505
ERR3586715,18.272
ERR3586716,36.191
ERR3586717,4.559
ERR3586718,29.868
ERR3586719,21.08
ERR3586720,27.522
ERR3586721,35.259
ERR3586722,20.018
ERR3586723,11.869
ERR3586724,14.559
ERR3586725,13.79
ERR3586726,11.357
ERR3586727,11.922
ERR3586728,19.516
ERR3586729,24.251
ERR3586730,29.633
ERR3586731,23.484
ERR3586732,31.497
ERR3586733,0
ERR3586734,23.835
ERR3586735,0
ERR3586736,8.567
ERR3586737,32.274
ERR3586738,5.018
ERR3586739,16.365
ERR3586740,42.988
ERR3586741,0
ERR3586742,12.324
ERR3586743,20.737
ERR3586744,27.161
ERR3586745,28.885
ERR3586746,36.401
ERR3586747,0
ERR3586748,24.446
ERR3586749,14.634
ERR3586750,21.723
ERR3586751,21.497
ERR3586752,12.87
ERR3586753,16.715
ERR3586754,15.23
ERR3586755,14.472
ERR3586756,17.322
ERR3586757,16.368
ERR3586758,16.013
ERR3586759,18.007
ERR3586760,8.424
ERR3586761,9.509
ERR3586762,10.319
ERR3586763,11.222
ERR3586764,20.169
ERR3586765,14.649
ERR3586766,15.544
ERR3586767,16.491
ERR3586768,9.75
ERR3586769,10.677
ERR3586770,12.043
ERR3586771,10.15
ERR3586772,0
ERR3586773,0
ERR3586774,0
ERR3586775,0
ERR3586776,16.597
ERR3586777,17.05
ERR3586778,14.107
ERR3586779,14.053
ERR3586780,18.254
ERR3586781,18.407
ERR3586782,19.177
ERR3586783,17.758
ERR3586784,38.205
ERR3586785,0.208
ERR3586786,0
ERR3586787,1.311
ERR3586788,0.278
ERR3586789,20.14
ERR3586790,28.054
ERR3586791,21.477
ERR3586792,23.559
ERR3586793,25.784
ERR3586794,27.56
ERR3586795,23.52
ERR3586796,21.062
ERR3586797,17.892
ERR3586798,19.543
ERR3586799,22.169
ERR3586800,19.48
ERR3586801,24.798
ERR3586802,22.762
ERR3586803,22.085
ERR3586804,26.031
ERR3586805,27.013
ERR3586806,22.629
ERR3586807,27.341
ERR3586808,26.622
ERR3586809,25.303
ERR3586810,27.792
ERR3586811,27.323
ERR3586812,26.499
ERR3586813,17.872
ERR3586814,17.134
ERR3586815,21.142
ERR3586816,20.598
ERR3586817,28.305
ERR3586818,25.576
ERR3586819,24.45
ERR3586820,22.74
ERR3586821,18.347
ERR3586822,17.232
ERR3586823,19.176
ERR3586824,17.872
ERR3586825,22.908
ERR3586826,18.926
ERR3586827,14.777
ERR3586828,20.034
ERR3586829,3.779
ERR3586830,11.312
ERR3586831,11.573
ERR3586832,10.506
ERR3586834,24.415
ERR3586835,25.036
ERR3586836,18.153
ERR3586837,21.718
ERR3586838,33.658
ERR3586839,29.022
ERR3586840,19.837
ERR3586841,12.298
ERR3586842,17.582
ERR3586843,15.992
ERR3586844,15.941
ERR3586845,12.628
ERR3586846,20.204
ERR3586847,13.572
ERR3586848,17.102
ERR3586849,18.577
ERR3586850,15.479
ERR3586851,18.207
ERR3586852,39.585
ERR3586853,31.853
ERR3586854,27.451
ERR3586855,39.695
ERR3586856,39.481
ERR3586857,34.877
ERR3586858,12.884
ERR3586859,11.656
ERR3586860,11.63
ERR3586861,8.081
ERR3586862,16.605
ERR3586863,10.522
ERR3586864,14.891
ERR3586865,11.319
ERR3586866,3.024
ERR3586867,2.782
ERR3586868,0.676
ERR3586869,3.213
ERR3586870,2.531
ERR3586871,1.634
ERR3586872,3.417
ERR3586873,3.336
ERR3586890,14.73
ERR3586891,22.123
ERR3586892,16.016
ERR3586893,13.037
ERR3586894,6.564
ERR3586895,16.803
ERR3586896,10.065
ERR3586897,2.343
ERR3586898,13.399
ERR3586899,12.253
ERR3586900,17.365
ERR3586901,7.915
ERR3586902,18.025
ERR3586903,5.36
ERR3586904,6.4
ERR3586905,9.34
ERR3586906,6.038
ERR3586907,7.649
ERR3586908,8.079
ERR3586909,4.099
ERR3586910,13.844
ERR3586911,27.494
ERR3586912,31.02
ERR3586913,23.578
ERR3586914,24.775
ERR3586915,19.091
ERR3586916,28.5
ERR3586917,30.019
ERR3586918,27.857
ERR3586919,23.675
ERR3586920,19.104
ERR3586921,18.899
ERR3586922,19.575
