sample_id,sumTPM
ERR1001626,1107.79
ERR1001627,1167.12
ERR1328122,521.958
ERR1328123,864.995
ERR1328124,819.145
ERR1328125,541.997
ERR1336911,1278.39
ERR1336912,1049.5
ERR3562601,1190.09
ERR3586677,551.153
ERR3586678,2424.43
ERR3586679,3229.09
ERR3586680,2626.87
ERR3586681,136.988
ERR3586682,482.432
ERR3586683,1153.49
ERR3586684,3238.81
ERR3586685,1594.45
ERR3586686,2398.59
ERR3586687,1443.58
ERR3586688,1446.24
ERR3586689,2330.65
ERR3586690,399.863
ERR3586691,904.718
ERR3586692,444.732
ERR3586693,2716.92
ERR3586694,2762.58
ERR3586695,3745.79
ERR3586696,2405.84
ERR3586697,2571.49
ERR3586698,3633.16
ERR3586699,3427.71
ERR3586700,2656.65
ERR3586701,1365.56
ERR3586702,2002.64
ERR3586703,1604.68
ERR3586704,1996.05
ERR3586705,1385.91
ERR3586706,2877.94
ERR3586707,1696.99
ERR3586708,999.463
ERR3586709,1141.58
ERR3586710,2723.49
ERR3586711,2273.84
ERR3586712,1727.64
ERR3586713,98.119
ERR3586714,2686.62
ERR3586715,2310.38
ERR3586716,2253.35
ERR3586717,1974.27
ERR3586718,2475.73
ERR3586719,2868.81
ERR3586720,2712.38
ERR3586721,1605.47
ERR3586722,2016.41
ERR3586723,1246.92
ERR3586724,2880.24
ERR3586725,1698.3
ERR3586726,3295.75
ERR3586727,2549.94
ERR3586728,1629.83
ERR3586729,1482.35
ERR3586730,2340.6
ERR3586731,1004.43
ERR3586732,1113.02
ERR3586733,372.578
ERR3586734,943.99
ERR3586735,499.16
ERR3586736,2825.04
ERR3586737,2765.55
ERR3586738,681.53
ERR3586739,1302.04
ERR3586740,2056.2
ERR3586741,182.182
ERR3586742,573.947
ERR3586743,1290.85
ERR3586744,3252.47
ERR3586745,1831.32
ERR3586746,1394.95
ERR3586747,145.75
ERR3586748,3661.29
ERR3586749,2494.95
ERR3586750,3331.91
ERR3586751,1462.74
ERR3586752,1141.66
ERR3586753,1176.71
ERR3586754,1167.26
ERR3586755,1146.03
ERR3586756,978.16
ERR3586757,1030.36
ERR3586758,952.961
ERR3586759,1014.2
ERR3586760,674.08
ERR3586761,728.906
ERR3586762,718.841
ERR3586763,738.418
ERR3586764,1316.32
ERR3586765,1324.78
ERR3586766,1287.2
ERR3586767,1335.57
ERR3586768,914.825
ERR3586769,926.951
ERR3586770,898.237
ERR3586771,911.883
ERR3586772,3.676
ERR3586773,10.355
ERR3586774,12.594
ERR3586775,3.753
ERR3586776,950.665
ERR3586777,887.787
ERR3586778,916.967
ERR3586779,967.684
ERR3586780,992.065
ERR3586781,1051.4
ERR3586782,1000.12
ERR3586783,983.966
ERR3586784,925.817
ERR3586785,537.949
ERR3586786,558.453
ERR3586787,595.57
ERR3586788,564.719
ERR3586789,1751.22
ERR3586790,1784.17
ERR3586791,1779.19
ERR3586792,1756.55
ERR3586793,1741.23
ERR3586794,1710.74
ERR3586795,1818.87
ERR3586796,1711.94
ERR3586797,1118.84
ERR3586798,1079.22
ERR3586799,1126.97
ERR3586800,1114.65
ERR3586801,1291.28
ERR3586802,1363.83
ERR3586803,1313.3
ERR3586804,1305.07
ERR3586805,825.978
ERR3586806,850.981
ERR3586807,833.748
ERR3586808,831.843
ERR3586809,1065.17
ERR3586810,1129.91
ERR3586811,1103.34
ERR3586812,1122.43
ERR3586813,2134.1
ERR3586814,2179.24
ERR3586815,2205.64
ERR3586816,2168.76
ERR3586817,1518.76
ERR3586818,1481.74
ERR3586819,1507.82
ERR3586820,1517.19
ERR3586821,2026.35
ERR3586822,1989.41
ERR3586823,1986.58
ERR3586824,2039.26
ERR3586825,2270.48
ERR3586826,2127.61
ERR3586827,2224.41
ERR3586828,2319.7
ERR3586829,806.209
ERR3586830,834.489
ERR3586831,796.239
ERR3586832,848.359
ERR3586834,2343.71
ERR3586835,2382.08
ERR3586836,2309.32
ERR3586837,2290.04
ERR3586838,2360.43
ERR3586839,2362.78
ERR3586840,910.057
ERR3586841,905.311
ERR3586842,916.11
ERR3586843,861.745
ERR3586844,955.432
ERR3586845,929.558
ERR3586846,1001.98
ERR3586847,980.106
ERR3586848,955.223
ERR3586849,991.952
ERR3586850,1003.35
ERR3586851,970.512
ERR3586852,863.543
ERR3586853,803.422
ERR3586854,825.591
ERR3586855,888.039
ERR3586856,839.731
ERR3586857,853.763
ERR3586858,555.839
ERR3586859,558.892
ERR3586860,536.124
ERR3586861,540.967
ERR3586862,542.21
ERR3586863,552.416
ERR3586864,560.932
ERR3586865,569.922
ERR3586866,515.102
ERR3586867,524.427
ERR3586868,513.496
ERR3586869,565.433
ERR3586870,546.632
ERR3586871,590.724
ERR3586872,592.353
ERR3586873,588.477
ERR3586890,1331.61
ERR3586891,1084.19
ERR3586892,1128.26
ERR3586893,853.582
ERR3586894,840.845
ERR3586895,1086.89
ERR3586896,828.057
ERR3586897,96.333
ERR3586898,1152.53
ERR3586899,1063.69
ERR3586900,1870.64
ERR3586901,633.608
ERR3586902,608.772
ERR3586903,1314.48
ERR3586904,1435.76
ERR3586905,1317.86
ERR3586906,1357.48
ERR3586907,1340.44
ERR3586908,1402.84
ERR3586909,1325.46
ERR3586910,1287.9
ERR3586911,1888.41
ERR3586912,1884.77
ERR3586913,1786.37
ERR3586914,1782.76
ERR3586915,1879.21
ERR3586916,1892.4
ERR3586917,1882.89
ERR3586918,1947.52
ERR3586919,1303.96
ERR3586920,1285.2
ERR3586921,1277.31
ERR3586922,1324.06
ERR3586923,1305.08
ERR3586924,1324.05
ERR3586925,1288.1
ERR3586926,1292
ERR3586927,1019.97
ERR3586928,1012.06
ERR3586929,1054.35
ERR3586930,964.735
ERR3586931,991.793
ERR3586932,1025.23
ERR3586933,1071.65
ERR3586934,1018.85
ERR3586935,532.709
ERR3586936,929.098
ERR3586937,940.965
ERR3586938,1015.91
ERR3586939,646.397
ERR3586940,1951.72
ERR3586941,556.709
ERR3586942,103.922
ERR3586943,1699.47
ERR3586944,1152.14
ERR3586945,1043.6
ERR3586946,857.977
ERR3586947,1141.25
ERR3586948,1920.36
ERR3586949,1921.71
ERR3586950,803.208
ERR3586951,1218.78
ERR3586952,1315.39
ERR3586953,1728.35
ERR3586954,1165.22
ERR3586955,1711.1
ERR3586956,1201.11
ERR3586957,1834.39
ERR3586958,787.494
ERR3586959,992.757
ERR3586960,738.548
ERR3586961,1155.91
ERR3586962,3531.19
ERR3586963,1878.18
ERR3586967,817.633
ERR3586968,698.254
ERR3586969,660.519
ERR3586970,881.809
ERR3586971,890.522
ERR3586972,944.075
ERR3586973,1769.55
ERR3586974,1336.9
ERR3586975,1108.58
ERR3586976,1528.18
ERR3586977,1942.41
ERR3586978,2153.99
ERR3586979,1516.66
ERR3586980,1687.93
ERR3586981,1007.99
ERR3586982,1560.17
ERR3586983,1297.49
ERR3586984,1458.69
ERR3586985,965.938
ERR3586986,1033.82
ERR3586987,1298.69
ERR3586988,529.425
ERR3586989,902.086
ERR3586990,651.111
ERR3586991,1460.12
ERR3586992,550.759
ERR3586993,950.656
ERR3586994,847.951
ERR3586995,939.78
ERR3586996,2079.32
ERR3586997,1754.12
ERR3586998,1991.21
ERR3586999,869.516
ERR3587000,1327.66
ERR3587001,1375.97
ERR3587002,2231.5
ERR3587003,2185.65
ERR3587004,1104.82
ERR3587005,761.092
ERR3587006,512.352
ERR3587007,1837.63
ERR3587008,1473.07
ERR3587009,325.815
ERR3587010,568.754
ERR3587011,1029.62
ERR3587012,744.055
ERR3587013,1370.44
ERR3587014,1810.68
ERR3587015,2521.35
ERR3587016,933.302
ERR3587017,532.385
ERR3587018,1404.98
ERR3587019,1172.26
ERR3587020,674.437
ERR3587021,1919.17
ERR3587022,1321.09
ERR3587023,1078.68
ERR3587024,952.345
ERR3587025,32.257
ERR3587026,534.254
ERR3587027,1043.13
ERR3587028,363.958
ERR3587029,0
ERR3587030,1070.06
ERR3587031,1010.97
ERR3587035,567.286
ERR3587037,863.962
ERR3587038,837.006
ERR3587039,944.42
ERR3587040,997.305
ERR3587041,1014
ERR3587042,658.679
ERR3587043,2040.09
ERR3587044,559.707
ERR3587045,76.1
