sample_id,sumTPM
ERR1001626,74.449
ERR1001627,70.9
ERR1328122,33.799
ERR1328123,90.714
ERR1328124,78.027
ERR1328125,38.94
ERR1336911,93.244
ERR1336912,95.416
ERR3562601,92.355
ERR3586677,11.727
ERR3586678,19.224
ERR3586679,10.595
ERR3586680,10.965
ERR3586681,9.023
ERR3586682,16.812
ERR3586683,9.78
ERR3586684,7.411
ERR3586685,16.535
ERR3586686,15.148
ERR3586687,12.366
ERR3586688,11.402
ERR3586689,12.944
ERR3586690,10.064
ERR3586691,12.573
ERR3586692,11.626
ERR3586693,22.068
ERR3586694,15.763
ERR3586695,4.086
ERR3586696,6.496
ERR3586697,7.813
ERR3586698,10.683
ERR3586699,12.084
ERR3586700,11.193
ERR3586701,13.061
ERR3586702,11.094
ERR3586703,11.38
ERR3586704,6.269
ERR3586705,9.866
ERR3586706,28.193
ERR3586707,14.66
ERR3586708,13.437
ERR3586709,17.206
ERR3586710,14.119
ERR3586711,11.17
ERR3586712,4.748
ERR3586713,4.372
ERR3586714,18.848
ERR3586715,13.254
ERR3586716,11.657
ERR3586717,7.04
ERR3586718,5.365
ERR3586719,8.68
ERR3586720,8.371
ERR3586721,12.323
ERR3586722,5.365
ERR3586723,8.234
ERR3586724,27.278
ERR3586725,17.353
ERR3586726,10.962
ERR3586727,8.938
ERR3586728,17.48
ERR3586729,11.499
ERR3586730,14.731
ERR3586731,12.518
ERR3586732,16.837
ERR3586733,6.067
ERR3586734,13.403
ERR3586735,16.285
ERR3586736,21.621
ERR3586737,14.627
ERR3586738,8.817
ERR3586739,10.521
ERR3586740,8.959
ERR3586741,12.766
ERR3586742,18.552
ERR3586743,20.031
ERR3586744,7.12
ERR3586745,13.775
ERR3586746,13.465
ERR3586747,4.143
ERR3586748,4.751
ERR3586749,6.966
ERR3586750,9.281
ERR3586751,66.72
ERR3586752,95.722
ERR3586753,97.366
ERR3586754,108.607
ERR3586755,90.967
ERR3586756,20.885
ERR3586757,20.388
ERR3586758,23.757
ERR3586759,22.857
ERR3586760,56.557
ERR3586761,59.541
ERR3586762,58.746
ERR3586763,57.775
ERR3586764,70.92
ERR3586765,71.466
ERR3586766,74.065
ERR3586767,71.463
ERR3586768,57.544
ERR3586769,60.844
ERR3586770,51.687
ERR3586771,55.674
ERR3586772,3.652
ERR3586773,1.9
ERR3586774,5.024
ERR3586775,6.581
ERR3586776,50.356
ERR3586777,40.131
ERR3586778,42.557
ERR3586779,49.375
ERR3586780,18.759
ERR3586781,20.668
ERR3586782,24.029
ERR3586783,22.905
ERR3586784,16.246
ERR3586785,22.936
ERR3586786,21.471
ERR3586787,18.369
ERR3586788,24.788
ERR3586789,33.24
ERR3586790,33.583
ERR3586791,32.868
ERR3586792,34.152
ERR3586793,25.364
ERR3586794,35.547
ERR3586795,27.333
ERR3586796,36.697
ERR3586797,27.732
ERR3586798,29.775
ERR3586799,31.547
ERR3586800,23.684
ERR3586801,56.089
ERR3586802,54.457
ERR3586803,56.165
ERR3586804,54.521
ERR3586805,25.849
ERR3586806,27.166
ERR3586807,32.107
ERR3586808,29.294
ERR3586809,30.529
ERR3586810,31.73
ERR3586811,31.126
ERR3586812,32.605
ERR3586813,21.417
ERR3586814,18.124
ERR3586815,25.52
ERR3586816,21.891
ERR3586817,119.732
ERR3586818,118.176
ERR3586819,123.161
ERR3586820,110.931
ERR3586821,31.771
ERR3586822,35.376
ERR3586823,24.475
ERR3586824,29.182
ERR3586825,75.309
ERR3586826,75.448
ERR3586827,71.506
ERR3586828,71.531
ERR3586829,15.171
ERR3586830,17.905
ERR3586831,12.955
ERR3586832,13.688
ERR3586834,145.484
ERR3586835,133.382
ERR3586836,131.057
ERR3586837,152.094
ERR3586838,150.355
ERR3586839,141.136
ERR3586840,49.226
ERR3586841,44.171
ERR3586842,42.288
ERR3586843,48.028
ERR3586844,53.383
ERR3586845,46.957
ERR3586846,11.597
ERR3586847,11.023
ERR3586848,16.258
ERR3586849,20.444
ERR3586850,20.936
ERR3586851,14.879
ERR3586852,9.533
ERR3586853,9.425
ERR3586854,12.787
ERR3586855,14.129
ERR3586856,9.185
ERR3586857,8.313
ERR3586858,26.656
ERR3586859,27.363
ERR3586860,34.103
ERR3586861,29.057
ERR3586862,27.923
ERR3586863,26.532
ERR3586864,29.813
ERR3586865,27.45
ERR3586866,22.628
ERR3586867,16.877
ERR3586868,11.848
ERR3586869,6.785
ERR3586870,16.057
ERR3586871,19.844
ERR3586872,19.013
ERR3586873,17.917
ERR3586890,77.568
ERR3586891,19.464
ERR3586892,108.805
ERR3586893,27.172
ERR3586894,30.027
ERR3586895,73.676
ERR3586896,59.26
ERR3586897,7.574
ERR3586898,59.906
ERR3586899,60.121
ERR3586900,12.042
ERR3586901,31.047
ERR3586902,21.742
ERR3586903,230.362
ERR3586904,199.523
ERR3586905,218.992
ERR3586906,207.886
ERR3586907,204.644
ERR3586908,200.947
ERR3586909,236.56
ERR3586910,217.52
ERR3586911,22.873
ERR3586912,24.71
ERR3586913,29.469
ERR3586914,21.917
ERR3586915,27.792
ERR3586916,23.629
ERR3586917,26.215
ERR3586918,29.545
ERR3586919,93.83
ERR3586920,97.161
ERR3586921,96.959
ERR3586922,101.067
