sample_id,sumTPM
ERR1001626,831.901
ERR1001627,1025.26
ERR1328122,689.942
ERR1328123,1006.27
ERR1328124,928.219
ERR1328125,701.924
ERR1336911,649.947
ERR1336912,591.589
ERR3562601,639.448
ERR3586677,743.179
ERR3586678,1704.09
ERR3586679,2007.76
ERR3586680,1638.32
ERR3586681,193.749
ERR3586682,649.38
ERR3586683,1036.57
ERR3586684,2113.25
ERR3586685,1238.35
ERR3586686,1494.5
ERR3586687,982.066
ERR3586688,991.545
ERR3586689,1427.55
ERR3586690,513.689
ERR3586691,1292.56
ERR3586692,699.991
ERR3586693,1969.07
ERR3586694,1521.01
ERR3586695,2009.55
ERR3586696,1450.77
ERR3586697,2332.49
ERR3586698,1439.33
ERR3586699,1929.98
ERR3586700,1831.67
ERR3586701,1142.59
ERR3586702,1552.53
ERR3586703,1132.82
ERR3586704,1343.85
ERR3586705,682.277
ERR3586706,1818.82
ERR3586707,1091.44
ERR3586708,852.169
ERR3586709,1059.35
ERR3586710,1712.91
ERR3586711,1529.01
ERR3586712,1095.62
ERR3586713,178.067
ERR3586714,1851.4
ERR3586715,1504.8
ERR3586716,1596.62
ERR3586717,1393.98
ERR3586718,1458.21
ERR3586719,1603.03
ERR3586720,1879.36
ERR3586721,1108.5
ERR3586722,1373.23
ERR3586723,610.005
ERR3586724,1811.75
ERR3586725,1076.03
ERR3586726,2058.02
ERR3586727,1679.64
ERR3586728,1278.88
ERR3586729,1028.58
ERR3586730,1409.54
ERR3586731,854.434
ERR3586732,1078.5
ERR3586733,500.097
ERR3586734,1302.03
ERR3586735,673.232
ERR3586736,2005.01
ERR3586737,1544.14
ERR3586738,768.604
ERR3586739,1113.82
ERR3586740,1605.48
ERR3586741,266.567
ERR3586742,695.964
ERR3586743,939.887
ERR3586744,2191.77
ERR3586745,1236.23
ERR3586746,977.727
ERR3586747,226.564
ERR3586748,2080.08
ERR3586749,2419.94
ERR3586750,1462.43
ERR3586751,877.584
ERR3586752,856.189
ERR3586753,853.154
ERR3586754,829.98
ERR3586755,823.681
ERR3586756,1313
ERR3586757,1252.73
ERR3586758,1253.44
ERR3586759,1274.71
ERR3586760,673.069
ERR3586761,691.316
ERR3586762,687.141
ERR3586763,685.173
ERR3586764,780.676
ERR3586765,836.119
