genome_type	family	genus	subclade	annotation_combination	length_bin_start	length_bin_end	n_proteins
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	COG + Pfam	250	275	20
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	COG + Pfam	275	300	26
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	COG + Pfam	300	325	24
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	COG + Pfam	325	350	15
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	COG + Pfam	350	375	11
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	COG + Pfam	375	400	16
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	COG + Pfam	400	425	13
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	COG + Pfam	425	450	10
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	COG + Pfam	450	475	4
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	COG + Pfam	475	500	4
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	COG + Pfam	500	525	2
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	COG + Pfam	525	550	3
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	COG + Pfam	550	575	3
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	COG + Pfam	575	600	4
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	COG + Pfam	650	675	1
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	COG + Pfam	675	700	2
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	COG + Pfam	725	750	1
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	COG only	25	50	3
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	COG only	50	75	2
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	COG only	75	100	1
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	COG only	100	125	3
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	COG only	125	150	2
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	COG only	150	175	1
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	COG only	200	225	3
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	COG only	225	250	1
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	COG only	250	275	4
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	COG only	275	300	2
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	COG only	300	325	1
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	COG only	325	350	3
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	COG only	350	375	1
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	COG only	375	400	1
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	COG only	400	425	1
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	KO + Pfam	50	75	1
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	KO + Pfam	75	100	1
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	KO + Pfam	150	175	3
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	KO + Pfam	225	250	1
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	KO + Pfam	250	275	1
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	KO + Pfam	275	300	1
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	KO + Pfam	300	325	1
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	KO + Pfam	400	425	1
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	KO only	400	425	1
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	No annotation	25	50	9
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	No annotation	50	75	19
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	No annotation	75	100	8
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	No annotation	100	125	7
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	No annotation	125	150	7
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	No annotation	150	175	5
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	No annotation	175	200	3
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	No annotation	200	225	2
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	No annotation	225	250	8
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	No annotation	250	275	2
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	No annotation	275	300	2
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	No annotation	300	325	1
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	No annotation	325	350	1
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	No annotation	350	375	3
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	No annotation	375	400	2
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	No annotation	400	425	2
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	No annotation	425	450	1
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	No annotation	500	525	1
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	No annotation	550	575	1
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	No annotation	575	600	1
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	No annotation	600	625	1
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	Pfam only	25	50	3
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	Pfam only	50	75	4
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	Pfam only	75	100	2
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	Pfam only	100	125	2
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	Pfam only	125	150	5
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	Pfam only	150	175	2
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	Pfam only	175	200	2
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	Pfam only	200	225	3
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	Pfam only	225	250	4
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	Pfam only	250	275	4
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	Pfam only	275	300	1
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	Pfam only	300	325	2
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	Pfam only	325	350	1
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	Pfam only	350	375	1
SAG	Pelagibacteraceae	Amplipelagibacter	Ib.4.N9	Pfam only	475	500	2
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO	100	125	1
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO	150	175	19
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO	175	200	29
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO	200	225	29
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO	225	250	2
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO	275	300	32
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO	300	325	17
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO	325	350	24
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO	350	375	35
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO	375	400	20
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO	450	475	24
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO	850	875	18
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO	875	900	5
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO	975	1000	1
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	25	50	53
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	50	75	320
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	75	100	693
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	100	125	808
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	125	150	1186
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	150	175	1394
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	175	200	1400
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	200	225	1126
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	225	250	1523
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	250	275	1492
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	275	300	1501
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	300	325	1319
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	325	350	1335
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	350	375	1348
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	375	400	923
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	400	425	738
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	425	450	1055
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	450	475	891
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	475	500	707
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	500	525	435
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	525	550	204
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	550	575	238
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	575	600	348
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	600	625	290
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	625	650	267
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	650	675	74
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	675	700	245
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	700	725	161
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	725	750	135
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	750	775	34
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	775	800	111
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	800	825	86
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	825	850	107
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	850	875	82
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	875	900	135
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	900	925	54
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	925	950	39
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	950	975	65
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	975	1000	31
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	1000	1025	57
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	1025	1050	1
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	1050	1075	30
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	1125	1150	27
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	1175	1200	1
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	1250	1275	1
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	1300	1325	1
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	1325	1350	1
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	1350	1375	23
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	1375	1400	27
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + KO + Pfam	1500	1525	29
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	25	50	7
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	50	75	108
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	75	100	444
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	100	125	567
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	125	150	815
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	150	175	703
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	175	200	769
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	200	225	648
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	225	250	833
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	250	275	641
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	275	300	649
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	300	325	885
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	325	350	673
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	350	375	529
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	375	400	705
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	400	425	383
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	425	450	300
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	450	475	122
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	475	500	173
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	500	525	38
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	525	550	84
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	550	575	69
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	575	600	70
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	600	625	32
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	625	650	4
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	650	675	1
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	675	700	64
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	700	725	9
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	725	750	2
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	750	775	5
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	775	800	2
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	800	825	25
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	825	850	2
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	850	875	2
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	875	900	8
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	950	975	1
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	975	1000	1
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	1025	1050	30
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG + Pfam	1100	1125	4
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG only	25	50	18
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG only	50	75	39
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG only	75	100	43
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG only	100	125	123
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG only	125	150	69
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG only	150	175	34
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG only	175	200	12
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG only	200	225	56
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG only	225	250	65
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG only	250	275	52
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG only	275	300	64
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG only	300	325	12
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG only	325	350	32
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG only	350	375	17
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG only	375	400	27
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG only	400	425	55
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG only	425	450	7
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG only	450	475	7
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG only	475	500	31
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG only	500	525	26
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG only	525	550	2
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG only	550	575	1
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG only	575	600	2
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG only	600	625	1
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG only	800	825	4
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG only	875	900	1
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	COG only	1425	1450	1
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	KO + Pfam	50	75	1
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	KO + Pfam	75	100	28
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	KO + Pfam	125	150	1
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	KO + Pfam	150	175	139
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	KO + Pfam	175	200	8
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	KO + Pfam	200	225	3
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	KO + Pfam	225	250	1
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	KO + Pfam	250	275	4
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	KO + Pfam	275	300	29
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	KO + Pfam	300	325	52
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	KO + Pfam	425	450	29
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	KO + Pfam	450	475	4
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	KO only	50	75	2
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	KO only	75	100	28
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	KO only	125	150	1
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	KO only	400	425	28
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	No annotation	25	50	453
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	No annotation	50	75	588
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	No annotation	75	100	478
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	No annotation	100	125	225
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	No annotation	125	150	269
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	No annotation	150	175	222
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	No annotation	175	200	171
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	No annotation	200	225	115
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	No annotation	225	250	74
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	No annotation	250	275	102
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	No annotation	275	300	42
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	No annotation	300	325	36
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	No annotation	325	350	54
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	No annotation	350	375	48
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	No annotation	375	400	27
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	No annotation	400	425	32
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	No annotation	425	450	19
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	No annotation	450	475	15
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	No annotation	475	500	19
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	No annotation	500	525	9
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	No annotation	525	550	13
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	No annotation	550	575	34
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	No annotation	575	600	31
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	No annotation	600	625	4
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	No annotation	625	650	2
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	No annotation	675	700	2
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	No annotation	700	725	3
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	No annotation	1075	1100	1
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	Pfam only	25	50	31
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	Pfam only	50	75	96
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	Pfam only	75	100	148
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	Pfam only	100	125	102
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	Pfam only	125	150	174
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	Pfam only	150	175	82
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	Pfam only	175	200	164
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	Pfam only	200	225	94
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	Pfam only	225	250	97
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	Pfam only	250	275	25
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	Pfam only	275	300	90
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	Pfam only	300	325	55
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	Pfam only	325	350	8
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	Pfam only	350	375	11
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	Pfam only	375	400	4
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	Pfam only	400	425	7
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	Pfam only	425	450	1
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	Pfam only	450	475	3
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	Pfam only	475	500	31
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	Pfam only	500	525	4
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	Pfam only	525	550	23
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	Pfam only	550	575	1
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	Pfam only	575	600	2
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	Pfam only	600	625	3
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	Pfam only	625	650	7
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	Pfam only	650	675	2
SAG	Pelagibacteraceae	Angustipelagibacter	Ia.3.VII	Pfam only	975	1000	1
SAG	Pelagibacteraceae	Atlantikopelagibacter	Ia.3.I	COG + KO	150	175	1
SAG	Pelagibacteraceae	Atlantikopelagibacter	Ia.3.I	COG + KO	200	225	1
SAG	Pelagibacteraceae	Atlantikopelagibacter	Ia.3.I	COG + KO	225	250	1
SAG	Pelagibacteraceae	Atlantikopelagibacter	Ia.3.I	COG + KO	250	275	1
SAG	Pelagibacteraceae	Atlantikopelagibacter	Ia.3.I	COG + KO	275	300	1
SAG	Pelagibacteraceae	Atlantikopelagibacter	Ia.3.I	COG + KO	300	325	1
SAG	Pelagibacteraceae	Atlantikopelagibacter	Ia.3.I	COG + KO	350	375	2
SAG	Pelagibacteraceae	Atlantikopelagibacter	Ia.3.I	COG + KO	675	700	1
SAG	Pelagibacteraceae	Atlantikopelagibacter	Ia.3.I	COG + KO + Pfam	25	50	2
SAG	Pelagibacteraceae	Atlantikopelagibacter	Ia.3.I	COG + KO + Pfam	50	75	12
SAG	Pelagibacteraceae	Atlantikopelagibacter	Ia.3.I	COG + KO + Pfam	75	100	25
SAG	Pelagibacteraceae	Atlantikopelagibacter	Ia.3.I	COG + KO + Pfam	100	125	24
SAG	Pelagibacteraceae	Atlantikopelagibacter	Ia.3.I	COG + KO + Pfam	125	150	36
SAG	Pelagibacteraceae	Atlantikopelagibacter	Ia.3.I	COG + KO + Pfam	150	175	48
SAG	Pelagibacteraceae	Atlantikopelagibacter	Ia.3.I	COG + KO + Pfam	175	200	49
SAG	Pelagibacteraceae	Atlantikopelagibacter	Ia.3.I	COG + KO + Pfam	200	225	40
SAG	Pelagibacteraceae	Atlantikopelagibacter	Ia.3.I	COG + KO + Pfam	225	250	54
