genome_type	family	genus	subclade	annotation_combination	length_bin_start	length_bin_end	n_proteins
Isolate	Fontibacteriaceae	Fontibacterium	IIIb.9	No annotation	75	100	22
Isolate	Fontibacteriaceae	Fontibacterium	IIIb.9	No annotation	100	125	20
Isolate	Fontibacteriaceae	Fontibacterium	IIIb.9	No annotation	125	150	23
Isolate	Fontibacteriaceae	Fontibacterium	IIIb.9	No annotation	150	175	12
Isolate	Fontibacteriaceae	Fontibacterium	IIIb.9	No annotation	175	200	6
Isolate	Fontibacteriaceae	Fontibacterium	IIIb.9	No annotation	200	225	7
Isolate	Fontibacteriaceae	Fontibacterium	IIIb.9	No annotation	225	250	7
Isolate	Fontibacteriaceae	Fontibacterium	IIIb.9	No annotation	250	275	3
Isolate	Fontibacteriaceae	Fontibacterium	IIIb.9	No annotation	275	300	2
Isolate	Fontibacteriaceae	Fontibacterium	IIIb.9	No annotation	300	325	2
Isolate	Fontibacteriaceae	Fontibacterium	IIIb.9	No annotation	325	350	2
Isolate	Fontibacteriaceae	Fontibacterium	IIIb.9	No annotation	400	425	2
Isolate	Fontibacteriaceae	Fontibacterium	IIIb.9	No annotation	450	475	1
Isolate	Fontibacteriaceae	Fontibacterium	IIIb.9	No annotation	475	500	1
Isolate	Fontibacteriaceae	Fontibacterium	IIIb.9	No annotation	550	575	1
Isolate	Fontibacteriaceae	Fontibacterium	IIIb.9	Pfam only	25	50	1
Isolate	Fontibacteriaceae	Fontibacterium	IIIb.9	Pfam only	50	75	13
Isolate	Fontibacteriaceae	Fontibacterium	IIIb.9	Pfam only	75	100	9
Isolate	Fontibacteriaceae	Fontibacterium	IIIb.9	Pfam only	100	125	6
Isolate	Fontibacteriaceae	Fontibacterium	IIIb.9	Pfam only	125	150	13
Isolate	Fontibacteriaceae	Fontibacterium	IIIb.9	Pfam only	150	175	5
Isolate	Fontibacteriaceae	Fontibacterium	IIIb.9	Pfam only	175	200	6
Isolate	Fontibacteriaceae	Fontibacterium	IIIb.9	Pfam only	200	225	9
Isolate	Fontibacteriaceae	Fontibacterium	IIIb.9	Pfam only	225	250	3
Isolate	Fontibacteriaceae	Fontibacterium	IIIb.9	Pfam only	250	275	4
Isolate	Fontibacteriaceae	Fontibacterium	IIIb.9	Pfam only	275	300	3
Isolate	Fontibacteriaceae	Fontibacterium	IIIb.9	Pfam only	300	325	2
Isolate	Fontibacteriaceae	Fontibacterium	IIIb.9	Pfam only	325	350	1
Isolate	Fontibacteriaceae	Fontibacterium	IIIb.9	Pfam only	375	400	3
Isolate	Fontibacteriaceae	Fontibacterium	IIIb.9	Pfam only	400	425	2
Isolate	Fontibacteriaceae	Fontibacterium	IIIb.9	Pfam only	750	775	1
Isolate	Pelagibacteraceae	NA	NA	COG + KO	75	100	1
Isolate	Pelagibacteraceae	NA	NA	COG + KO	200	225	1
Isolate	Pelagibacteraceae	NA	NA	COG + KO	350	375	1
Isolate	Pelagibacteraceae	NA	NA	COG + KO	450	475	1
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	25	50	1
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	50	75	12
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	75	100	26
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	100	125	29
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	125	150	40
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	150	175	48
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	175	200	50
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	200	225	45
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	225	250	50
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	250	275	50
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	275	300	55
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	300	325	44
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	325	350	51
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	350	375	49
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	375	400	28
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	400	425	26
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	425	450	35
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	450	475	31
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	475	500	22
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	500	525	15
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	525	550	10
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	550	575	12
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	575	600	11
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	600	625	10
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	625	650	13
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	650	675	3
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	675	700	7
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	700	725	6
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	725	750	5
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	750	775	1
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	775	800	5
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	800	825	3
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	825	850	3
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	850	875	4
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	875	900	4
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	900	925	3
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	925	950	1
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	950	975	3
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	975	1000	1
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	1000	1025	2
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	1050	1075	1
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	1125	1150	1
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	1350	1375	1
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	1375	1400	1
Isolate	Pelagibacteraceae	NA	NA	COG + KO + Pfam	1500	1525	1
Isolate	Pelagibacteraceae	NA	NA	COG + Pfam	50	75	5
Isolate	Pelagibacteraceae	NA	NA	COG + Pfam	75	100	14
Isolate	Pelagibacteraceae	NA	NA	COG + Pfam	100	125	19
Isolate	Pelagibacteraceae	NA	NA	COG + Pfam	125	150	27
Isolate	Pelagibacteraceae	NA	NA	COG + Pfam	150	175	21
Isolate	Pelagibacteraceae	NA	NA	COG + Pfam	175	200	27
Isolate	Pelagibacteraceae	NA	NA	COG + Pfam	200	225	24
Isolate	Pelagibacteraceae	NA	NA	COG + Pfam	225	250	34
Isolate	Pelagibacteraceae	NA	NA	COG + Pfam	250	275	24
Isolate	Pelagibacteraceae	NA	NA	COG + Pfam	275	300	23
Isolate	Pelagibacteraceae	NA	NA	COG + Pfam	300	325	27
Isolate	Pelagibacteraceae	NA	NA	COG + Pfam	325	350	15
Isolate	Pelagibacteraceae	NA	NA	COG + Pfam	350	375	15
Isolate	Pelagibacteraceae	NA	NA	COG + Pfam	375	400	23
Isolate	Pelagibacteraceae	NA	NA	COG + Pfam	400	425	14
Isolate	Pelagibacteraceae	NA	NA	COG + Pfam	425	450	8
Isolate	Pelagibacteraceae	NA	NA	COG + Pfam	450	475	6
Isolate	Pelagibacteraceae	NA	NA	COG + Pfam	475	500	7
Isolate	Pelagibacteraceae	NA	NA	COG + Pfam	500	525	1
Isolate	Pelagibacteraceae	NA	NA	COG + Pfam	525	550	3
Isolate	Pelagibacteraceae	NA	NA	COG + Pfam	550	575	4
Isolate	Pelagibacteraceae	NA	NA	COG + Pfam	575	600	2
Isolate	Pelagibacteraceae	NA	NA	COG + Pfam	600	625	2
Isolate	Pelagibacteraceae	NA	NA	COG + Pfam	675	700	2
Isolate	Pelagibacteraceae	NA	NA	COG + Pfam	700	725	1
Isolate	Pelagibacteraceae	NA	NA	COG + Pfam	725	750	1
Isolate	Pelagibacteraceae	NA	NA	COG + Pfam	750	775	1
Isolate	Pelagibacteraceae	NA	NA	COG + Pfam	800	825	1
Isolate	Pelagibacteraceae	NA	NA	COG + Pfam	825	850	1
Isolate	Pelagibacteraceae	NA	NA	COG + Pfam	1025	1050	1
Isolate	Pelagibacteraceae	NA	NA	COG only	50	75	4
Isolate	Pelagibacteraceae	NA	NA	COG only	100	125	4
Isolate	Pelagibacteraceae	NA	NA	COG only	125	150	3
Isolate	Pelagibacteraceae	NA	NA	COG only	150	175	2
Isolate	Pelagibacteraceae	NA	NA	COG only	175	200	4
Isolate	Pelagibacteraceae	NA	NA	COG only	200	225	1
Isolate	Pelagibacteraceae	NA	NA	COG only	225	250	1
Isolate	Pelagibacteraceae	NA	NA	COG only	250	275	5
Isolate	Pelagibacteraceae	NA	NA	COG only	275	300	2
Isolate	Pelagibacteraceae	NA	NA	COG only	300	325	1
Isolate	Pelagibacteraceae	NA	NA	COG only	350	375	1
Isolate	Pelagibacteraceae	NA	NA	COG only	375	400	1
Isolate	Pelagibacteraceae	NA	NA	COG only	425	450	1
Isolate	Pelagibacteraceae	NA	NA	COG only	475	500	1
Isolate	Pelagibacteraceae	NA	NA	KO + Pfam	75	100	1
Isolate	Pelagibacteraceae	NA	NA	KO + Pfam	150	175	3
Isolate	Pelagibacteraceae	NA	NA	KO + Pfam	250	275	1
Isolate	Pelagibacteraceae	NA	NA	KO + Pfam	275	300	3
Isolate	Pelagibacteraceae	NA	NA	KO + Pfam	300	325	2
Isolate	Pelagibacteraceae	NA	NA	KO only	150	175	1
Isolate	Pelagibacteraceae	NA	NA	No annotation	25	50	16
Isolate	Pelagibacteraceae	NA	NA	No annotation	50	75	28
Isolate	Pelagibacteraceae	NA	NA	No annotation	75	100	16
Isolate	Pelagibacteraceae	NA	NA	No annotation	100	125	9
Isolate	Pelagibacteraceae	NA	NA	No annotation	125	150	9
Isolate	Pelagibacteraceae	NA	NA	No annotation	150	175	11
Isolate	Pelagibacteraceae	NA	NA	No annotation	175	200	15
Isolate	Pelagibacteraceae	NA	NA	No annotation	200	225	4
Isolate	Pelagibacteraceae	NA	NA	No annotation	225	250	5
Isolate	Pelagibacteraceae	NA	NA	No annotation	250	275	4
Isolate	Pelagibacteraceae	NA	NA	No annotation	300	325	3
Isolate	Pelagibacteraceae	NA	NA	No annotation	325	350	3
Isolate	Pelagibacteraceae	NA	NA	No annotation	350	375	1
Isolate	Pelagibacteraceae	NA	NA	No annotation	400	425	1
Isolate	Pelagibacteraceae	NA	NA	No annotation	450	475	1
Isolate	Pelagibacteraceae	NA	NA	No annotation	475	500	2
Isolate	Pelagibacteraceae	NA	NA	No annotation	500	525	1
Isolate	Pelagibacteraceae	NA	NA	No annotation	525	550	1
Isolate	Pelagibacteraceae	NA	NA	No annotation	550	575	2
Isolate	Pelagibacteraceae	NA	NA	No annotation	575	600	1
Isolate	Pelagibacteraceae	NA	NA	No annotation	875	900	1
Isolate	Pelagibacteraceae	NA	NA	Pfam only	50	75	3
Isolate	Pelagibacteraceae	NA	NA	Pfam only	75	100	4
Isolate	Pelagibacteraceae	NA	NA	Pfam only	100	125	3
Isolate	Pelagibacteraceae	NA	NA	Pfam only	125	150	6
Isolate	Pelagibacteraceae	NA	NA	Pfam only	150	175	5
Isolate	Pelagibacteraceae	NA	NA	Pfam only	175	200	6
Isolate	Pelagibacteraceae	NA	NA	Pfam only	200	225	4
Isolate	Pelagibacteraceae	NA	NA	Pfam only	225	250	5
Isolate	Pelagibacteraceae	NA	NA	Pfam only	250	275	2
Isolate	Pelagibacteraceae	NA	NA	Pfam only	275	300	1
Isolate	Pelagibacteraceae	NA	NA	Pfam only	300	325	2
Isolate	Pelagibacteraceae	NA	NA	Pfam only	450	475	1
Isolate	Pelagibacteraceae	NA	NA	Pfam only	500	525	1
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO	150	175	1
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO	200	225	3
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO	250	275	1
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO	275	300	1
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO	300	325	1
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO	325	350	2
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO	350	375	2
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO	375	400	1
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO	425	450	1
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO	450	475	2
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO	700	725	1
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO	875	900	1
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO	900	925	1
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	25	50	4
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	50	75	23
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	75	100	53
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	100	125	53
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	125	150	84
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	150	175	100
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	175	200	103
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	200	225	73
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	225	250	113
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	250	275	111
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	275	300	110
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	300	325	100
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	325	350	109
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	350	375	88
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	375	400	65
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	400	425	55
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	425	450	85
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	450	475	56
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	475	500	48
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	500	525	34
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	525	550	17
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	550	575	20
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	575	600	25
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	600	625	20
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	625	650	21
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	650	675	7
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	675	700	18
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	700	725	8
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	725	750	12
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	750	775	3
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	775	800	7
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	800	825	7
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	825	850	7
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	850	875	6
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	875	900	11
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	900	925	6
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	925	950	3
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	950	975	6
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	975	1000	3
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	1000	1025	4
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	1025	1050	2
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	1050	1075	2
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	1125	1150	2
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	1350	1375	2
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	1375	1400	3
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	1450	1475	1
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	1475	1500	1
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + KO + Pfam	1500	1525	3
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + Pfam	50	75	5
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + Pfam	75	100	32
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + Pfam	100	125	40
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + Pfam	125	150	54
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + Pfam	150	175	38
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + Pfam	175	200	48
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + Pfam	200	225	50
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + Pfam	225	250	53
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + Pfam	250	275	59
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + Pfam	275	300	48
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + Pfam	300	325	65
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + Pfam	325	350	46
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + Pfam	350	375	39
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + Pfam	375	400	47
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + Pfam	400	425	28
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + Pfam	425	450	19
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + Pfam	450	475	6
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + Pfam	475	500	8
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + Pfam	500	525	5
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + Pfam	525	550	7
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + Pfam	550	575	9
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + Pfam	575	600	7
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + Pfam	600	625	1
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + Pfam	625	650	1
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + Pfam	650	675	1
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + Pfam	675	700	5
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + Pfam	700	725	3
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + Pfam	725	750	1
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + Pfam	750	775	2
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + Pfam	775	800	1
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + Pfam	800	825	1
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + Pfam	825	850	1
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + Pfam	900	925	1
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + Pfam	1125	1150	1
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG + Pfam	2000	NA	1
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG only	25	50	2
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG only	50	75	1
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG only	75	100	2
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG only	100	125	9
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG only	125	150	7
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG only	150	175	6
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG only	175	200	2
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG only	200	225	7
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG only	225	250	6
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG only	250	275	8
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG only	275	300	2
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG only	300	325	2
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG only	325	350	2
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG only	350	375	2
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG only	375	400	4
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG only	400	425	2
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG only	475	500	1
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG only	500	525	1
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	COG only	1125	1150	1
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	KO + Pfam	50	75	1
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	KO + Pfam	75	100	2
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	KO + Pfam	150	175	8
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	KO + Pfam	225	250	1
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	KO + Pfam	250	275	1
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	KO + Pfam	275	300	1
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	KO + Pfam	300	325	4
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	KO + Pfam	675	700	1
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	KO only	75	100	2
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	KO only	225	250	1
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	No annotation	25	50	25
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	No annotation	50	75	49
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	No annotation	75	100	28
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	No annotation	100	125	22
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	No annotation	125	150	17
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	No annotation	150	175	20
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	No annotation	175	200	21
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	No annotation	200	225	7
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	No annotation	225	250	6
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	No annotation	250	275	6
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	No annotation	275	300	6
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	No annotation	300	325	6
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	No annotation	325	350	4
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	No annotation	350	375	6
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	No annotation	375	400	2
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	No annotation	400	425	2
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	No annotation	425	450	2
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	No annotation	450	475	2
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	No annotation	525	550	3
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	No annotation	550	575	3
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	No annotation	575	600	3
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	No annotation	675	700	1
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	Pfam only	25	50	2
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	Pfam only	50	75	6
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	Pfam only	75	100	7
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	Pfam only	100	125	7
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	Pfam only	125	150	13
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	Pfam only	150	175	4
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	Pfam only	175	200	12
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	Pfam only	200	225	5
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	Pfam only	225	250	7
Isolate	Pelagibacteraceae	Accedentipelagibacter	Ia.3.IV	Pfam only	250	275	3
