1837	2065	2
1841	2020	1
1841	2065	2
1843	1873	1
1843	1896	1
1843	2109	1
1866	2253	3
1872	1969	2
1873	1896	7
1873	1908	2
1873	1924	1
1873	1979	2
1873	2107	1
1873	2109	1
1873	2233	1
1882	2257	2
1883	1999	3
1883	2257	1
1888	1889	3
1896	1908	2
1896	1924	1
1896	1979	2
1896	2107	1
1896	2109	1
1896	2233	2
1908	2019	2
1908	2024	2
1908	2025	2
1908	2030	2
1908	2211	1
1908	2219	2
1908	2221	1
1908	2223	3
1924	1978	1
1924	1979	2
1924	2107	1
1926	2109	1
1927	1979	3
1927	2078	4
1932	2035	1
1932	2109	2
1979	2078	2
1979	2107	1
1979	2233	1
1984	2109	1
1984	2230	1
1985	2230	1
2012	2019	1
2012	2031	1
2014	2135	5
2014	2207	2
2014	2215	3
2014	2221	1
2018	2022	3
2018	2031	1
2018	2035	1
2019	2024	1
2019	2025	1
2019	2030	1
2019	2219	2
2019	2221	1
2019	2223	1
2020	2031	1
2022	2025	1
2022	2035	2
2022	2058	1
2022	2221	1
2022	2223	1
2022	2233	1
2024	2025	3
2024	2030	2
2024	2211	1
2024	2219	1
2024	2221	1
2024	2223	3
2025	2030	3
2025	2211	2
2025	2219	1
2025	2221	1
2025	2223	5
2030	2211	1
2030	2219	1
2030	2221	1
2030	2223	3
2035	2221	1
2058	2223	1
2058	2233	2
2081	2085	2
2109	2230	1
2118	2128	1
2118	2213	2
2120	2158	3
2120	2224	3
2120	2233	3
2135	2207	2
2135	2215	3
2135	2221	1
2158	2207	1
2158	2224	5
2158	2233	6
2207	2215	2
2207	2221	1
2207	2224	1
2207	2233	1
2211	2223	3
2213	2224	2
2213	2233	2
2215	2221	1
2219	2221	1
2219	2223	1
2221	2223	1
2224	2233	7
