genome	Subclade	Family	Genus	Species	Subclade_assignment_source	Family_assignment_source	Genus_assignment_source	Species_assignment_source
AG-917-B07	Ib.4.N8	Pelagibacteraceae	Medipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-920-L19	Ib.4.N8	Pelagibacteraceae	Medipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AH-324-B10	Ib.4.N8	Pelagibacteraceae	Medipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-430-F16	Ib.4.N9	Pelagibacteraceae	Amplipelagibacter	globalis	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains
AG-430-J04	NA	NA	NA	NA	NA	NA	NA	NA
AG-907-E04	Ib.2.N9	Pelagibacteraceae	Amplipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-914-A09	Ib.2.N9	Pelagibacteraceae	Amplipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-453-K22	NA	NA	NA	NA	NA	NA	NA	NA
AG-916-O13	Ib.2.N9	Pelagibacteraceae	Amplipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-903-K07	Ib.2.N9	Pelagibacteraceae	Amplipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-325-C21	NA	NA	NA	NA	NA	NA	NA	NA
SAG-MED15	NA	NA	NA	NA	NA	NA	NA	NA
AG-422-N15	NA	NA	NA	NA	NA	NA	NA	NA
AG-349-I05	Ib.N11	Pelagibacteraceae	Rubripelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-430-I18	Ib.N11	Pelagibacteraceae	Rubripelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-914-L20	NA	NA	NA	NA	NA	NA	NA	NA
AH-324-E14	NA	NA	NA	NA	NA	NA	NA	NA
AG-911-N14	Ib.N11	Pelagibacteraceae	Rubripelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-414-E02	Ic	Mesopelagibacteraceae	Mesopelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
ARS1	NA	NA	NA	NA	NA	NA	NA	NA
MED605	NA	NA	NA	NA	NA	NA	NA	NA
AG-343-E17	II	Cosmipelagibacteraceae	Anoxypelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-439-C08	NA	NA	NA	NA	NA	NA	NA	NA
AG-414-B15	II	Cosmipelagibacteraceae	Anoxypelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-365-B19	NA	NA	NA	NA	NA	NA	NA	NA
AG-426-O05	II	Cosmipelagibacteraceae	Anoxypelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-422-A21	NA	NA	NA	NA	NA	NA	NA	NA
AG-426-I15	II	Cosmipelagibacteraceae	Anoxypelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-430-F03	II	Cosmipelagibacteraceae	Anoxypelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-325-E20	II	Cosmipelagibacteraceae	Anoxypelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-904-F11	NA	NA	NA	NA	NA	NA	NA	NA
AG-920-L07	II	Cosmipelagibacteraceae	Anoxypelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-422-L15	II	Cosmipelagibacteraceae	Anoxypelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-916-D16	NA	NA	NA	NA	NA	NA	NA	NA
AG-912-D10	II	Cosmipelagibacteraceae	Anoxypelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-916-G03	NA	NA	NA	NA	NA	NA	NA	NA
MED-G40	NA	NA	NA	NA	NA	NA	NA	NA
AG-313-A04	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-918-N23	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
HIMB058	II	Cosmipelagibacteraceae	Cosmipelagibacter	regressus	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains
AG-422-F15	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-453-G04	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-891-O15	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-917-F18	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AH-287-C13	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-910-G11	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-919-F21	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-917-K20	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
SAG-MED28	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-337-E15	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-911-G13	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-913-I06	NA	NA	NA	NA	NA	NA	NA	NA
AG-914-J05	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-918-M15	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-919-M05	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-912-P19	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-916-E17	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-914-N11	NA	NA	NA	NA	NA	NA	NA	NA
AH-321-I23	NA	NA	NA	NA	NA	NA	NA	NA
AG-422-K17	NA	NA	NA	NA	NA	NA	NA	NA
AG-913-I14	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-903-M21	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AH-287-E19	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-917-E14	NA	NA	NA	NA	NA	NA	NA	NA
AG-919-I13	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-899-E14	NA	NA	NA	NA	NA	NA	NA	NA
AG-914-I16	NA	NA	NA	NA	NA	NA	NA	NA
AG-325-E13	NA	NA	NA	NA	NA	NA	NA	NA
AG-390-C22	NA	NA	NA	NA	NA	NA	NA	NA
AG-390-M15	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
SAG-MED05	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-461-E04	II	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-337-G11	Ia.4.N3	Pelagibacteraceae	Proventipelagibacter	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome	NA
AG-894-K15	NA	NA	NA	NA	NA	NA	NA	NA
AAA795-D22	NA	NA	NA	NA	NA	NA	NA	NA
AG-447-O23	NA	NA	NA	NA	NA	NA	NA	NA
AG-426-P08	NA	NA	NA	NA	NA	NA	NA	NA
AH-321-N11	NA	NA	NA	NA	NA	NA	NA	NA
AH-324-K07	NA	NA	NA	NA	NA	NA	NA	NA
AG-390-O04	NA	NA	NA	NA	NA	NA	NA	NA
AG-325-C18	NA	NA	NA	NA	NA	NA	NA	NA
AG-359-P18	NA	NA	NA	NA	NA	NA	NA	NA
SAG-MED13	NA	NA	NA	NA	NA	NA	NA	NA
AG-325-L02	NA	NA	NA	NA	NA	NA	NA	NA
SAG-MED47	NA	NA	NA	NA	NA	NA	NA	NA
AG-325-L05	NA	NA	NA	NA	NA	NA	NA	NA
AG-390-M07	NA	NA	NA	NA	NA	NA	NA	NA
SAG-MED01	NA	NA	NA	NA	NA	NA	NA	NA
AG-333-D08	NA	NA	NA	NA	NA	NA	NA	NA
AG-447-N08	NA	NA	NA	NA	NA	NA	NA	NA
AG-410-L19	NA	NA	NA	NA	NA	NA	NA	NA
AG-447-K09	NA	NA	NA	NA	NA	NA	NA	NA
AG-359-F04	NA	NA	NA	NA	NA	NA	NA	NA
AG-426-I10	NA	NA	NA	NA	NA	NA	NA	NA
AG-410-K05	NA	NA	NA	NA	NA	NA	NA	NA
AG-892-C18	NA	NA	NA	NA	NA	NA	NA	NA
AG-914-L04	NA	NA	NA	NA	NA	NA	NA	NA
AG-447-L14	NA	NA	NA	NA	NA	NA	NA	NA
AG-893-P10	NA	NA	NA	NA	NA	NA	NA	NA
AG-325-G21	NA	NA	NA	NA	NA	NA	NA	NA
AG-430-G11	NA	NA	NA	NA	NA	NA	NA	NA
AG-916-J11	NA	NA	NA	NA	NA	NA	NA	NA
AG-913-C02	NA	NA	NA	NA	NA	NA	NA	NA
AG-390-G13	NA	NA	NA	NA	NA	NA	NA	NA
AG-439-C18	NA	NA	NA	NA	NA	NA	NA	NA
AG-333-K06	NA	NA	NA	NA	NA	NA	NA	NA
AG-430-J21	NA	NA	NA	NA	NA	NA	NA	NA
AG-892-K09	NA	NA	NA	NA	NA	NA	NA	NA
AG-895-G15	NA	NA	NA	NA	NA	NA	NA	NA
AG-414-B08	NA	NA	NA	NA	NA	NA	NA	NA
AG-439-B12	NA	NA	NA	NA	NA	NA	NA	NA
AG-439-E23	NA	NA	NA	NA	NA	NA	NA	NA
AG-426-C04	NA	NA	NA	NA	NA	NA	NA	NA
AG-439-G19	NA	NA	NA	NA	NA	NA	NA	NA
AG-905-E11	NA	NA	NA	NA	NA	NA	NA	NA
AG-913-O18	NA	NA	NA	NA	NA	NA	NA	NA
AG-426-K09	NA	NA	NA	NA	NA	NA	NA	NA
AG-447-N21	NA	NA	NA	NA	NA	NA	NA	NA
AG-404-J20	NA	NA	NA	NA	NA	NA	NA	NA
AG-898-P13	NA	NA	NA	NA	NA	NA	NA	NA
AG-920-I23	NA	NA	NA	NA	NA	NA	NA	NA
AG-404-B04	NA	NA	NA	NA	NA	NA	NA	NA
AG-333-N15	NA	NA	NA	NA	NA	NA	NA	NA
AG-365-L04	NA	NA	NA	NA	NA	NA	NA	NA
AG-365-O14	NA	NA	NA	NA	NA	NA	NA	NA
AG-404-O05	NA	NA	NA	NA	NA	NA	NA	NA
AG-430-K07	NA	NA	NA	NA	NA	NA	NA	NA
AG-892-L05	NA	NA	NA	NA	NA	NA	NA	NA
AG-414-L04	NA	NA	NA	NA	NA	NA	NA	NA
AG-464-P13	NA	NA	NA	NA	NA	NA	NA	NA
AG-404-O18	NA	NA	NA	NA	NA	NA	NA	NA
AG-430-B09	NA	NA	NA	NA	NA	NA	NA	NA
AG-430-A11	NA	NA	NA	NA	NA	NA	NA	NA
HIMB109	NA	Fontibacteriaceae	Elongatipelagibacter	longiformis	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome
HIMB114	NA	Fontibacteriaceae	Elongatipelagibacter	longiformis	NA	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains
HIMB1517	NA	Fontibacteriaceae	Elongatipelagibacter	longiformis	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome
HIMB1565	NA	Fontibacteriaceae	Elongatipelagibacter	longiformis	NA	Freel et al. 2025 used genome	Freel et al. 2025 used genome	Freel et al. 2025 used genome
LSUCC0530	NA	Fontibacteriaceae	Fontibacterium	commune	NA	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains	Freel et al. 2025 Type Strains
