Orthogroup,COG_ID,COG_NAME,Specific_COG_Count,Rate
OG0002632,COG4974,Site-specific tyrosine recombinase XerD,10,0.9090909090909091
OG0002632,COG0582,"Integrase/recombinase, includes phage integrase",1,0.09090909090909091
