Orthogroup,COG_ID,COG_NAME,Specific_COG_Count,Rate
OG0000309,COG0491,"Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II",503,0.9940711462450593
OG0000309,NA,No Annotation,3,0.005928853754940711
