Orthogroup,COG_ID,COG_NAME,Specific_COG_Count,Rate
OG0000097,COG1131,Ribosome-associated ATPase or ATPase component of an ABC-type multidrug transport system,543,0.9963302752293578
OG0000097,COG1132,"ABC-type multidrug and LPS transport system, ATPase and permease component MsbA",1,0.001834862385321101
OG0000097,NA,No Annotation,1,0.001834862385321101
