Orthogroup,COG_ID,COG_NAME,Specific_COG_Count,Rate
OG0001205,NA,No Annotation,150,0.704225352112676
OG0001205,COG4122,tRNA 5-hydroxyU34 O-methylase TrmR/YrrM,23,0.107981220657277
OG0001205,COG2227,"2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase",13,0.06103286384976526
OG0001205,COG2226,Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG or 23S rRNA G745 methylase RmlAII or tRNA-U5 methylase TRM9,10,0.046948356807511735
OG0001205,COG0500,SAM-dependent methyltransferase SmtA (CmoB moved to COG2228),7,0.03286384976525822
OG0001205,COG0526,Thiol-disulfide isomerase or thioredoxin,3,0.014084507042253521
OG0001205,COG0275,16S rRNA C1402 N4-methylase RsmH,1,0.004694835680751174
OG0001205,COG0293,23S rRNA U2552 or 16S rRNA-U1369 or eukaryotic tRNA-C32/G34 (ribose-2'-O)-methylase RlmE/FtsJ/TRM7,1,0.004694835680751174
OG0001205,COG1221,Transcriptional regulators containing sigma54-interacting ATPase domain,1,0.004694835680751174
OG0001205,COG1341,"Polynucleotide 5'-kinase, involved in rRNA processing",1,0.004694835680751174
OG0001205,COG2890,Methylase of polypeptide chain release factors,1,0.004694835680751174
OG0001205,COG3510,"Rhamnose/hydroxycephalosporin O-methyltransferase, CmcI/Rv2959c family",1,0.004694835680751174
OG0001205,COG4106,Trans-aconitate methyltransferase,1,0.004694835680751174
