OG_ID	ko_best	ko_best_definition	ko_support	n_genes	ko_rate
OG0002045	K07474	phage terminase small subunit	22	22	1
OG0002049	K07090	uncharacterized protein	22	22	1
OG0002051	K04030	ethanolamine utilization protein EutQ	22	22	1
OG0002058	K01079	phosphoserine phosphatase [EC:3.1.3.3]	22	22	1
OG0002060	K01921	D-alanine-D-alanine ligase [EC:6.3.2.4]	22	22	1
OG0002064	K06400	site-specific DNA recombinase	1	21	0.047619047619047616
OG0002064	K14060	putative DNA-invertase from lambdoid prophage Rac	1	21	0.047619047619047616
OG0002068	K06938	uncharacterized protein	21	21	1
OG0002074	K07003	uncharacterized protein	20	21	0.9523809523809523
OG0002075	K01610	phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]	21	21	1
OG0002077	K25227	linear primary-alkylsulfatase [EC:3.1.6.21]	18	21	0.8571428571428571
OG0002078	K02167	TetR/AcrR family transcriptional regulator, transcriptional repressor of bet genes	20	21	0.9523809523809523
OG0002079	K18979	epoxyqueuosine reductase [EC:1.17.99.6]	21	21	1
OG0002081	K00784	ribonuclease Z [EC:3.1.26.11]	21	21	1
OG0002087	K09019	3-hydroxypropanoate dehydrogenase [EC:1.1.1.-]	21	21	1
OG0002088	K09989	uncharacterized protein	21	21	1
OG0002089	K10947	PadR family transcriptional regulator, regulatory protein PadR	20	21	0.9523809523809523
OG0002092	K00949	thiamine pyrophosphokinase [EC:2.7.6.2]	21	21	1
OG0002098	K02860	16S rRNA processing protein RimM	21	21	1
OG0002102	K01880	glycyl-tRNA synthetase [EC:6.1.1.14]	21	21	1
OG0002105	K07568	S-adenosylmethionine:tRNA ribosyltransferase-isomerase [EC:2.4.99.17]	20	21	0.9523809523809523
OG0002106	K01607	4-carboxymuconolactone decarboxylase [EC:4.1.1.44]	21	21	1
OG0002107	K03824	putative acetyltransferase [EC:2.3.1.-]	19	21	0.9047619047619048
OG0002115	K03707	thiaminase (transcriptional activator TenA) [EC:3.5.99.2]	1	21	0.047619047619047616
OG0002116	K15977	putative oxidoreductase	21	21	1
OG0002119	K21430	aldose sugar dehydrogenase [EC:1.1.5.-]	20	20	1
OG0002126	K15383	MtN3 and saliva related transmembrane protein	19	20	0.95
OG0002130	K07263	zinc protease [EC:3.4.24.-]	19	20	0.95
OG0002136	K06977	uncharacterized protein	20	20	1
OG0002137	K07107	acyl-CoA thioester hydrolase [EC:3.1.2.-]	4	20	0.2
OG0002145	K21053	adenine deaminase [EC:3.5.4.2]	19	20	0.95
OG0002148	K07794	putative tricarboxylic transport membrane protein	16	20	0.8
OG0002154	K16904	dCTP diphosphatase [EC:3.6.1.12]	20	20	1
OG0002155	K00643	5-aminolevulinate synthase [EC:2.3.1.37]	20	20	1
OG0002156	K25365	guanidinobutyrase / D-arginase [EC:3.5.3.7 3.5.3.10]	19	19	1
OG0002181	K12351	sphingomyelin phosphodiesterase 2 [EC:3.1.4.12]	1	19	0.05263157894736842
OG0002181	K19619	tyrosyl-DNA phosphodiesterase 2 [EC:3.1.4.-]	5	19	0.2631578947368421
OG0002186	K08351	biotin/methionine sulfoxide reductase [EC:1.-.-.-]	18	19	0.9473684210526315
OG0002189	K07112	uncharacterized protein	19	19	1
OG0002196	K11690	C4-dicarboxylate transporter, DctM subunit	17	18	0.9444444444444444
OG0002199	K01997	branched-chain amino acid transport system permease protein	18	18	1
OG0002201	K01174	micrococcal nuclease [EC:3.1.31.1]	18	18	1
OG0002213	K04090	indolepyruvate ferredoxin oxidoreductase [EC:1.2.7.8]	18	18	1
OG0002217	K02063	thiamine transport system permease protein	4	18	0.2222222222222222
OG0002221	K00799	glutathione S-transferase [EC:2.5.1.18]	18	18	1
OG0002222	K12542	membrane fusion protein, adhesin transport system	8	18	0.4444444444444444
OG0002226	K11751	5'-nucleotidase / UDP-sugar diphosphatase [EC:3.1.3.5 3.6.1.45]	16	18	0.8888888888888888
OG0002234	K03040	DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]	9	18	0.5
OG0002235	K14136	decaprenyl-phosphate phosphoribosyltransferase [EC:2.4.2.45]	13	18	0.7222222222222222
OG0002237	K07243	high-affinity iron transporter	18	18	1
OG0002238	K03821	poly[(R)-3-hydroxyalkanoate] polymerase subunit PhaC [EC:2.3.1.304]	18	18	1
OG0002244	K17218	sulfide:quinone oxidoreductase [EC:1.8.5.4]	17	17	1
OG0002248	K07270	glycosyl transferase, family 25	1	17	0.058823529411764705
OG0002252	K02064	thiamine transport system substrate-binding protein	17	17	1
OG0002253	K03665	GTPase	17	17	1
OG0002270	K01057	6-phosphogluconolactonase [EC:3.1.1.31]	7	16	0.4375
OG0002276	K12536	ATP-binding cassette, subfamily C, type I secretion system permease/ATPase	1	16	0.0625
OG0002282	K13283	ferrous-iron efflux pump FieF	16	16	1
OG0002287	K03208	putative colanic acid biosynthesis glycosyltransferase WcaI	2	16	0.125
OG0002288	K13821	RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]	16	16	1
OG0002290	K06118	UDP-sulfoquinovose synthase [EC:3.13.1.1]	14	15	0.9333333333333333
OG0002296	K19294	alginate O-acetyltransferase complex protein AlgI	14	15	0.9333333333333333
OG0002297	K06915	DNA double-strand break repair helicase HerA and related ATPase	15	15	1
OG0002300	K13583	GcrA cell cycle regulator	1	15	0.06666666666666667
OG0002322	K00297	methylenetetrahydrofolate reductase (NADH) [EC:1.5.1.54]	15	15	1
OG0002324	K01174	micrococcal nuclease [EC:3.1.31.1]	13	14	0.9285714285714286
OG0002333	K07454	putative restriction endonuclease	13	14	0.9285714285714286
OG0002353	K19170	DNA sulfur modification protein DndC	9	14	0.6428571428571429
OG0002355	K09143	uncharacterized protein	13	14	0.9285714285714286
OG0002372	K07735	putative transcriptional regulator	13	13	1
OG0002387	K07136	uncharacterized protein	13	13	1
OG0002389	K18981	uronate dehydrogenase [EC:1.1.1.203]	2	12	0.16666666666666666
OG0002390	K19715	8-amino-3,8-dideoxy-alpha-D-manno-octulosonate transaminase [EC:2.6.1.109]	2	12	0.16666666666666666
OG0002419	K06909	phage terminase large subunit	12	12	1
OG0002422	K06077	outer membrane lipoprotein SlyB	12	12	1
OG0002427	K01455	formamidase [EC:3.5.1.49]	7	12	0.5833333333333334
OG0002431	K14673	putative monooxygenase	1	12	0.08333333333333333
OG0002435	K07115	23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]	12	12	1
OG0002437	K06886	hemoglobin	9	12	0.75
OG0002439	K01560	2-haloacid dehalogenase [EC:3.8.1.2]	4	12	0.3333333333333333
OG0002444	K03687	molecular chaperone GrpE	1	11	0.09090909090909091
OG0002445	K07454	putative restriction endonuclease	1	11	0.09090909090909091
OG0002456	K02495	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	11	11	1
OG0002458	K13075	N-acyl homoserine lactone hydrolase [EC:3.1.1.81]	10	11	0.9090909090909091
OG0002462	K07192	flotillin	8	11	0.7272727272727273
OG0002463	K04096	DNA processing protein	5	11	0.45454545454545453
OG0002467	K01505	1-aminocyclopropane-1-carboxylate deaminase [EC:3.5.99.7]	8	11	0.7272727272727273
OG0002467	K17950	L-cysteate sulfo-lyase [EC:4.4.1.25]	1	11	0.09090909090909091
OG0002477	K15515	sulfoacetaldehyde dehydrogenase [EC:1.2.1.81]	9	11	0.8181818181818182
OG0002481	K11924	DtxR family transcriptional regulator, manganese transport regulator	11	11	1
OG0002488	K01735	3-dehydroquinate synthase [EC:4.2.3.4]	10	10	1
OG0002495	K15255	ATP-dependent DNA helicase PIF1 [EC:5.6.2.3]	10	10	1
OG0002501	K01425	glutaminase [EC:3.5.1.2]	10	10	1
OG0002528	K00957	sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]	10	10	1
OG0002529	K06998	trans-2,3-dihydro-3-hydroxyanthranilate isomerase [EC:5.3.3.17]	10	10	1
OG0002535	K08640	zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]	7	10	0.7
OG0002542	K09022	2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]	10	10	1
OG0002554	K09791	uncharacterized protein	10	10	1
OG0002558	K09007	GTP cyclohydrolase IB [EC:3.5.4.16]	1	9	0.1111111111111111
OG0002559	K05303	O-methyltransferase [EC:2.1.1.-]	1	9	0.1111111111111111
OG0002573	K07458	DNA mismatch endonuclease, patch repair protein [EC:3.1.-.-]	9	9	1
OG0002581	K08097	phosphosulfolactate synthase [EC:4.4.1.19]	7	9	0.7777777777777778
OG0002585	K01406	serralysin [EC:3.4.24.40]	3	9	0.3333333333333333
OG0002605	K01638	malate synthase [EC:2.3.3.9]	9	9	1
OG0002618	K20151	alpha(1,3/1,4) fucosyltransferase [EC:2.4.1.65 2.4.1.152]	2	9	0.2222222222222222
OG0002645	K19169	DNA sulfur modification protein DndB	9	9	1
OG0002646	K19171	DNA sulfur modification protein DndD	9	9	1
OG0002647	K19172	DNA sulfur modification protein DndE	9	9	1
OG0002649	K13283	ferrous-iron efflux pump FieF	9	9	1
OG0002652	K01735	3-dehydroquinate synthase [EC:4.2.3.4]	8	8	1
OG0002653	K01174	micrococcal nuclease [EC:3.1.31.1]	8	8	1
OG0002668	K07038	inner membrane protein	2	8	0.25
OG0002671	K03760	lipid A ethanolaminephosphotransferase [EC:2.7.8.43]	7	8	0.875
OG0002692	K01953	asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]	2	8	0.25
OG0002702	K03088	RNA polymerase sigma-70 factor, ECF subfamily	8	8	1
OG0002736	K08738	cytochrome c	8	8	1
OG0002738	K07794	putative tricarboxylic transport membrane protein	8	8	1
OG0002744	K07092	uncharacterized protein	7	8	0.875
OG0002745	K08995	putative membrane protein	4	8	0.5
OG0002750	K07086	uncharacterized protein	8	8	1
OG0002752	K22737	erythrin-vacuolar iron transport family protein	8	8	1
OG0002754	K03549	KUP system potassium uptake protein	8	8	1
OG0002755	K09953	lipid A 3-O-deacylase [EC:3.1.1.-]	8	8	1
OG0002758	K07262	serine-type D-Ala-D-Ala endopeptidase (penicillin-binding protein 7) [EC:3.4.21.-]	8	8	1
OG0002759	K03973	phage shock protein C	8	8	1
OG0002764	K00799	glutathione S-transferase [EC:2.5.1.18]	3	8	0.375
OG0002766	K07090	uncharacterized protein	8	8	1
OG0002770	K09005	uncharacterized protein	8	8	1
OG0002777	K21395	TRAP-type transport system periplasmic protein	7	7	1
OG0002840	K02575	MFS transporter, NNP family, nitrate/nitrite transporter	3	7	0.42857142857142855
OG0002843	K15735	GntR family transcriptional regulator, carbon starvation induced regulator	3	7	0.42857142857142855
OG0002844	K03192	urease accessory protein	7	7	1
OG0002845	K01070	S-formylglutathione hydrolase [EC:3.1.2.12]	7	7	1
OG0002847	K06973	uncharacterized protein	7	7	1
OG0002862	K19670	phosphonoacetate hydrolase [EC:3.11.1.2]	7	7	1
OG0002871	K07052	CAAX protease family protein	1	7	0.14285714285714285
OG0002874	K25365	guanidinobutyrase / D-arginase [EC:3.5.3.7 3.5.3.10]	6	6	1
OG0002875	K01118	FMN-dependent NADH-azoreductase [EC:1.7.1.17]	6	6	1
OG0002894	K00075	UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]	2	6	0.3333333333333333
OG0002896	K15896	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase [EC:2.3.1.202]	1	6	0.16666666666666666
OG0002900	K07448	restriction system protein	6	6	1
OG0002903	K01156	type III restriction enzyme [EC:3.1.21.5]	5	6	0.8333333333333334
OG0002910	K02050	NitT/TauT family transport system permease protein	6	6	1
OG0002911	K02051	NitT/TauT family transport system substrate-binding protein	1	6	0.16666666666666666
OG0002923	K00053	ketol-acid reductoisomerase [EC:1.1.1.86]	1	6	0.16666666666666666
OG0002931	K07130	arylformamidase [EC:3.5.1.9]	6	6	1
OG0002962	K07220	uncharacterized protein	6	6	1
OG0002976	K19169	DNA sulfur modification protein DndB	1	6	0.16666666666666666
OG0002987	K01118	FMN-dependent NADH-azoreductase [EC:1.7.1.17]	5	5	1
OG0003006	K03658	DNA helicase IV [EC:5.6.2.4]	4	5	0.8
OG0003017	K00613	glycine amidinotransferase [EC:2.1.4.1]	5	5	1
OG0003026	K03746	DNA-binding protein H-NS	2	5	0.4
OG0003039	K05606	methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1]	1	5	0.2
OG0003061	K01154	type I restriction enzyme, S subunit [EC:3.1.21.3]	3	5	0.6
OG0003064	K04078	chaperonin GroES	5	5	1
OG0003077	K23677	MFS transporter, Spinster family, sphingosine-1-phosphate transporter	2	5	0.4
OG0003078	K00528	ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]	1	5	0.2
OG0003086	K01447	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	5	5	1
OG0003121	K23242	manganese efflux pump family protein	4	5	0.8
OG0003138	K03284	magnesium transporter	5	5	1
OG0003150	K11690	C4-dicarboxylate transporter, DctM subunit	4	4	1
OG0003151	K23999	phosphoenolpyruvate phosphomutase / 2-hydroxyethylphosphonate cytidylyltransferase [EC:5.4.2.9 2.7.7.104]	4	4	1
OG0003152	K01118	FMN-dependent NADH-azoreductase [EC:1.7.1.17]	3	4	0.75
OG0003153	K01997	branched-chain amino acid transport system permease protein	4	4	1
OG0003165	K07313	serine/threonine protein phosphatase 1 [EC:3.1.3.16]	4	4	1
OG0003181	K03500	16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]	2	4	0.5
OG0003218	K08355	arsenite oxidase small subunit [EC:1.20.2.1 1.20.9.1]	3	4	0.75
OG0003242	K07317	adenine-specific DNA-methyltransferase [EC:2.1.1.72]	1	4	0.25
OG0003249	K12991	rhamnosyltransferase [EC:2.4.1.-]	1	4	0.25
OG0003272	K23777	TetR/AcrR family transcriptional regulator, regulator of cefoperazone and chloramphenicol sensitivity	2	4	0.5
OG0003280	K00799	glutathione S-transferase [EC:2.5.1.18]	4	4	1
OG0003283	K00290	saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]	2	4	0.5
OG0003300	K01156	type III restriction enzyme [EC:3.1.21.5]	4	4	1
OG0003301	K07126	uncharacterized protein	1	4	0.25
OG0003337	K07448	restriction system protein	4	4	1
OG0003369	K13877	2,5-dioxopentanoate dehydrogenase [EC:1.2.1.26]	4	4	1
OG0003373	K01816	hydroxypyruvate isomerase [EC:5.3.1.22]	4	4	1
OG0003379	K18697	phosphatidylglycerophosphatase C [EC:3.1.3.27]	4	4	1
OG0003398	K06214	curli production assembly/transport component CsgG	4	4	1
OG0003399	K04338	curli production assembly/transport component CsgF	4	4	1
OG0003405	K08640	zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]	4	4	1
OG0003411	K19997	GlcNAc-P-P-Und epimerase [EC:5.1.3.26]	3	3	1
OG0003412	K21883	2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD+) [EC:1.1.1.401]	3	3	1
OG0003415	K15783	ectoine hydrolase [EC:3.5.4.44]	3	3	1
OG0003501	K07448	restriction system protein	3	3	1
OG0003524	K07280	outer membrane protein	3	3	1
OG0003579	K07090	uncharacterized protein	3	3	1
OG0003585	K11068	hemolysin III	2	3	0.6666666666666666
OG0003588	K09964	uncharacterized protein	3	3	1
OG0003591	K01611	S-adenosylmethionine decarboxylase [EC:4.1.1.50]	3	3	1
OG0003611	K21700	beta-alanine degradation protein BauB	3	3	1
OG0003627	K19147	5-methylcytosine-specific restriction enzyme subunit McrC	3	3	1
OG0003641	K07027	glycosyltransferase 2 family protein	2	3	0.6666666666666666
OG0003660	K07794	putative tricarboxylic transport membrane protein	3	3	1
OG0003661	K07794	putative tricarboxylic transport membrane protein	2	3	0.6666666666666666
OG0003662	K11477	glc operon protein GlcG	3	3	1
OG0003682	K16710	colanic acid/amylovoran biosynthesis protein WcaK/AmsJ	2	3	0.6666666666666666
OG0003700	K21395	TRAP-type transport system periplasmic protein	1	3	0.3333333333333333
OG0003711	K00851	gluconokinase [EC:2.7.1.12]	3	3	1
OG0003724	K00381	sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]	2	3	0.6666666666666666
OG0003725	K05337	ferredoxin	1	3	0.3333333333333333
OG0003727	K00371	nitrate reductase / nitrite oxidoreductase, beta subunit [EC:1.7.5.1 1.7.99.-]	2	3	0.6666666666666666
OG0003738	K17247	methionine sulfoxide reductase heme-binding subunit	3	3	1
OG0003740	K22552	multicopper oxidase [EC:1.16.3.1]	2	3	0.6666666666666666
OG0003758	K07126	uncharacterized protein	3	3	1
OG0003769	K16165	fumarylpyruvate hydrolase [EC:3.7.1.20]	3	3	1
OG0003770	K03455	monovalent cation:H+ antiporter-2, CPA2 family	3	3	1
OG0003773	K24180	malate permease and related proteins	3	3	1
OG0003786	K07474	phage terminase small subunit	1	3	0.3333333333333333
OG0003788	K06909	phage terminase large subunit	3	3	1
OG0003801	K01799	maleate isomerase [EC:5.2.1.1]	3	3	1
OG0003802	K19693	AraC family transcriptional regulator, chitin signaling transcriptional activator	1	3	0.3333333333333333
OG0003805	K15894	UDP-N-acetylglucosamine 4,6-dehydratase/5-epimerase [EC:4.2.1.115 5.1.3.-]	2	2	1
OG0003810	K01997	branched-chain amino acid transport system permease protein	2	2	1
OG0003811	K01997	branched-chain amino acid transport system permease protein	2	2	1
OG0003812	K15737	glutarate dioxygenase [EC:1.14.11.64]	2	2	1
OG0003813	K15737	glutarate dioxygenase [EC:1.14.11.64]	1	2	0.5
OG0003814	K15737	glutarate dioxygenase [EC:1.14.11.64]	1	2	0.5
OG0003866	K02460	general secretion pathway protein K	2	2	1
OG0003867	K02459	general secretion pathway protein J	2	2	1
OG0003895	K01912	phenylacetate-CoA ligase [EC:6.2.1.30]	2	2	1
OG0003916	K07318	adenine-specific DNA-methyltransferase [EC:2.1.1.72]	2	2	1
OG0003942	K03208	putative colanic acid biosynthesis glycosyltransferase WcaI	1	2	0.5
OG0003960	K09968	uncharacterized protein	2	2	1
OG0003991	K21310	methanethiol S-methyltransferase [EC:2.1.1.334]	2	2	1
OG0004015	K07389	cytolysin-activating lysine-acyltransferase [EC:2.3.1.-]	2	2	1
OG0004025	K03088	RNA polymerase sigma-70 factor, ECF subfamily	2	2	1
OG0004063	K06195	ApaG protein	2	2	1
OG0004064	K06048	glutamate---cysteine ligase / carboxylate-amine ligase [EC:6.3.2.2 6.3.-.-]	1	2	0.5
OG0004173	K00855	phosphoribulokinase [EC:2.7.1.19]	1	2	0.5
OG0004232	K19689	aminopeptidase [EC:3.4.11.-]	2	2	1
OG0004250	K07318	adenine-specific DNA-methyltransferase [EC:2.1.1.72]	2	2	1
OG0004260	K06015	N-acyl-D-amino-acid deacylase [EC:3.5.1.81]	2	2	1
OG0004304	K00170	pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]	2	2	1
OG0004305	K02303	uroporphyrin-III C-methyltransferase [EC:2.1.1.107]	2	2	1
OG0004311	K00373	nitrate reductase molybdenum cofactor assembly chaperone NarJ/NarW	1	2	0.5
OG0004334	K18300	outer membrane protein, multidrug efflux system	2	2	1
OG0004335	K15777	4,5-DOPA dioxygenase extradiol [EC:1.13.11.-]	2	2	1
OG0004336	K07090	uncharacterized protein	2	2	1
OG0004349	K03101	signal peptidase II [EC:3.4.23.36]	1	2	0.5
OG0004376	K07233	copper resistance protein B	2	2	1
OG0004392	K04756	lipoyl-dependent peroxiredoxin subunit D [EC:1.11.1.28]	2	2	1
OG0004405	K00425	cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]	2	2	1
OG0004406	K00426	cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]	2	2	1
OG0004541	K06904	uncharacterized protein	1	2	0.5
