OG_ID	ko_best	ko_best_definition	ko_support	n_genes	ko_rate
OG0000000	K02000	glycine betaine/proline transport system ATP-binding protein [EC:7.6.2.9]	839	1797	0.46688925987757374
OG0000000	K02003	putative ABC transport system ATP-binding protein	310	1797	0.17250973845297718
OG0000000	K02041	phosphonate transport system ATP-binding protein [EC:7.3.2.2]	72	1797	0.04006677796327212
OG0000000	K24846	ATP-binding cassette, subfamily B, bacterial PglK [EC:7.5.2.-]	1	1797	5.564830272676684e-4
OG0000001	K02049	NitT/TauT family transport system ATP-binding protein	2	1548	0.0012919896640826874
OG0000001	K10111	multiple sugar transport system ATP-binding protein [EC:7.5.2.-]	110	1548	0.0710594315245478
OG0000001	K10112	multiple sugar transport system ATP-binding protein [EC:7.5.2.-]	93	1548	0.060077519379844964
OG0000001	K10831	taurine transport system ATP-binding protein [EC:7.6.2.7]	414	1548	0.26744186046511625
OG0000001	K17324	glycerol transport system ATP-binding protein	249	1548	0.16085271317829458
OG0000001	K17325	glycerol transport system ATP-binding protein	253	1548	0.16343669250645995
OG0000002	K02026	multiple sugar transport system permease protein	239	1520	0.15723684210526315
OG0000002	K02053	putative spermidine/putrescine transport system permease protein	438	1520	0.2881578947368421
OG0000002	K05815	sn-glycerol 3-phosphate transport system permease protein	29	1520	0.019078947368421053
OG0000002	K10229	polyol transport system permease protein	18	1520	0.011842105263157895
OG0000002	K11070	spermidine/putrescine transport system permease protein	4	1520	0.002631578947368421
OG0000002	K17317	glucose/mannose transport system permease protein	101	1520	0.06644736842105263
OG0000002	K17323	glycerol transport system permease protein	76	1520	0.05
OG0000003	K15270	S-adenosylmethionine uptake transporter	1213	1224	0.9910130718954249
OG0000004	K00303	sarcosine oxidase, subunit beta [EC:1.5.3.24 1.5.3.1]	441	1180	0.373728813559322
OG0000004	K22084	methylglutamate dehydrogenase subunit A [EC:1.5.99.5]	352	1180	0.2983050847457627
OG0000005	K00020	3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]	1011	1174	0.8611584327086882
OG0000005	K00033	6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	3	1174	0.002555366269165247
OG0000005	K00042	2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]	145	1174	0.12350936967632027
OG0000006	K02456	general secretion pathway protein G	2	1150	0.0017391304347826088
OG0000006	K02650	type IV pilus assembly protein PilA	76	1150	0.06608695652173913
OG0000007	K00019	3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]	1	1138	8.787346221441124e-4
OG0000007	K03331	L-xylulose reductase [EC:1.1.1.10]	438	1138	0.38488576449912126
OG0000007	K05296	3(or 17)beta-hydroxysteroid dehydrogenase [EC:1.1.1.51]	21	1138	0.01845342706502636
OG0000008	K00542	guanidinoacetate N-methyltransferase [EC:2.1.1.2]	1	1109	9.017132551848512e-4
OG0000008	K00568	2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64]	244	1109	0.2200180342651037
OG0000008	K00591	polyprenyldihydroxybenzoate methyltransferase / 3-demethylubiquinol 3-O-methyltransferase [EC:2.1.1.114 2.1.1.64]	4	1109	0.0036068530207394047
OG0000008	K15257	tRNA (mo5U34)-methyltransferase [EC:2.1.1.-]	2	1109	0.0018034265103697023
OG0000009	K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]	7	1053	0.006647673314339981
OG0000009	K00344	NADPH:quinone reductase [EC:1.6.5.5]	525	1053	0.4985754985754986
OG0000009	K14446	crotonyl-CoA carboxylase/reductase [EC:1.3.1.85]	1	1053	9.49667616334283e-4
OG0000009	K18382	NAD+-dependent secondary alcohol dehydrogenase Adh1 [EC:1.1.1.-]	177	1053	0.16809116809116809
OG0000010	K03208	putative colanic acid biosynthesis glycosyltransferase WcaI	8	1049	0.0076263107721639654
OG0000010	K15914	N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase [EC:2.4.1.290]	1	1049	9.532888465204957e-4
OG0000011	K00018	glycerate dehydrogenase [EC:1.1.1.29]	22	1043	0.02109300095877277
OG0000011	K00058	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]	63	1043	0.06040268456375839
OG0000011	K16843	(S)-sulfolactate dehydrogenase [EC:1.1.1.310]	1	1043	9.587727708533077e-4
OG0000012	K01649	2-isopropylmalate synthase [EC:2.3.3.13]	967	1002	0.9650698602794411
OG0000013	K00010	myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]	86	986	0.0872210953346856
OG0000013	K13016	UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase [EC:1.1.1.335]	2	986	0.002028397565922921
OG0000013	K13020	UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase [EC:1.1.1.335]	22	986	0.02231237322515213
OG0000014	K01652	acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	3	982	0.003054989816700611
OG0000014	K03336	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing) [EC:3.7.1.22]	280	982	0.285132382892057
OG0000014	K03852	sulfoacetaldehyde acetyltransferase [EC:2.3.3.15]	446	982	0.45417515274949083
OG0000016	K02025	multiple sugar transport system permease protein	54	959	0.056308654848800835
OG0000016	K05814	sn-glycerol 3-phosphate transport system permease protein	28	959	0.029197080291970802
OG0000016	K10228	polyol transport system permease protein	18	959	0.018769551616266946
OG0000016	K17316	glucose/mannose transport system permease protein	99	959	0.1032325338894682
OG0000016	K17322	glycerol transport system permease protein	75	959	0.07820646506777894
OG0000017	K02001	glycine betaine/proline transport system permease protein	925	956	0.9675732217573222
OG0000017	K02050	NitT/TauT family transport system permease protein	4	956	0.0041841004184100415
OG0000018	K00820	glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16]	494	939	0.5260915867944622
OG0000018	K22081	methylamine---glutamate N-methyltransferase subunit A [EC:2.1.1.21]	436	939	0.4643237486687966
OG0000019	K01000	phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]	487	868	0.5610599078341014
OG0000020	K02377	GDP-L-fucose synthase [EC:1.1.1.271]	277	843	0.32858837485172004
OG0000020	K10046	GDP-D-mannose 3', 5'-epimerase [EC:5.1.3.18 5.1.3.-]	108	843	0.12811387900355872
OG0000020	K12454	CDP-paratose 2-epimerase [EC:5.1.3.10]	184	843	0.21826809015421114
OG0000020	K19997	GlcNAc-P-P-Und epimerase [EC:5.1.3.26]	1	843	0.0011862396204033216
OG0000021	K01997	branched-chain amino acid transport system permease protein	408	833	0.4897959183673469
OG0000021	K02057	simple sugar transport system permease protein	209	833	0.25090036014405764
OG0000021	K10440	ribose transport system permease protein	167	833	0.20048019207683074
OG0000021	K10553	fructose transport system permease protein	28	833	0.03361344537815126
OG0000022	K00302	sarcosine oxidase, subunit alpha [EC:1.5.3.24 1.5.3.1]	415	833	0.49819927971188477
OG0000022	K22086	methylglutamate dehydrogenase subunit C [EC:1.5.99.5]	342	833	0.4105642256902761
OG0000023	K01711	GDPmannose 4,6-dehydratase [EC:4.2.1.47]	411	831	0.49458483754512633
OG0000023	K01784	UDP-glucose 4-epimerase [EC:5.1.3.2]	129	831	0.1552346570397112
OG0000023	K03274	ADP-L-glycero-D-manno-heptose 6-epimerase [EC:5.1.3.20]	4	831	0.0048134777376654635
OG0000023	K15856	GDP-4-dehydro-6-deoxy-D-mannose reductase [EC:1.1.1.281]	17	831	0.02045728038507822
OG0000024	K00304	sarcosine oxidase, subunit delta [EC:1.5.3.24 1.5.3.1]	674	815	0.8269938650306748
OG0000024	K22085	methylglutamate dehydrogenase subunit B [EC:1.5.99.5]	126	815	0.15460122699386503
OG0000025	K03778	D-lactate dehydrogenase [EC:1.1.1.28]	1	804	0.0012437810945273632
OG0000025	K12972	glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]	8	804	0.009950248756218905
OG0000026	K13609	delta1-piperideine-2-carboxylate reductase [EC:1.5.1.21]	352	803	0.4383561643835616
OG0000026	K16844	(2R)-3-sulfolactate dehydrogenase (NADP+) [EC:1.1.1.338]	3	803	0.0037359900373599006
OG0000027	K03320	ammonium transporter, Amt family	795	800	0.99375
OG0000028	K05303	O-methyltransferase [EC:2.1.1.-]	16	786	0.020356234096692113
OG0000028	K09667	protein O-GlcNAc transferase [EC:2.4.1.255]	1	786	0.001272264631043257
OG0000029	K01915	glutamine synthetase [EC:6.3.1.2]	415	784	0.5293367346938775
OG0000029	K01949	glutamate---methylamine ligase [EC:6.3.4.12]	367	784	0.46811224489795916
OG0000030	K17290	oxidoreductase [EC:1.1.1.-]	236	781	0.30217669654289375
OG0000031	K00012	UDPglucose 6-dehydrogenase [EC:1.1.1.22]	487	775	0.6283870967741936
OG0000031	K02472	UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase [EC:1.1.1.336]	2	775	0.0025806451612903226
OG0000031	K02474	UDP-N-acetyl-D-glucosamine/UDP-N-acetyl-D-galactosamine dehydrogenase [EC:1.1.1.136 1.1.1.-]	69	775	0.08903225806451613
OG0000031	K13015	UDP-N-acetyl-D-glucosamine dehydrogenase [EC:1.1.1.136]	49	775	0.06322580645161291
OG0000032	K03183	demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]	481	773	0.6222509702457956
OG0000032	K16868	tellurite methyltransferase [EC:2.1.1.265]	3	773	0.0038809831824062097
OG0000033	K21394	TRAP-type transport system small permease protein	7	743	0.009421265141318977
OG0000034	K00812	aspartate aminotransferase [EC:2.6.1.1]	499	738	0.6761517615176151
OG0000035	K11175	phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]	486	738	0.6585365853658537
OG0000036	K00852	ribokinase [EC:2.7.1.15]	211	734	0.28746594005449594
OG0000036	K00856	adenosine kinase [EC:2.7.1.20]	511	734	0.6961852861035422
OG0000037	K00067	dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]	2	729	0.0027434842249657062
OG0000037	K19068	UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase [EC:1.1.1.367]	18	729	0.024691358024691357
OG0000037	K24310	UDP-N-acetyl-alpha-D-quinovosamine dehydrogenase [EC:1.1.1.426]	5	729	0.006858710562414266
OG0000038	K00088	IMP dehydrogenase [EC:1.1.1.205]	460	723	0.636237897648686
OG0000038	K00364	GMP reductase [EC:1.7.1.7]	212	723	0.29322268326417705
OG0000038	K00459	nitronate monooxygenase [EC:1.13.12.16]	1	723	0.0013831258644536654
OG0000038	K02371	enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9]	10	723	0.013831258644536652
OG0000038	K23948	NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9]	21	723	0.029045643153526972
OG0000039	K00064	D-threo-aldose 1-dehydrogenase [EC:1.1.1.122]	49	721	0.06796116504854369
OG0000039	K19265	L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]	87	721	0.12066574202496533
OG0000040	K00052	3-isopropylmalate dehydrogenase [EC:1.1.1.85]	506	721	0.7018030513176144
OG0000040	K07246	tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase [EC:1.1.1.93 4.1.1.73 1.1.1.83]	199	721	0.27600554785020803
OG0000041	K00615	transketolase [EC:2.2.1.1]	3	710	0.004225352112676056
OG0000041	K01662	1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]	486	710	0.6845070422535211
OG0000043	K00721	dolichol-phosphate mannosyltransferase [EC:2.4.1.83]	5	695	0.007194244604316547
OG0000043	K00729	dolichyl-phosphate beta-glucosyltransferase [EC:2.4.1.117]	12	695	0.017266187050359712
OG0000043	K22907	polyprenyl-phospho-N-acetylgalactosaminyl synthase	1	695	0.0014388489208633094
OG0000046	K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	35	686	0.05102040816326531
OG0000046	K18335	2-dehydro-3-deoxy-L-fuconate 4-dehydrogenase [EC:1.1.1.434]	177	686	0.25801749271137026
OG0000046	K21620	galactitol 2-dehydrogenase [EC:1.1.1.16]	7	686	0.01020408163265306
OG0000046	K22185	D-xylose 1-dehydrogenase [EC:1.1.1.175]	94	686	0.13702623906705538
OG0000048	K02656	type IV pilus assembly protein PilF	2	681	0.002936857562408223
OG0000048	K09667	protein O-GlcNAc transferase [EC:2.4.1.255]	4	681	0.005873715124816446
OG0000049	K00123	formate dehydrogenase major subunit [EC:1.17.1.9]	175	680	0.25735294117647056
OG0000049	K00336	NADH-quinone oxidoreductase subunit G [EC:7.1.1.2]	14	680	0.020588235294117647
OG0000049	K08356	arsenite oxidase large subunit [EC:1.20.2.1 1.20.9.1]	3	680	0.004411764705882353
OG0000050	K00335	NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]	64	680	0.09411764705882353
OG0000051	K01561	haloacetate dehalogenase [EC:3.8.1.3]	149	678	0.21976401179941002
OG0000051	K08726	soluble epoxide hydrolase / lipid-phosphate phosphatase [EC:3.3.2.10 3.1.3.76]	16	678	0.02359882005899705
OG0000051	K23465	(E)-2-((N-methylformamido)methylene)succinate hydrolase [EC:3.5.1.-]	99	678	0.14601769911504425
OG0000052	K11690	C4-dicarboxylate transporter, DctM subunit	583	675	0.8637037037037038
OG0000052	K21393	TRAP-type transport system large permease protein	80	675	0.11851851851851852
OG0000054	K00108	choline dehydrogenase [EC:1.1.99.1]	217	675	0.3214814814814815
OG0000055	K00821	acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	495	672	0.7366071428571429
OG0000055	K01845	glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]	65	672	0.09672619047619048
OG0000055	K07257	spore coat polysaccharide biosynthesis protein SpsF	6	672	0.008928571428571428
OG0000055	K21585	3-aminobutanoyl-CoA transaminase [EC:2.6.1.111]	1	672	0.001488095238095238
OG0000056	K01654	N-acetylneuraminate synthase [EC:2.5.1.56]	30	672	0.044642857142857144
OG0000056	K01854	UDP-galactopyranose mutase [EC:5.4.99.9]	5	672	0.00744047619047619
OG0000056	K05304	sialic acid synthase [EC:2.5.1.56 2.5.1.57 2.5.1.132]	16	672	0.023809523809523808
OG0000056	K07257	spore coat polysaccharide biosynthesis protein SpsF	4	672	0.005952380952380952
OG0000056	K15898	pseudaminic acid synthase [EC:2.5.1.97]	36	672	0.05357142857142857
OG0000056	K18430	N,N'-diacetyllegionaminate synthase [EC:2.5.1.101]	35	672	0.052083333333333336
OG0000057	K00477	phytanoyl-CoA hydroxylase [EC:1.14.11.18]	329	667	0.49325337331334335
OG0000057	K21195	2-aminoethylphosphonate dioxygenase [EC:1.14.11.46]	11	667	0.01649175412293853
OG0000057	K21615	L-proline 4-hydroxylase [EC:1.14.11.57]	3	667	0.004497751124437781
OG0000058	K01814	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]	508	664	0.7650602409638554
OG0000058	K02500	imidazole glycerol-phosphate synthase subunit HisF [EC:4.3.2.10]	16	664	0.024096385542168676
OG0000059	K13020	UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase [EC:1.1.1.335]	8	663	0.012066365007541479
OG0000060	K02501	imidazole glycerol-phosphate synthase subunit HisH [EC:4.3.2.10]	537	663	0.8099547511312217
OG0000060	K23150	N5-(cytidine 5'-diphosphoramidyl)-L-glutamine hydrolase [EC:3.5.1.129]	1	663	0.0015082956259426848
OG0000061	K13779	isohexenylglutaconyl-CoA hydratase [EC:4.2.1.57]	21	650	0.03230769230769231
OG0000061	K15866	2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase [EC:5.3.3.18]	22	650	0.033846153846153845
OG0000062	K00979	3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38]	621	647	0.9598145285935085
OG0000062	K07257	spore coat polysaccharide biosynthesis protein SpsF	21	647	0.03245749613601236
OG0000063	K01687	dihydroxy-acid dehydratase [EC:4.2.1.9]	464	647	0.7171561051004637
OG0000063	K22186	xylonate dehydratase [EC:4.2.1.82]	172	647	0.26584234930448225
OG0000064	K01426	amidase [EC:3.5.1.4]	28	642	0.04361370716510903
OG0000065	K01996	branched-chain amino acid transport system ATP-binding protein	592	642	0.9221183800623053
OG0000065	K06861	lipopolysaccharide export system ATP-binding protein [EC:7.5.2.5]	30	642	0.04672897196261682
OG0000065	K11963	urea transport system ATP-binding protein	5	642	0.00778816199376947
OG0000066	K15270	S-adenosylmethionine uptake transporter	635	641	0.9906396255850234
OG0000067	K04771	serine protease Do [EC:3.4.21.107]	494	636	0.7767295597484277
OG0000068	K07793	putative tricarboxylic transport membrane protein	633	633	1
OG0000069	K00615	transketolase [EC:2.2.1.1]	581	627	0.9266347687400319
OG0000070	K20276	large repetitive protein	10	627	0.01594896331738437
OG0000071	K01782	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]	19	622	0.03054662379421222
OG0000071	K07516	3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35]	405	622	0.6511254019292605
OG0000071	K17735	carnitine 3-dehydrogenase [EC:1.1.1.108]	168	622	0.27009646302250806
OG0000072	K21395	TRAP-type transport system periplasmic protein	141	620	0.22741935483870968
OG0000073	K00606	3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	615	618	0.9951456310679612
OG0000074	K18661	malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.76 6.2.1.-]	21	617	0.03403565640194489
OG0000074	K20034	3-(methylthio)propionyl---CoA ligase [EC:6.2.1.44]	443	617	0.7179902755267423
OG0000074	K22133	oxalate---CoA ligase [EC:6.2.1.8]	75	617	0.12155591572123177
OG0000074	K26005	sulfoacetate-CoA ligase [EC:6.2.1.-]	8	617	0.012965964343598054
OG0000075	K01784	UDP-glucose 4-epimerase [EC:5.1.3.2]	33	614	0.05374592833876222
OG0000075	K02919	large subunit ribosomal protein L36	1	614	0.0016286644951140066
OG0000076	K11249	cysteine/O-acetylserine efflux protein	520	609	0.8538587848932676
OG0000079	K00102	D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]	303	605	0.5008264462809917
OG0000079	K00104	glycolate dehydrogenase FAD-linked subunit [EC:1.1.99.14]	181	605	0.2991735537190083
OG0000080	K00315	dimethylglycine dehydrogenase [EC:1.5.8.4]	233	599	0.38898163606010017
OG0000081	K00824	D-alanine transaminase [EC:2.6.1.21]	41	598	0.06856187290969899
OG0000081	K00826	branched-chain amino acid aminotransferase [EC:2.6.1.42]	519	598	0.8678929765886287
OG0000083	K03595	GTPase	43	591	0.0727580372250423
OG0000083	K03650	tRNA modification GTPase [EC:3.6.-.-]	499	591	0.8443316412859561
OG0000083	K03977	GTPase	21	591	0.03553299492385787
OG0000085	K03852	sulfoacetaldehyde acetyltransferase [EC:2.3.3.15]	1	590	0.001694915254237288
OG0000085	K16846	(2R)-sulfolactate sulfo-lyase subunit beta [EC:4.4.1.24]	438	590	0.7423728813559322
OG0000085	K26399	arabinonate dehydratase [EC:4.2.1.5]	133	590	0.22542372881355932
OG0000086	K11688	C4-dicarboxylate-binding protein DctP	9	589	0.015280135823429542
OG0000086	K21395	TRAP-type transport system periplasmic protein	574	589	0.9745331069609507
OG0000087	K01628	L-fuculose-phosphate aldolase [EC:4.1.2.17]	341	587	0.5809199318568995
OG0000088	K21478	poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase [EC:3.5.1.-]	475	586	0.810580204778157
OG0000089	K07090	uncharacterized protein	578	581	0.9948364888123924
OG0000090	K01902	succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	485	580	0.8362068965517241
OG0000090	K08692	malate-CoA ligase subunit alpha [EC:6.2.1.9]	92	580	0.15862068965517243
OG0000092	K01903	succinyl-CoA synthetase beta subunit [EC:6.2.1.5]	477	577	0.8266897746967071
OG0000092	K14067	malate-CoA ligase subunit beta [EC:6.2.1.9]	82	577	0.14211438474870017
OG0000093	K13010	perosamine synthetase [EC:2.6.1.102]	27	574	0.047038327526132406
OG0000093	K13017	UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase [EC:2.6.1.98]	6	574	0.010452961672473868
OG0000095	K03574	8-oxo-dGTP diphosphatase [EC:3.6.1.55]	12	569	0.0210896309314587
OG0000095	K08311	putative (di)nucleoside polyphosphate hydrolase [EC:3.6.1.-]	511	569	0.8980667838312829
OG0000096	K01740	O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]	534	568	0.9401408450704225
OG0000096	K01760	cysteine-S-conjugate beta-lyase [EC:4.4.1.13]	14	568	0.02464788732394366
OG0000096	K10764	O-succinylhomoserine sulfhydrylase [EC:2.5.1.-]	17	568	0.02992957746478873
OG0000098	K01009	L-glutamine-phosphate cytidylyltransferase [EC:2.7.7.103]	4	564	0.0070921985815602835
OG0000098	K07141	molybdenum cofactor cytidylyltransferase [EC:2.7.7.76]	69	564	0.12234042553191489
OG0000098	K12506	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase / 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:2.7.7.60 4.6.1.12]	444	564	0.7872340425531915
OG0000099	K00626	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	542	563	0.9626998223801065
OG0000100	K04761	LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator	2	563	0.003552397868561279
OG0000101	K02029	polar amino acid transport system permease protein	525	562	0.9341637010676157
OG0000101	K10002	glutamate/aspartate transport system permease protein	1	562	0.0017793594306049821
OG0000101	K10003	glutamate/aspartate transport system permease protein	1	562	0.0017793594306049821
OG0000101	K23062	hydroxyproline transport system permease protein	1	562	0.0017793594306049821
OG0000102	K07304	peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]	561	562	0.998220640569395
OG0000103	K02470	DNA gyrase subunit B [EC:5.6.2.2]	19	561	0.0338680926916221
OG0000104	K01990	ABC-2 type transport system ATP-binding protein	537	559	0.960644007155635
OG0000104	K24846	ATP-binding cassette, subfamily B, bacterial PglK [EC:7.5.2.-]	2	559	0.0035778175313059034
OG0000106	K00023	acetoacetyl-CoA reductase [EC:1.1.1.36]	42	557	0.07540394973070018
OG0000106	K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	400	557	0.718132854578097
OG0000108	K01652	acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	482	554	0.8700361010830325
OG0000109	K02010	iron(III) transport system ATP-binding protein [EC:7.2.2.7]	76	553	0.13743218806509946
OG0000109	K02052	putative spermidine/putrescine transport system ATP-binding protein	419	553	0.7576853526220615
OG0000109	K11072	spermidine/putrescine transport system ATP-binding protein [EC:7.6.2.11]	6	553	0.0108499095840868
OG0000110	K10554	fructose transport system ATP-binding protein	28	553	0.05063291139240506
OG0000110	K23537	general nucleoside transport system ATP-binding protein	123	553	0.2224231464737794
OG0000112	K02028	polar amino acid transport system ATP-binding protein [EC:7.4.2.1]	83	551	0.15063520871143377
OG0000112	K09972	general L-amino acid transport system ATP-binding protein [EC:7.4.2.1]	451	551	0.8185117967332124
OG0000112	K10004	glutamate/aspartate transport system ATP-binding protein [EC:7.4.2.1]	1	551	0.0018148820326678765
OG0000113	K00737	beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.144]	535	551	0.9709618874773139
OG0000114	K00239	succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]	495	551	0.8983666061705989
OG0000114	K00278	L-aspartate oxidase [EC:1.4.3.16]	43	551	0.0780399274047187
OG0000115	K16652	decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose 2-reductase [EC:1.1.1.333]	3	548	0.005474452554744526
OG0000116	K21395	TRAP-type transport system periplasmic protein	141	547	0.2577696526508227
OG0000117	K04487	cysteine desulfurase [EC:2.8.1.7]	20	546	0.03663003663003663
OG0000117	K11717	cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]	478	546	0.8754578754578755
OG0000118	K06287	nucleoside triphosphate pyrophosphatase [EC:3.6.1.-]	19	546	0.0347985347985348
OG0000119	K00822	beta-alanine--pyruvate transaminase [EC:2.6.1.18]	478	544	0.8786764705882353
OG0000119	K12256	putrescine---pyruvate transaminase [EC:2.6.1.113]	22	544	0.04044117647058824
OG0000119	K15785	L-2,4-diaminobutyrate transaminase [EC:2.6.1.76]	7	544	0.012867647058823529
OG0000120	K00640	serine O-acetyltransferase [EC:2.3.1.30]	448	544	0.8235294117647058
OG0000120	K00661	maltose O-acetyltransferase [EC:2.3.1.79]	1	544	0.001838235294117647
OG0000120	K02536	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]	2	544	0.003676470588235294
OG0000120	K03818	putative colanic acid biosynthesis acetyltransferase WcaF [EC:2.3.1.-]	8	544	0.014705882352941176
OG0000120	K13018	UDP-2-acetamido-3-amino-2,3-dideoxy-glucuronate N-acetyltransferase [EC:2.3.1.201]	13	544	0.02389705882352941
OG0000120	K22247	polysialic-acid O-acetyltransferase [EC:2.3.1.136]	1	544	0.001838235294117647
OG0000121	K01992	ABC-2 type transport system permease protein	139	544	0.2555147058823529
OG0000121	K18989	multidrug efflux pump	38	544	0.06985294117647059
OG0000122	K03684	ribonuclease D [EC:3.1.13.5]	19	544	0.034926470588235295
OG0000124	K02002	glycine betaine/proline transport system substrate-binding protein	170	543	0.31307550644567217
OG0000125	K01928	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]	206	543	0.37937384898710863
OG0000125	K01929	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]	53	543	0.09760589318600368
OG0000125	K15792	MurE/MurF fusion protein [EC:6.3.2.13 6.3.2.10]	249	543	0.4585635359116022
OG0000126	K01961	acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	447	542	0.8247232472324724
OG0000126	K01965	propionyl-CoA carboxylase alpha chain [EC:6.4.1.3]	23	542	0.042435424354243544
OG0000127	K17486	dimethylsulfoniopropionate demethylase [EC:2.1.1.269]	485	541	0.8964879852125693
OG0000129	K02469	DNA gyrase subunit A [EC:5.6.2.2]	470	541	0.8687615526802218
OG0000129	K02621	topoisomerase IV subunit A [EC:5.6.2.2]	22	541	0.04066543438077634
OG0000131	K03564	thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]	355	541	0.6561922365988909
OG0000131	K24126	lipoyl-dependent peroxiredoxin subunit C [EC:1.11.1.28]	2	541	0.0036968576709796672
OG0000131	K24158	thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]	150	541	0.27726432532347506
OG0000132	K04043	molecular chaperone DnaK	498	538	0.9256505576208178
OG0000133	K00647	3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]	13	538	0.024163568773234202
OG0000133	K09458	3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	20	538	0.03717472118959108
OG0000134	K03089	RNA polymerase sigma-32 factor	534	537	0.994413407821229
OG0000135	K02275	cytochrome c oxidase subunit II [EC:7.1.1.9]	529	535	0.9887850467289719
OG0000136	K10027	phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31]	471	534	0.8820224719101124
OG0000137	K00604	methionyl-tRNA formyltransferase [EC:2.1.2.9]	511	533	0.9587242026266416
OG0000138	K07003	uncharacterized protein	516	533	0.9681050656660413
