Orthogroup,ko_id,ko_description,Specific_KO_Count,Rate
OG0001994,K01174,micrococcal nuclease [EC:3.1.31.1],21,0.875
OG0001994,K03932,polyhydroxybutyrate depolymerase,3,0.125
