Orthogroup,ko_id,ko_description,Specific_KO_Count,Rate
OG0000662,K23265,phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase [EC:6.3.5.3 3.5.1.2],479,0.9876288659793815
OG0000662,NA,No Annotation,6,0.012371134020618556
