Orthogroup,ko_id,ko_description,Specific_KO_Count,Rate
OG0001539,K05879,phosphoenolpyruvate---glycerone phosphotransferase subunit DhaL [EC:2.7.1.121],50,0.704225352112676
OG0001539,NA,No Annotation,21,0.29577464788732394
