Orthogroup,ko_id,ko_description,Specific_KO_Count,Rate
OG0000088,K01997,branched-chain amino acid transport system permease protein,544,0.9784172661870504
OG0000088,K11960,urea transport system permease protein,7,0.012589928057553957
OG0000088,NA,No Annotation,5,0.008992805755395683
