Orthogroup,ko_id,ko_description,Specific_KO_Count,Rate
OG0000770,K01887,arginyl-tRNA synthetase [EC:6.1.1.19],467,0.9831578947368421
OG0000770,NA,No Annotation,8,0.016842105263157894
