Orthogroup,ko_id,ko_description,Specific_KO_Count,Rate
OG0001974,K03790,[ribosomal protein S5]-alanine N-acetyltransferase [EC:2.3.1.267],20,0.8
OG0001974,NA,No Annotation,5,0.2
