Orthogroup,ko_id,ko_description,Specific_KO_Count,Rate
OG0000030,K01658,anthranilate synthase component II [EC:4.1.3.27],483,0.543918918918919
OG0000030,NA,No Annotation,401,0.45157657657657657
OG0000030,K23150,N5-(cytidine 5'-diphosphoramidyl)-L-glutamine hydrolase [EC:3.5.1.129],4,0.0045045045045045045
