Orthogroup,ko_id,ko_description,Specific_KO_Count,Rate
OG0000905,K15918,D-glycerate 3-kinase [EC:2.7.1.31],439,0.9887387387387387
OG0000905,NA,No Annotation,5,0.01126126126126126
