Orthogroup,ko_id,ko_description,Specific_KO_Count,Rate
OG0000834,K02054,putative spermidine/putrescine transport system permease protein,438,0.9460043196544277
OG0000834,K11071,spermidine/putrescine transport system permease protein,23,0.04967602591792657
OG0000834,NA,No Annotation,2,0.004319654427645789
