Orthogroup,ko_id,ko_description,Specific_KO_Count,Rate
OG0000436,K01649,2-isopropylmalate synthase [EC:2.3.3.13],476,0.9539078156312625
OG0000436,NA,No Annotation,23,0.04609218436873747
