Orthogroup,ko_id,ko_description,Specific_KO_Count,Rate
OG0000218,K03655,ATP-dependent DNA helicase RecG [EC:5.6.2.4],471,0.919921875
OG0000218,NA,No Annotation,21,0.041015625
OG0000218,K03723,transcription-repair coupling factor (superfamily II helicase) [EC:5.6.2.4],20,0.0390625
