Orthogroup,ko_id,ko_description,Specific_KO_Count,Rate
OG0000268,K01962,acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15],503,0.9882121807465619
OG0000268,NA,No Annotation,6,0.011787819253438114
