Orthogroup,ko_id,ko_description,Specific_KO_Count,Rate
OG0001079,K08997,protein adenylyltransferase [EC:2.7.7.108],334,0.9940476190476191
OG0001079,NA,No Annotation,2,0.005952380952380952
