Orthogroup,ko_id,ko_description,Specific_KO_Count,Rate
OG0000174,K01262,Xaa-Pro aminopeptidase [EC:3.4.11.9],498,0.9651162790697675
OG0000174,NA,No Annotation,18,0.03488372093023256
