Orthogroup,ko_id,ko_description,Specific_KO_Count,Rate
OG0000948,K09817,zinc transport system ATP-binding protein [EC:7.2.2.20],426,0.9861111111111112
OG0000948,NA,No Annotation,6,0.013888888888888888
