Orthogroup,ko_id,ko_description,Specific_KO_Count,Rate
OG0000075,K03183,"demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]",479,0.8104906937394247
OG0000075,NA,No Annotation,112,0.1895093062605753
